complaint_id,customer_id,tower_id,complaint_type,priority,status,created_at,description
COMP0000933,CUST00037718,TOWER00296,poor_voice_quality,low,resolved,2025-11-25T07:31:40.729Z,Desparatus cuius aro inflammatio cenaculum minus via explicabo vitae utpote.
COMP0000934,CUST00021251,TOWER00280,dropped_call,low,open,2026-01-13T22:11:55.311Z,Cultellus repellat uter uxor color delectus cupio vulpes.
COMP0000935,CUST00007666,TOWER00179,service_outage,high,resolved,2025-12-27T20:26:26.308Z,Xiphias audax cerno aegre rem aiunt certe ut victus.
COMP0000936,CUST00025923,TOWER00382,billing_issue,medium,resolved,2025-11-03T09:11:16.241Z,Abstergo uxor tantum.
COMP0000937,CUST00032631,TOWER00339,service_outage,high,resolved,2025-12-04T20:30:28.039Z,Tollo amiculum taedium cerno demoror coruscus tabesco.
COMP0000938,CUST00033591,TOWER00282,dropped_call,low,closed,2025-12-05T07:59:56.478Z,Sapiente conturbo subseco asperiores ager adipiscor.
COMP0000939,CUST00043896,TOWER00471,dropped_call,low,open,2026-01-31T10:56:03.730Z,Id adipisci tertius succedo aestivus optio virgo debilito.
COMP0000940,CUST00029439,TOWER00114,slow_data,low,investigating,2026-01-17T06:44:42.977Z,Cotidie ars studio adinventitias vado vergo arto.
COMP0000941,CUST00015665,TOWER00089,no_signal,medium,resolved,2026-01-13T13:29:18.032Z,Tollo denuo dicta cado asporto aliqua minus.
COMP0000942,CUST00019679,TOWER00133,poor_voice_quality,medium,closed,2026-01-17T11:01:05.516Z,Assumenda comprehendo culpa.
COMP0000943,CUST00007815,TOWER00314,no_signal,low,closed,2025-12-31T04:46:38.724Z,Curtus tempore cohors canis cetera templum cornu calculus depromo.
COMP0000944,CUST00013897,TOWER00142,dropped_call,critical,open,2025-11-13T09:33:40.516Z,Triumphus adhuc fuga sponte adfectus.
COMP0000945,CUST00002263,TOWER00050,poor_voice_quality,critical,investigating,2025-11-17T08:44:05.422Z,Accusantium thalassinus cultellus itaque suasoria.
COMP0000946,CUST00023455,TOWER00047,dropped_call,medium,open,2026-01-03T01:44:01.679Z,Contabesco valeo sed admitto animus unde facere comparo.
COMP0000947,CUST00037433,TOWER00392,poor_voice_quality,high,resolved,2026-01-24T04:16:13.268Z,Voluptatibus cursus trucido concedo maiores coniecto carbo cariosus.
COMP0000948,CUST00042792,TOWER00218,slow_data,high,investigating,2025-10-23T08:45:40.753Z,Agnitio defluo cubo pauci cribro aptus.
COMP0000949,CUST00039492,TOWER00482,slow_data,medium,closed,2025-12-16T14:26:36.134Z,Bellicus demulceo censura.
COMP0000950,CUST00042516,TOWER00411,no_signal,high,closed,2025-11-20T18:16:43.496Z,Amor cedo conitor vado usus suasoria agnosco tredecim communis.
COMP0000951,CUST00025931,TOWER00253,service_outage,high,open,2026-01-12T04:04:41.179Z,Delinquo nesciunt amicitia.
COMP0000952,CUST00003887,TOWER00265,no_signal,critical,investigating,2025-10-10T21:39:18.207Z,Corrupti cornu adulatio video crebro.
COMP0000953,CUST00003944,TOWER00350,poor_voice_quality,critical,closed,2025-10-18T12:05:22.328Z,Tot laborum defluo.
COMP0000954,CUST00047002,TOWER00457,poor_voice_quality,critical,resolved,2026-01-10T22:59:25.945Z,Valetudo vilicus creator deprecator curiositas dicta utilis aequitas quas animi.
COMP0000955,CUST00032737,TOWER00038,service_outage,low,closed,2025-10-25T17:46:47.668Z,Vomer aliquid alo subito defaeco capitulus carmen spiritus corrigo tego.
COMP0000956,CUST00049074,TOWER00216,poor_voice_quality,critical,closed,2025-11-07T13:44:50.508Z,Ambulo delego curtus thalassinus.
COMP0000957,CUST00041585,TOWER00223,poor_voice_quality,high,resolved,2026-01-21T15:01:08.315Z,Turba strenuus celebrer bardus ceno carbo.
COMP0000958,CUST00048831,TOWER00255,no_signal,medium,investigating,2026-01-30T10:11:40.040Z,Chirographum coaegresco sequi deorsum cibus avarus.
COMP0000959,CUST00026573,TOWER00184,slow_data,high,closed,2025-12-22T14:05:50.073Z,Sustineo aveho tenetur uter spargo verumtamen.
COMP0000960,CUST00025418,TOWER00393,service_outage,medium,closed,2026-02-08T00:52:24.606Z,Auditor aranea denuo cena placeat umbra tactus.
COMP0000961,CUST00005786,TOWER00423,service_outage,medium,open,2026-01-02T23:35:58.658Z,Dens vesper aeternus depromo adeo adeptio ulterius fuga.
COMP0000962,CUST00013623,TOWER00245,no_signal,low,open,2026-01-24T02:25:51.764Z,Voluptate viridis adamo vulgus aiunt adipiscor aeneus venustas vinum.
COMP0000963,CUST00000566,TOWER00288,slow_data,medium,investigating,2026-01-19T05:34:12.556Z,Magni bis tero talis tripudio clamo conitor allatus subseco molestias.
COMP0000964,CUST00025517,TOWER00046,slow_data,high,resolved,2025-10-19T01:14:19.440Z,Abeo vae aufero ara acceptus accommodo copiose colligo.
COMP0000965,CUST00030362,TOWER00481,slow_data,medium,closed,2026-01-04T08:52:36.779Z,Adeptio sollers eligendi facilis cilicium bos crinis ventito conqueror.
COMP0000966,CUST00026714,TOWER00237,service_outage,medium,investigating,2026-02-11T18:58:57.853Z,Addo animadverto celebrer inflammatio terga tardus.
COMP0000967,CUST00027208,TOWER00165,service_outage,high,closed,2025-11-07T20:27:50.681Z,Speculum aegre tendo eligendi unus depromo maiores certe vir vivo.
COMP0000968,CUST00009992,TOWER00409,service_outage,critical,resolved,2025-10-21T13:08:06.336Z,Calco canonicus contigo tabella.
COMP0000969,CUST00040724,TOWER00474,billing_issue,low,investigating,2025-11-08T12:14:11.731Z,Vomer versus timidus blandior curto cervus cupio censura.
COMP0000970,CUST00034374,TOWER00004,poor_voice_quality,high,closed,2026-01-30T19:10:47.162Z,Autem vilicus depromo verbera cuius enim assentator vitae vesica beatus.
COMP0000971,CUST00014260,TOWER00408,billing_issue,critical,investigating,2025-11-28T23:41:16.079Z,Campana demo sub mollitia demo curia cervus atque.
COMP0000972,CUST00038996,TOWER00027,poor_voice_quality,low,closed,2025-11-11T06:42:28.771Z,Currus titulus campana sollicito in culpo provident.
COMP0000973,CUST00012513,TOWER00293,slow_data,low,resolved,2025-12-01T22:27:33.086Z,Dolore minus compello acerbitas conor animadverto benevolentia.
COMP0000974,CUST00033980,TOWER00171,billing_issue,high,investigating,2025-10-06T04:29:47.130Z,Cursim anser abscido cultura valens ara tenus.
COMP0000975,CUST00041153,TOWER00429,slow_data,medium,resolved,2025-11-19T15:11:49.624Z,Victoria canto ver patrocinor cotidie crux subito trucido depereo ancilla.
COMP0000976,CUST00010015,TOWER00428,no_signal,low,closed,2025-12-20T05:54:18.310Z,Suadeo utique tabella repellendus.
COMP0000977,CUST00034534,TOWER00224,poor_voice_quality,low,closed,2025-12-19T09:50:06.022Z,Torrens vinum catena timor.
COMP0000978,CUST00035345,TOWER00403,dropped_call,low,resolved,2025-12-20T16:56:46.132Z,Porro tenax claustrum peccatus suffoco.
COMP0000979,CUST00041019,TOWER00035,no_signal,low,open,2025-11-28T19:58:34.418Z,Correptius tabesco beneficium viscus adfero decimus.
COMP0000980,CUST00025856,TOWER00111,no_signal,medium,closed,2025-12-24T13:19:03.901Z,Sortitus demitto quos varius derideo ulterius stultus cariosus angulus acer.
COMP0000981,CUST00039562,TOWER00107,dropped_call,medium,resolved,2025-11-22T21:56:17.354Z,Stips adopto illo careo.
COMP0000982,CUST00038946,TOWER00049,service_outage,medium,closed,2026-02-12T23:29:38.938Z,Canis degenero iusto accendo vilitas.
COMP0000983,CUST00034909,TOWER00317,billing_issue,high,resolved,2025-10-12T09:20:54.652Z,Speciosus magni videlicet bestia.
COMP0000984,CUST00046505,TOWER00479,dropped_call,low,investigating,2026-01-06T23:02:55.742Z,Deprimo angelus aeger vero.
COMP0000985,CUST00043629,TOWER00007,poor_voice_quality,medium,closed,2026-01-01T10:53:42.074Z,Ducimus caritas unus et abbas curia aequitas artificiose testimonium pecus.
COMP0000986,CUST00039591,TOWER00082,service_outage,low,resolved,2025-10-03T10:19:43.726Z,Acceptus sit curo defetiscor.
COMP0000987,CUST00043324,TOWER00244,no_signal,low,closed,2025-10-25T17:57:37.936Z,Coaegresco audentia atavus varietas aliquid eius curo.
COMP0000988,CUST00020531,TOWER00159,slow_data,low,investigating,2026-01-08T06:17:39.817Z,Torrens amor comis aequitas bibo subito tonsor depromo.
COMP0000989,CUST00038449,TOWER00486,service_outage,critical,closed,2026-01-30T01:59:23.796Z,Caput subito peccatus absconditus civis terminatio.
COMP0000990,CUST00044255,TOWER00153,slow_data,high,closed,2025-11-05T23:03:29.713Z,Veritatis crux ascit absconditus tum aegre vitiosus curatio nesciunt urbanus.
COMP0000991,CUST00041227,TOWER00302,billing_issue,high,open,2025-12-20T09:47:18.299Z,Nam sum defendo derideo catena vere angulus benevolentia ullus tenus.
COMP0000992,CUST00039709,TOWER00278,slow_data,high,open,2025-10-06T22:56:40.838Z,Tenus utrum in textilis campana virtus thorax accusantium.
COMP0000993,CUST00005456,TOWER00251,service_outage,low,investigating,2026-02-08T15:12:32.406Z,Contra tepidus astrum thema capto deludo.
COMP0000994,CUST00004984,TOWER00187,poor_voice_quality,high,open,2025-11-07T01:46:53.620Z,Celer allatus contigo voro laborum.
COMP0000995,CUST00047122,TOWER00292,billing_issue,low,closed,2025-10-31T23:51:01.482Z,Universe demoror despecto thesaurus absens aptus desino blanditiis sit.
COMP0000996,CUST00030633,TOWER00252,slow_data,critical,resolved,2025-11-04T23:28:13.952Z,Vinitor video canonicus ustilo sollicito non appono.
COMP0000997,CUST00012727,TOWER00302,poor_voice_quality,high,closed,2025-12-03T10:18:53.348Z,Vox benevolentia vitae nisi considero defero.
COMP0000998,CUST00026546,TOWER00285,dropped_call,medium,open,2026-01-19T21:40:14.896Z,Nemo currus utilis thermae calculus.
COMP0000999,CUST00043501,TOWER00413,dropped_call,low,resolved,2025-12-31T15:12:09.206Z,Caste timor impedit summa odit aspernatur cervus dedico asporto.
COMP0001000,CUST00024841,TOWER00033,no_signal,low,resolved,2025-10-31T13:03:57.433Z,Tristis una viscus deficio demoror curatio utilis audio creptio.
COMP0001001,CUST00025594,TOWER00204,billing_issue,high,resolved,2026-01-24T03:24:51.722Z,Cohaero universe perspiciatis tersus cras brevis vero decor sufficio.
COMP0001002,CUST00010166,TOWER00296,slow_data,low,resolved,2025-10-20T00:11:28.895Z,Caveo ver pel ter civitas confugo absque debeo.
COMP0001003,CUST00044299,TOWER00096,dropped_call,low,resolved,2025-12-18T17:46:26.628Z,Deficio sub contego amoveo tergeo conturbo spiritus.
COMP0001004,CUST00048515,TOWER00446,slow_data,medium,open,2025-10-16T09:07:26.492Z,Sum adhuc desipio.
COMP0001005,CUST00003468,TOWER00241,slow_data,critical,resolved,2026-02-07T12:54:33.447Z,Maxime caterva coniecto tollo voluptates celo tactus.
COMP0001006,CUST00035843,TOWER00091,service_outage,critical,closed,2025-10-07T03:10:34.645Z,Antiquus demitto laboriosam cibus corrumpo.
COMP0001007,CUST00008091,TOWER00340,billing_issue,high,closed,2026-02-05T18:53:24.804Z,Vis bis delinquo villa viduo vos vaco.
COMP0001008,CUST00048771,TOWER00103,no_signal,high,open,2026-02-01T15:26:04.619Z,Territo desidero verbum comptus vomica tabgo spectaculum depromo vallum.
COMP0001009,CUST00000580,TOWER00491,billing_issue,medium,open,2026-02-14T06:03:24.606Z,Officiis turpis timidus voluptates aestus comminor voluptatum tondeo taceo.
COMP0001010,CUST00011515,TOWER00415,slow_data,medium,open,2025-12-29T18:36:52.596Z,Esse clibanus contigo admoneo aequus suscipit.
COMP0001011,CUST00008383,TOWER00310,service_outage,low,open,2025-10-31T09:59:26.308Z,Addo ustulo asper delibero color videlicet facilis aspernatur.
COMP0001012,CUST00031604,TOWER00404,dropped_call,high,open,2026-01-25T02:20:58.299Z,Coepi velut ater approbo aegre conscendo impedit.
COMP0001013,CUST00007105,TOWER00018,poor_voice_quality,critical,investigating,2025-11-24T07:42:36.743Z,Terebro sequi vilis bene.
COMP0001014,CUST00030004,TOWER00116,service_outage,low,investigating,2025-11-09T10:05:40.432Z,Arcesso minima cilicium excepturi.
COMP0001015,CUST00049088,TOWER00194,dropped_call,low,investigating,2026-01-31T11:46:54.262Z,Tantillus templum eum sub absque aptus terror corrumpo demum.
COMP0001016,CUST00000329,TOWER00397,no_signal,critical,investigating,2025-11-03T21:24:36.090Z,Statim viriliter texo.
COMP0001017,CUST00026656,TOWER00372,poor_voice_quality,medium,closed,2025-12-18T23:20:06.524Z,Eaque bis considero aiunt talio.
COMP0001018,CUST00011602,TOWER00430,billing_issue,critical,resolved,2025-11-07T12:54:26.726Z,Aperte textilis adimpleo delego auctor.
COMP0001019,CUST00019409,TOWER00056,dropped_call,low,investigating,2025-12-04T03:27:49.299Z,Verecundia tabernus utpote.
COMP0001020,CUST00011835,TOWER00239,slow_data,high,investigating,2025-11-02T07:44:27.184Z,Cohibeo comminor tristis.
COMP0001021,CUST00002764,TOWER00495,slow_data,low,closed,2025-11-17T19:33:28.126Z,Vigor aeger tametsi urbs optio.
COMP0001022,CUST00029733,TOWER00376,no_signal,high,investigating,2025-11-01T20:16:42.695Z,Non derelinquo vitium cometes omnis.
COMP0001023,CUST00000087,TOWER00339,poor_voice_quality,critical,closed,2025-12-22T21:54:51.200Z,Tempora degero antea autus cultura textor aliquam eaque templum credo.
COMP0001024,CUST00000369,TOWER00415,billing_issue,high,open,2026-01-04T23:11:05.566Z,Thymbra argumentum strues casus vulariter.
COMP0001025,CUST00038173,TOWER00333,poor_voice_quality,low,resolved,2025-11-03T22:34:12.138Z,Theatrum laudantium a curia defessus stipes suppellex thymbra.
COMP0001026,CUST00023380,TOWER00482,dropped_call,medium,open,2025-10-25T11:09:36.254Z,Audio defleo totidem clamo usus.
COMP0001027,CUST00033849,TOWER00265,no_signal,low,investigating,2025-12-06T17:02:51.391Z,Adsidue velut ex adaugeo somnus cado.
COMP0001028,CUST00028021,TOWER00217,dropped_call,critical,open,2025-10-05T08:41:16.755Z,Quam defleo ascit.
COMP0001029,CUST00030918,TOWER00481,billing_issue,low,resolved,2025-11-18T12:59:44.770Z,Textor vigilo contigo solus doloremque credo suppono facilis.
COMP0001030,CUST00004040,TOWER00452,slow_data,low,resolved,2025-12-25T13:20:54.939Z,Vinco utor tenuis decet triumphus stips cruentus.
COMP0001031,CUST00031494,TOWER00483,dropped_call,high,resolved,2025-12-10T21:00:54.051Z,Curia absum thymum bonus autem explicabo subnecto repellendus.
COMP0001032,CUST00033615,TOWER00224,no_signal,medium,investigating,2026-02-12T13:56:27.081Z,Qui caecus subseco surculus ver ascit utpote.
COMP0001033,CUST00030754,TOWER00155,poor_voice_quality,low,resolved,2025-10-19T16:51:26.000Z,Vita laudantium confido dens arguo.
COMP0001034,CUST00014771,TOWER00159,billing_issue,critical,open,2025-11-21T09:13:22.502Z,Balbus cultellus sui verbera temperantia volup suasoria.
COMP0001035,CUST00046243,TOWER00379,billing_issue,low,closed,2025-11-11T08:22:01.972Z,Vaco canonicus subseco vilicus tamen tempora assentator curriculum.
COMP0001036,CUST00040564,TOWER00165,billing_issue,high,open,2025-11-12T20:44:28.379Z,Decet contra tabella voluptas.
COMP0001037,CUST00004592,TOWER00152,slow_data,high,resolved,2026-01-12T22:15:17.240Z,Verumtamen cur celebrer vel.
COMP0001038,CUST00009631,TOWER00029,service_outage,low,resolved,2025-10-17T17:30:19.346Z,Nostrum admiratio audax curia dignissimos cito.
COMP0001039,CUST00044062,TOWER00250,service_outage,low,resolved,2025-12-16T18:31:57.511Z,Torqueo adsuesco conventus qui est auctus.
COMP0001040,CUST00037759,TOWER00147,billing_issue,critical,investigating,2026-01-01T10:00:34.751Z,Taedium assumenda curriculum stillicidium uredo admoveo assumenda solus.
COMP0001041,CUST00037876,TOWER00254,billing_issue,critical,investigating,2026-02-02T20:51:49.255Z,Commodi dolor delicate cubo provident blanditiis subnecto amplitudo adopto.
COMP0001042,CUST00041127,TOWER00261,no_signal,medium,closed,2025-11-19T10:06:59.438Z,Stultus venio perferendis.
COMP0001043,CUST00041666,TOWER00344,dropped_call,critical,open,2025-11-23T01:58:25.974Z,Talus ago vinculum culpa tonsor natus utroque abscido.
COMP0001044,CUST00031440,TOWER00213,dropped_call,high,resolved,2025-11-30T07:30:53.329Z,Socius demo urbs viscus avarus acerbitas cubicularis tamisium defleo quidem.
COMP0001045,CUST00025335,TOWER00262,poor_voice_quality,critical,investigating,2025-11-18T07:08:02.572Z,Coniecto amplus dedecor voluptatibus vehemens.
COMP0001046,CUST00017848,TOWER00079,service_outage,low,open,2025-10-08T08:54:16.588Z,Confero vicissitudo combibo cribro thesis aegrotatio coniuratio callide voro taceo.
COMP0001047,CUST00009153,TOWER00462,billing_issue,low,resolved,2025-12-25T04:39:36.024Z,Ciminatio tolero aut perferendis infit basium.
COMP0001048,CUST00048025,TOWER00107,no_signal,critical,closed,2025-10-14T18:02:22.810Z,Utroque architecto spoliatio adeptio explicabo.
COMP0001049,CUST00017460,TOWER00004,dropped_call,high,investigating,2025-10-12T02:59:10.420Z,Triduana caelum cui spiculum consectetur aqua anser suscipit.
COMP0001050,CUST00002917,TOWER00204,service_outage,low,closed,2025-11-01T16:15:26.443Z,Quis asperiores cibo adduco.
COMP0001051,CUST00043643,TOWER00363,dropped_call,critical,investigating,2025-12-08T21:33:22.524Z,Tenuis tametsi amitto ars ara cicuta.
COMP0001052,CUST00034495,TOWER00171,poor_voice_quality,medium,open,2025-12-02T08:47:34.877Z,Officiis suffoco vulgaris ascit degenero incidunt.
COMP0001053,CUST00017698,TOWER00105,service_outage,critical,closed,2025-10-28T12:11:20.280Z,Pauci est dolorum.
COMP0001054,CUST00026648,TOWER00216,poor_voice_quality,critical,resolved,2025-10-12T09:05:10.342Z,Candidus molestias maiores textilis umquam admitto vito voco viduo.
COMP0001055,CUST00042291,TOWER00031,no_signal,high,closed,2025-11-17T04:32:11.387Z,Necessitatibus admitto veritas cogito audio supra.
COMP0001056,CUST00018169,TOWER00383,poor_voice_quality,low,open,2026-01-26T05:30:59.059Z,Assentator deludo sub antea stips.
COMP0001057,CUST00047469,TOWER00070,poor_voice_quality,critical,resolved,2026-01-06T01:08:25.928Z,Audacia ancilla adhaero molestias curiositas.
COMP0001058,CUST00022645,TOWER00099,dropped_call,medium,closed,2025-11-10T09:00:45.173Z,Defero adsum circumvenio apparatus hic deputo turpis delinquo.
COMP0001059,CUST00030531,TOWER00014,billing_issue,critical,open,2025-12-14T19:11:17.603Z,Deduco coaegresco demergo.
COMP0001060,CUST00021807,TOWER00081,slow_data,low,resolved,2025-11-03T22:39:30.910Z,Vox numquam sonitus turba sono surculus ultio tergum impedit adstringo.
COMP0001061,CUST00027221,TOWER00402,no_signal,medium,resolved,2025-10-20T08:58:55.733Z,Valeo sol uterque.
COMP0001062,CUST00045343,TOWER00292,no_signal,high,open,2025-11-24T03:22:34.652Z,Cohors ciminatio subiungo demoror acerbitas cultura comparo.
COMP0001063,CUST00015197,TOWER00232,dropped_call,low,resolved,2025-10-01T03:36:47.479Z,Tandem damnatio cursim cupio cohors bestia tepidus.
COMP0001064,CUST00008101,TOWER00114,poor_voice_quality,high,open,2025-12-20T05:35:08.562Z,Astrum tepesco circumvenio viscus adeptio admitto.
COMP0001065,CUST00008878,TOWER00111,slow_data,medium,open,2026-01-15T18:21:33.176Z,Vetus amita bos.
COMP0001066,CUST00040569,TOWER00361,slow_data,critical,closed,2026-01-13T16:22:28.545Z,Reiciendis uxor denique cito armarium officia.
COMP0001067,CUST00032023,TOWER00381,billing_issue,critical,closed,2025-12-12T06:48:10.308Z,Ara vomica tamen alias coadunatio certe validus deficio.
COMP0001068,CUST00030534,TOWER00010,service_outage,high,open,2025-10-22T08:57:24.569Z,Suppellex derideo pecto.
COMP0001069,CUST00025168,TOWER00409,poor_voice_quality,high,open,2025-11-15T20:05:23.374Z,Clementia vito voveo cornu aegrus civitas usitas.
COMP0001070,CUST00041167,TOWER00345,billing_issue,medium,resolved,2026-01-12T05:22:24.200Z,Careo cubicularis degusto caries tolero adsum.
COMP0001071,CUST00006233,TOWER00097,service_outage,critical,investigating,2025-12-28T22:06:16.887Z,Suspendo cattus nemo impedit.
COMP0001072,CUST00014626,TOWER00443,poor_voice_quality,high,open,2025-11-24T03:32:23.798Z,Alius cado conor mollitia condico.
COMP0001073,CUST00048442,TOWER00299,billing_issue,low,resolved,2025-10-03T20:39:34.452Z,Aegre beatae caput totidem carus.
COMP0001074,CUST00014236,TOWER00497,service_outage,high,open,2026-01-05T15:23:47.936Z,Terror sustineo acervus ullam.
COMP0001075,CUST00032364,TOWER00280,service_outage,critical,investigating,2025-12-18T19:39:16.496Z,Velum sumo vae aurum utroque dicta compello thalassinus defaeco.
COMP0001076,CUST00001597,TOWER00320,no_signal,medium,resolved,2025-10-30T05:28:55.492Z,Textus socius vomer bis baiulus veniam.
COMP0001077,CUST00041609,TOWER00304,dropped_call,critical,investigating,2025-10-09T00:30:15.953Z,Tot absorbeo cuius aegrus arbor articulus antiquus id concedo.
COMP0001078,CUST00010101,TOWER00007,dropped_call,low,closed,2025-10-14T19:51:43.641Z,Summopere synagoga tempus avarus thymbra capio adipiscor thermae creta assumenda.
COMP0001079,CUST00040344,TOWER00281,no_signal,medium,closed,2026-01-23T02:36:47.811Z,Aspernatur confido velit convoco.
COMP0001080,CUST00045726,TOWER00453,billing_issue,high,closed,2025-12-27T00:08:38.137Z,Voro vilicus sunt ager terminatio amaritudo spiculum.
COMP0001081,CUST00019041,TOWER00080,billing_issue,high,closed,2025-11-01T19:47:46.996Z,Illo consequatur blanditiis impedit vos audio turbo tergeo ventus.
COMP0001082,CUST00048405,TOWER00289,service_outage,medium,open,2025-12-07T22:00:08.212Z,Commodi vacuus maiores.
COMP0001083,CUST00043623,TOWER00247,service_outage,medium,open,2025-10-26T10:08:26.192Z,Utpote ustilo arca quas artificiose aggero ipsum audax utroque veritas.
COMP0001084,CUST00020004,TOWER00176,poor_voice_quality,high,investigating,2026-01-25T22:22:47.896Z,Caste clibanus alveus velum amet recusandae.
COMP0001085,CUST00017433,TOWER00244,slow_data,critical,closed,2025-12-19T18:29:43.332Z,Canonicus thymbra thema necessitatibus magnam coerceo vulgaris temporibus tot trucido.
COMP0001086,CUST00041160,TOWER00218,dropped_call,medium,resolved,2026-01-24T18:51:57.438Z,Nostrum curo vere verumtamen veritatis congregatio aperiam solitudo cimentarius.
COMP0001087,CUST00025536,TOWER00181,billing_issue,medium,open,2026-01-03T10:48:12.595Z,Temeritas sordeo conatus supellex decor studio.
COMP0001088,CUST00019544,TOWER00045,no_signal,medium,open,2026-01-19T13:19:00.595Z,Beneficium vere amissio aer accusamus aegrus virgo repellendus.
COMP0001089,CUST00006161,TOWER00244,poor_voice_quality,high,closed,2025-10-30T17:52:50.341Z,Cogito facere accendo admoveo culpo stabilis vere agnosco.
COMP0001090,CUST00041515,TOWER00059,no_signal,critical,closed,2026-01-14T17:14:21.267Z,Abduco tametsi tempore tantillus delinquo voluptas clarus bene turpis.
COMP0001091,CUST00031026,TOWER00488,dropped_call,medium,investigating,2025-12-06T19:07:09.003Z,Qui omnis ascit demergo ocer comptus amoveo.
COMP0001092,CUST00034584,TOWER00381,dropped_call,low,investigating,2026-01-18T09:18:55.856Z,Votum voveo aegre supellex terebro comparo curto candidus adaugeo.
COMP0001093,CUST00005372,TOWER00170,service_outage,low,investigating,2025-10-28T23:56:00.811Z,Patior voluptatem ocer vitae censura absens.
COMP0001094,CUST00034737,TOWER00226,slow_data,critical,open,2025-10-25T11:58:42.829Z,Abbas earum vito vallum.
COMP0001095,CUST00021577,TOWER00091,slow_data,high,resolved,2025-10-24T02:13:41.497Z,Tristis nulla decumbo vos apud conicio cicuta armarium cibus.
COMP0001096,CUST00024779,TOWER00472,dropped_call,medium,closed,2025-10-07T09:22:54.708Z,Necessitatibus clementia accusator contego acer demens copiose tumultus acer.
COMP0001097,CUST00023651,TOWER00075,billing_issue,medium,investigating,2026-01-07T10:15:49.204Z,Desino capto altus bonus coma.
COMP0001098,CUST00031161,TOWER00283,billing_issue,high,closed,2025-11-25T17:01:35.568Z,Virtus accusator corroboro colo amaritudo articulus bibo vilitas molestiae tametsi.
COMP0001099,CUST00020749,TOWER00052,slow_data,low,open,2025-12-16T21:10:11.480Z,Coniuratio truculenter cumque officia vesica tredecim cerno.
COMP0001100,CUST00016832,TOWER00129,poor_voice_quality,high,resolved,2026-02-14T03:33:42.754Z,Tergeo veniam denique taedium degero corrupti fugit.
COMP0001101,CUST00026206,TOWER00017,no_signal,critical,investigating,2025-10-30T09:44:08.574Z,Velit subnecto vero adipiscor.
COMP0001102,CUST00037433,TOWER00043,billing_issue,medium,resolved,2025-12-21T16:48:28.038Z,Molestias cruentus cimentarius aeneus veritatis hic cattus.
COMP0001103,CUST00026091,TOWER00421,slow_data,low,resolved,2025-10-16T15:46:05.349Z,Canto creta uter contego bestia alius virga acsi aut.
COMP0001104,CUST00026242,TOWER00277,billing_issue,high,open,2025-10-08T17:13:00.005Z,Arx conitor vestigium vespillo uberrime canis cibo solio.
COMP0001105,CUST00019035,TOWER00471,slow_data,low,resolved,2025-11-14T16:33:02.959Z,Thalassinus aqua crastinus occaecati tabernus arma thesaurus.
COMP0001106,CUST00049045,TOWER00256,no_signal,critical,open,2025-12-23T23:20:03.555Z,Deleniti turpis summa trans adopto.
COMP0001107,CUST00025402,TOWER00099,dropped_call,medium,open,2025-12-02T13:10:28.971Z,Cresco peccatus carus.
COMP0001108,CUST00012501,TOWER00407,poor_voice_quality,high,investigating,2025-10-04T23:36:40.336Z,Compello civitas timidus sto vilitas spoliatio adsidue inflammatio.
COMP0001109,CUST00029786,TOWER00391,billing_issue,critical,resolved,2026-02-10T22:25:14.018Z,Decimus amet voveo sublime fugiat tristis quos tibi aptus sum.
COMP0001110,CUST00028247,TOWER00149,dropped_call,low,closed,2025-12-24T14:43:21.105Z,Triduana vulnus callide viriliter capio quas corrigo alo considero maxime.
COMP0001111,CUST00023599,TOWER00414,poor_voice_quality,low,investigating,2026-01-05T14:34:58.573Z,Cohibeo abstergo omnis ait torrens subnecto aliquid omnis tredecim.
COMP0001112,CUST00010350,TOWER00377,poor_voice_quality,low,investigating,2026-01-09T01:53:39.686Z,Pecus tenuis tabella adeo artificiose debilito.
COMP0001113,CUST00027421,TOWER00477,slow_data,medium,closed,2026-02-07T09:33:23.979Z,Vado ustulo coadunatio ago curso bene ciminatio deporto desino sufficio.
COMP0001114,CUST00015787,TOWER00378,no_signal,medium,investigating,2025-11-09T23:33:18.999Z,Amplexus tego via admiratio brevis officia.
COMP0001115,CUST00032871,TOWER00471,billing_issue,high,investigating,2026-01-31T07:45:23.545Z,Nisi utroque sapiente tempus asper defessus.
COMP0001116,CUST00010108,TOWER00413,billing_issue,low,open,2025-12-04T04:41:21.978Z,Ut reiciendis consectetur valde abeo spes.
COMP0001117,CUST00037960,TOWER00043,slow_data,high,resolved,2026-01-23T23:25:04.594Z,Subnecto aestas tumultus culpo vitium vorago vergo utique.
COMP0001118,CUST00022911,TOWER00447,poor_voice_quality,high,resolved,2026-01-30T18:38:43.543Z,Usque adhuc suscipit vado vulpes apud occaecati eum carpo una.
COMP0001119,CUST00012419,TOWER00027,slow_data,medium,closed,2025-12-31T23:49:38.866Z,Aptus vix acervus.
COMP0001120,CUST00032549,TOWER00126,poor_voice_quality,high,investigating,2025-10-09T21:15:25.298Z,Bardus depereo surgo.
COMP0001121,CUST00006214,TOWER00147,billing_issue,low,resolved,2026-02-03T12:40:29.199Z,Adopto uredo tempus denique amet aut canis utroque demoror.
COMP0001122,CUST00023578,TOWER00171,no_signal,high,resolved,2025-10-17T12:00:57.981Z,Cum conor crinis.
