record_id,tower_id,timestamp,temperature_c,humidity_percent,wind_speed_kmh,precipitation_mm,condition
WX000963,TOWER00338,2025-10-13T22:26:49.508Z,14,64,42,36.1,snow
WX000964,TOWER00013,2025-10-25T21:11:49.540Z,6.6,73,24.8,36.5,rain
WX000965,TOWER00455,2025-10-30T20:59:02.690Z,3.9,22,24.9,2.2,clear
WX000966,TOWER00083,2025-12-24T18:24:25.249Z,18.1,76,35.1,21.2,storm
WX000967,TOWER00123,2026-02-03T15:50:20.578Z,-0.7,82,53.5,11.1,fog
WX000968,TOWER00435,2026-01-16T02:34:04.108Z,31.1,26,35.2,31.5,clear
WX000969,TOWER00234,2025-10-30T06:57:38.014Z,23.2,26,11.3,45.5,fog
WX000970,TOWER00066,2025-12-26T10:08:32.295Z,11.4,73,52.8,27.2,rain
WX000971,TOWER00178,2025-10-02T03:34:10.308Z,9.7,73,35.8,20.4,storm
WX000972,TOWER00329,2026-02-08T21:05:43.556Z,7.4,90,13.3,19.5,clear
WX000973,TOWER00236,2026-01-21T13:31:31.366Z,10.8,24,21,13.6,snow
WX000974,TOWER00192,2025-11-06T17:24:48.489Z,28.5,47,13.8,23.5,storm
WX000975,TOWER00265,2026-01-30T06:55:24.760Z,12.6,68,56.4,35.2,fog
WX000976,TOWER00404,2025-11-05T16:26:50.551Z,30.7,86,45.9,31.1,storm
WX000977,TOWER00128,2026-01-18T02:04:11.014Z,27.3,51,40.8,23.4,snow
WX000978,TOWER00489,2025-11-10T20:41:05.907Z,-3.6,98,17.9,15.8,rain
WX000979,TOWER00454,2025-10-01T03:51:53.765Z,5.3,60,12.2,42,snow
WX000980,TOWER00495,2025-12-18T18:47:44.500Z,32.8,66,11.3,20.7,clear
WX000981,TOWER00125,2026-01-13T13:17:54.211Z,25.8,41,35.3,22.7,rain
WX000982,TOWER00064,2025-12-19T02:05:00.122Z,15.6,59,34.1,16.1,snow
WX000983,TOWER00270,2026-01-19T09:46:09.080Z,31.1,99,32.7,32.6,clear
WX000984,TOWER00153,2025-12-22T09:55:56.328Z,0.3,42,12.7,49.5,snow
WX000985,TOWER00110,2025-10-05T00:57:37.726Z,32.5,99,59.9,33,fog
WX000986,TOWER00246,2025-10-30T08:36:25.269Z,39.5,82,16,41.8,fog
WX000987,TOWER00495,2025-11-23T03:05:21.112Z,-6.7,38,58.6,45.9,storm
WX000988,TOWER00015,2025-10-25T05:21:06.994Z,19.5,88,33.3,25.8,clear
WX000989,TOWER00147,2025-12-23T12:04:57.860Z,19.1,41,55.1,31.7,clear
WX000990,TOWER00189,2026-01-13T21:19:39.894Z,-4.4,49,59.5,23,fog
WX000991,TOWER00041,2025-11-06T08:58:06.888Z,-0.8,96,28.6,23.4,rain
WX000992,TOWER00121,2025-12-08T02:44:54.829Z,-5.5,20,21.7,10.1,fog
WX000993,TOWER00103,2025-12-16T07:45:26.686Z,23.4,26,29.6,30.8,rain
WX000994,TOWER00087,2025-10-28T12:21:31.242Z,-5.2,38,32.9,33.9,clear
WX000995,TOWER00183,2025-10-23T14:27:40.726Z,24.6,60,57.3,18.1,clear
WX000996,TOWER00428,2025-11-14T12:12:20.041Z,2.8,89,28.7,18.7,fog
WX000997,TOWER00476,2026-01-24T05:44:59.377Z,33.6,26,7.1,44.7,rain
WX000998,TOWER00296,2025-11-11T23:11:20.165Z,17.4,44,36.5,41.7,snow
WX000999,TOWER00259,2025-12-15T05:51:16.153Z,21.8,60,44.9,35.9,cloudy
WX001000,TOWER00203,2025-10-28T18:05:23.966Z,25.5,72,55.3,36.8,cloudy
WX001001,TOWER00144,2025-11-17T03:11:08.055Z,6.1,26,23.1,5.9,cloudy
WX001002,TOWER00437,2025-11-04T03:38:16.026Z,9.6,71,41.9,35.9,snow
WX001003,TOWER00365,2026-02-04T12:50:53.606Z,14,87,26.5,20.1,clear
WX001004,TOWER00267,2025-10-16T01:08:29.111Z,8.5,51,55,14.2,clear
WX001005,TOWER00484,2025-10-31T15:57:23.159Z,-4.3,43,52.4,7.5,storm
WX001006,TOWER00307,2025-12-22T09:37:07.439Z,37,94,55.6,32.2,rain
WX001007,TOWER00217,2025-11-02T21:21:53.481Z,19.8,55,30,37,storm
WX001008,TOWER00372,2026-01-09T01:58:08.570Z,-9.7,98,54.9,39.8,rain
WX001009,TOWER00230,2025-12-15T12:17:15.768Z,37.4,54,15,5.1,rain
WX001010,TOWER00038,2026-01-13T09:48:56.471Z,22.8,51,36.8,11.8,snow
WX001011,TOWER00348,2025-12-08T01:05:50.322Z,39.9,80,4.9,3.4,storm
WX001012,TOWER00473,2025-11-17T14:00:44.245Z,38.3,35,21.7,28.7,cloudy
WX001013,TOWER00201,2025-10-13T19:48:45.526Z,39.5,83,8.3,2.8,fog
WX001014,TOWER00007,2026-01-03T12:13:14.988Z,25.7,30,2.4,46.4,fog
WX001015,TOWER00277,2026-02-04T22:09:28.660Z,9.3,81,34.8,40.7,snow
WX001016,TOWER00110,2025-10-23T02:29:16.991Z,-6.9,44,44.7,27.5,rain
WX001017,TOWER00488,2025-11-30T18:11:48.003Z,39,78,57.9,25.1,snow
WX001018,TOWER00140,2025-11-28T16:43:13.864Z,26.8,32,6,13.1,snow
WX001019,TOWER00171,2026-01-22T04:12:47.460Z,23.4,29,9.8,42.8,rain
WX001020,TOWER00430,2025-11-23T03:53:41.594Z,27.1,87,48.5,18,storm
WX001021,TOWER00116,2025-12-23T15:18:39.820Z,16.4,59,4.9,41.3,storm
WX001022,TOWER00015,2025-12-22T06:35:26.554Z,37.3,65,57.9,7.4,snow
WX001023,TOWER00070,2026-01-20T18:49:01.198Z,-0.4,45,9.6,4.5,fog
WX001024,TOWER00093,2026-01-09T03:39:28.564Z,6.8,53,4,38.2,clear
WX001025,TOWER00322,2025-11-25T11:32:01.333Z,22.2,100,2.8,8,cloudy
WX001026,TOWER00391,2026-02-12T06:45:58.075Z,14.2,30,39.1,49.3,cloudy
WX001027,TOWER00283,2026-01-22T20:18:20.427Z,37.9,28,4.2,31,clear
WX001028,TOWER00049,2026-01-27T08:36:23.333Z,18.8,79,7.6,27.1,cloudy
WX001029,TOWER00015,2025-10-11T06:04:11.552Z,30,78,22.8,20.3,cloudy
WX001030,TOWER00242,2025-12-12T14:33:00.935Z,37.6,72,33.9,1,snow
WX001031,TOWER00108,2025-10-09T21:14:27.683Z,24.3,59,34.6,21.5,storm
WX001032,TOWER00171,2025-11-28T14:30:12.605Z,-1.9,40,26.8,14.5,cloudy
WX001033,TOWER00192,2026-02-03T18:39:34.997Z,38.5,34,19.1,4.8,cloudy
WX001034,TOWER00068,2025-12-18T13:16:37.117Z,-7.7,69,48.5,17.6,rain
WX001035,TOWER00474,2026-01-07T02:37:28.017Z,39.5,77,59.8,30.6,fog
WX001036,TOWER00289,2025-12-08T17:51:48.908Z,7.8,38,42.8,47.5,fog
WX001037,TOWER00360,2025-12-09T06:39:37.172Z,9.8,63,47.4,43,clear
WX001038,TOWER00407,2025-10-22T12:24:44.122Z,-8.9,78,7.3,1.4,rain
WX001039,TOWER00040,2026-02-12T01:57:33.128Z,21.1,26,10.9,45.9,cloudy
WX001040,TOWER00500,2025-10-19T17:13:33.200Z,9.9,58,3.1,26.6,storm
WX001041,TOWER00324,2025-12-15T13:20:06.518Z,6.8,41,24.3,35.4,rain
WX001042,TOWER00477,2026-01-23T19:21:26.333Z,9.4,20,11.8,37.7,rain
WX001043,TOWER00037,2025-12-16T20:04:16.625Z,5.1,79,9.3,14.3,fog
WX001044,TOWER00077,2025-11-06T09:47:34.346Z,28.5,36,34,11.8,fog
WX001045,TOWER00251,2025-12-19T17:49:29.006Z,-1.8,81,30.4,32.2,cloudy
WX001046,TOWER00447,2025-12-08T03:08:53.660Z,7.2,91,34.9,46.5,storm
WX001047,TOWER00013,2025-11-06T22:24:55.405Z,28.8,98,40.8,21.2,rain
WX001048,TOWER00149,2026-01-15T18:15:03.256Z,5.4,71,47.5,30.7,rain
WX001049,TOWER00483,2026-01-23T08:43:24.185Z,-5.5,29,52.4,24,snow
WX001050,TOWER00064,2025-12-23T15:00:18.326Z,39.5,54,33.9,29.1,fog
WX001051,TOWER00431,2026-01-05T00:55:44.637Z,17.7,92,11.2,17.1,rain
WX001052,TOWER00054,2025-11-27T12:14:59.033Z,24.1,61,31.7,36.9,clear
WX001053,TOWER00390,2025-12-08T06:31:41.163Z,26.8,50,27.7,13.4,storm
WX001054,TOWER00447,2025-12-10T09:12:47.614Z,33.8,97,49.9,9.9,clear
WX001055,TOWER00269,2025-10-21T18:34:33.563Z,24.3,50,27.4,27.6,storm
WX001056,TOWER00445,2026-01-20T06:37:19.821Z,38.3,66,43.8,41.2,snow
WX001057,TOWER00312,2025-10-16T07:31:10.032Z,-3.7,25,35.2,42.1,rain
WX001058,TOWER00312,2025-11-30T15:22:42.398Z,30,32,56.2,11.4,clear
WX001059,TOWER00234,2026-01-07T16:11:58.588Z,27.8,90,48.4,13.6,clear
WX001060,TOWER00230,2025-12-12T20:29:04.283Z,11.6,37,51.6,1.8,cloudy
WX001061,TOWER00477,2025-12-01T20:08:20.972Z,12.6,76,11.8,29.5,fog
WX001062,TOWER00268,2026-01-03T15:03:38.511Z,12.4,85,18.7,46.2,rain
WX001063,TOWER00175,2026-01-16T07:55:53.442Z,24,66,7.8,35.5,clear
WX001064,TOWER00363,2025-12-25T17:23:10.294Z,-4.4,96,51.1,24.9,cloudy
WX001065,TOWER00352,2026-01-16T03:12:57.841Z,20,58,29.4,3.5,snow
WX001066,TOWER00176,2025-10-28T11:31:36.410Z,21.6,25,14.6,17.1,cloudy
WX001067,TOWER00435,2026-02-01T14:50:12.906Z,-4.2,28,11.4,20.7,storm
WX001068,TOWER00226,2026-02-10T12:10:10.074Z,18.4,76,11.5,12.1,cloudy
WX001069,TOWER00204,2025-12-18T04:32:40.802Z,-1.2,21,3.3,14.5,snow
WX001070,TOWER00429,2025-11-14T23:58:42.397Z,2.8,87,52.7,9.5,snow
WX001071,TOWER00048,2026-02-07T03:44:29.859Z,21.1,40,38.9,7,cloudy
WX001072,TOWER00497,2025-12-23T12:11:33.525Z,39.4,59,56.5,10.2,snow
WX001073,TOWER00410,2026-02-09T12:35:10.277Z,12.3,23,39.5,37.2,cloudy
WX001074,TOWER00470,2026-02-08T09:12:42.100Z,27.2,33,57.4,1.8,clear
WX001075,TOWER00445,2025-12-16T06:58:55.389Z,13.4,69,6.2,14.2,fog
WX001076,TOWER00422,2025-10-13T10:18:44.657Z,-4.6,35,58.3,17.7,cloudy
WX001077,TOWER00182,2025-12-10T20:46:06.302Z,9.6,62,46.4,34.6,clear
WX001078,TOWER00165,2025-11-22T13:14:37.830Z,22.8,77,47.2,13.3,cloudy
WX001079,TOWER00137,2026-01-21T20:53:15.327Z,11.1,47,19.9,24.4,rain
WX001080,TOWER00237,2025-11-06T22:55:04.768Z,-5.8,84,20.4,36.8,cloudy
WX001081,TOWER00419,2025-11-04T05:23:42.255Z,8.6,29,35.1,41.2,rain
WX001082,TOWER00408,2025-11-23T11:01:12.115Z,4.8,71,11,3.9,storm
WX001083,TOWER00110,2026-01-16T07:23:18.521Z,36.1,78,42.7,10.2,rain
WX001084,TOWER00243,2025-11-22T10:39:35.936Z,0.6,30,17,26,snow
WX001085,TOWER00184,2025-10-08T04:20:42.455Z,28.9,66,18.3,48.5,snow
WX001086,TOWER00477,2025-11-23T08:37:44.616Z,11.8,78,9.2,19.6,storm
WX001087,TOWER00294,2026-01-19T13:13:41.661Z,-5.6,74,47.8,37.2,rain
WX001088,TOWER00390,2025-12-17T15:22:57.131Z,-2,43,40.2,32.5,storm
WX001089,TOWER00467,2026-02-01T04:55:26.736Z,30.3,28,1.3,44.9,fog
WX001090,TOWER00002,2025-10-25T09:18:06.045Z,25.2,29,58.7,24.5,fog
WX001091,TOWER00010,2025-12-14T03:43:21.255Z,28.7,28,22.4,37.9,rain
WX001092,TOWER00282,2026-01-29T21:36:44.862Z,30.6,71,45.1,15.4,storm
WX001093,TOWER00081,2025-10-04T00:11:10.657Z,21.4,92,42.5,1.1,rain
WX001094,TOWER00130,2025-12-03T05:52:45.150Z,39.4,58,14.3,19.6,snow
WX001095,TOWER00486,2025-10-18T11:59:00.461Z,8.5,79,8.3,19.4,storm
WX001096,TOWER00007,2026-01-07T00:49:03.152Z,23.1,52,9.6,5.1,storm
WX001097,TOWER00226,2026-01-15T16:43:17.775Z,29.6,74,26.6,39.8,cloudy
WX001098,TOWER00264,2025-11-24T10:49:10.038Z,35.8,36,25.7,28.1,snow
WX001099,TOWER00076,2025-11-06T05:18:44.230Z,27.9,40,34.6,20.3,snow
WX001100,TOWER00179,2025-12-14T18:49:27.039Z,-3.1,37,6.1,36,rain
WX001101,TOWER00129,2025-11-30T13:02:04.407Z,4.4,20,54.6,11.7,fog
WX001102,TOWER00329,2025-10-11T20:18:05.361Z,12.7,91,12.9,21.9,cloudy
WX001103,TOWER00001,2025-11-23T07:02:07.215Z,6.2,97,12.1,45.8,clear
WX001104,TOWER00126,2025-10-12T20:23:26.707Z,2.3,89,1.1,35.5,clear
WX001105,TOWER00340,2025-11-25T01:10:03.160Z,7.8,80,40.7,0.3,snow
WX001106,TOWER00360,2026-01-24T17:14:58.334Z,-1,95,50.2,29.5,rain
WX001107,TOWER00305,2025-12-11T21:06:28.826Z,-6.7,99,20.8,16.2,storm
WX001108,TOWER00392,2025-10-27T12:39:05.854Z,32.8,64,36.6,24.5,fog
WX001109,TOWER00369,2025-12-11T11:39:15.519Z,18.5,25,36.3,6.3,cloudy
WX001110,TOWER00149,2025-11-06T07:56:31.132Z,4.8,27,0.9,33.9,cloudy
WX001111,TOWER00427,2025-11-04T07:29:22.755Z,34.2,22,34.9,18.6,cloudy
WX001112,TOWER00281,2025-12-03T16:22:59.892Z,34.2,53,41.7,1.1,rain
WX001113,TOWER00172,2026-01-07T00:48:40.047Z,27.5,37,50.9,20.6,cloudy
WX001114,TOWER00086,2025-10-14T22:03:30.817Z,32.1,36,19.9,32.1,cloudy
WX001115,TOWER00178,2025-10-22T04:02:28.725Z,-5,28,12.8,14.7,snow
WX001116,TOWER00030,2025-10-06T23:40:07.546Z,39.9,95,41.7,32.5,snow
WX001117,TOWER00302,2025-10-04T02:03:52.056Z,6.8,73,45.7,24.5,clear
WX001118,TOWER00386,2025-12-20T23:21:07.041Z,32.6,94,1.9,39.5,cloudy
WX001119,TOWER00451,2025-11-24T14:39:11.398Z,38.4,80,18.9,40.7,cloudy
WX001120,TOWER00415,2025-12-08T05:52:25.973Z,21.5,82,33.5,9.2,storm
WX001121,TOWER00375,2025-12-22T16:34:55.952Z,12.1,48,50.9,14.1,rain
WX001122,TOWER00262,2025-10-31T01:42:13.021Z,26.1,21,21.1,16.2,snow
WX001123,TOWER00285,2025-10-31T09:48:37.535Z,0.1,81,58.8,41.4,storm
WX001124,TOWER00221,2025-12-06T11:00:42.611Z,36.5,64,29.3,11.6,fog
WX001125,TOWER00349,2025-11-04T09:12:21.057Z,16.7,94,30.4,22,snow
WX001126,TOWER00264,2026-02-12T04:17:05.559Z,-1.7,93,33.9,5.5,fog
WX001127,TOWER00149,2025-11-12T02:25:55.478Z,-5.5,21,15.8,10.1,cloudy
WX001128,TOWER00075,2025-12-29T05:23:18.370Z,33.4,30,54.6,7.8,snow
WX001129,TOWER00154,2025-10-22T17:06:22.358Z,33.7,60,37.9,5,fog
WX001130,TOWER00276,2025-11-11T05:21:22.699Z,27.6,56,45.3,7.1,storm
WX001131,TOWER00408,2026-02-02T07:19:42.316Z,36,25,37.8,39.7,snow
WX001132,TOWER00029,2025-10-16T17:48:14.405Z,34.9,98,3.7,0,storm
WX001133,TOWER00483,2026-01-31T11:25:54.592Z,26.3,52,8.2,34.7,clear
WX001134,TOWER00400,2026-01-29T07:47:30.759Z,-1.6,61,56.3,39.3,snow
WX001135,TOWER00162,2025-12-13T10:07:59.102Z,21.1,61,45.4,23.2,storm
WX001136,TOWER00283,2025-10-14T22:21:35.346Z,2.9,55,40.4,33.1,clear
WX001137,TOWER00395,2026-01-22T14:20:26.955Z,37.7,51,47.6,25.5,cloudy
WX001138,TOWER00063,2025-12-21T00:35:27.036Z,36,21,24.5,43.7,snow
WX001139,TOWER00045,2025-12-02T07:24:33.011Z,8.3,43,49.3,1.4,snow
WX001140,TOWER00380,2025-10-16T02:15:46.406Z,-1.3,47,36.4,2.3,snow
WX001141,TOWER00173,2025-12-03T20:59:05.222Z,19.6,81,34.9,7,storm
WX001142,TOWER00468,2025-12-30T22:18:36.462Z,29.4,99,23.1,8.2,snow
WX001143,TOWER00192,2026-02-08T01:15:02.943Z,34.3,30,0,6.9,clear
WX001144,TOWER00180,2025-10-20T04:19:57.652Z,6,22,52.4,13.4,fog
WX001145,TOWER00475,2025-11-26T03:25:51.910Z,34.2,20,26.9,1.9,fog
WX001146,TOWER00402,2025-11-27T19:46:31.158Z,13.8,42,0.2,40.8,storm
WX001147,TOWER00307,2025-11-03T17:38:24.836Z,32.7,77,31.9,42.3,fog
WX001148,TOWER00056,2025-10-18T07:10:42.416Z,28.9,93,49,30.2,fog
WX001149,TOWER00494,2025-11-03T14:55:50.705Z,6.6,82,49.3,23.8,fog
WX001150,TOWER00085,2026-01-23T07:53:37.614Z,3.7,47,19.1,31.3,fog
WX001151,TOWER00007,2026-01-05T03:53:08.755Z,25.8,26,7,43.4,snow
WX001152,TOWER00328,2026-01-11T15:11:25.336Z,-6.1,43,40,39.5,rain
WX001153,TOWER00433,2025-10-11T08:04:36.186Z,-4.7,46,19.3,12.9,storm
WX001154,TOWER00319,2025-12-02T05:43:39.058Z,23.5,22,1.4,9.6,snow
WX001155,TOWER00291,2026-01-15T12:46:42.982Z,22.5,93,24.7,15.9,snow
WX001156,TOWER00350,2025-12-03T03:12:38.966Z,17,45,37.3,26,fog
WX001157,TOWER00237,2026-02-14T03:31:52.228Z,28.5,45,58.5,10.9,storm
WX001158,TOWER00455,2025-10-25T07:38:23.585Z,24.1,42,16.5,7.9,fog
WX001159,TOWER00332,2025-11-05T11:01:53.524Z,19.6,83,48.7,6.5,rain
WX001160,TOWER00094,2025-11-06T21:29:30.231Z,-1.4,66,33.5,35.5,clear
WX001161,TOWER00234,2026-02-05T15:32:08.721Z,4.2,21,51.3,2.7,fog
WX001162,TOWER00100,2025-10-25T16:04:53.319Z,13.7,51,47,2.8,cloudy
WX001163,TOWER00052,2025-12-23T05:43:24.224Z,22.4,94,38.1,49.1,fog
WX001164,TOWER00372,2025-10-10T22:20:53.101Z,18.2,73,24.6,22.7,clear
WX001165,TOWER00193,2025-11-23T18:23:28.204Z,23.3,59,3.2,38.1,fog
WX001166,TOWER00272,2025-11-21T15:39:07.164Z,-4.5,95,32.7,14.8,rain
WX001167,TOWER00203,2026-01-29T15:04:25.081Z,9.2,62,32.7,3.9,fog
WX001168,TOWER00492,2025-10-29T14:19:05.437Z,24.5,64,50.6,26.7,fog
WX001169,TOWER00402,2025-12-31T15:39:44.975Z,15.5,74,22.6,49.8,storm
WX001170,TOWER00176,2026-02-05T06:25:33.716Z,-2.9,79,34.8,12.5,snow
WX001171,TOWER00198,2025-11-21T13:06:11.153Z,-1.9,63,58.2,23.7,cloudy
WX001172,TOWER00008,2026-01-23T17:42:59.488Z,32.6,68,57.8,40.2,clear
WX001173,TOWER00343,2025-12-16T00:34:28.403Z,6.9,47,30.7,33.7,storm
WX001174,TOWER00452,2025-12-22T15:26:31.536Z,10.9,26,0.1,19.6,storm
WX001175,TOWER00034,2025-12-17T16:24:55.668Z,22.7,76,57.5,19.5,fog
WX001176,TOWER00040,2026-02-08T20:05:50.517Z,5.9,54,49.8,10.2,storm
WX001177,TOWER00203,2025-11-27T19:43:58.600Z,27.1,88,3.7,16.4,clear
WX001178,TOWER00214,2025-10-18T06:23:52.053Z,11.3,58,49.8,37.1,rain
WX001179,TOWER00091,2026-01-08T17:38:12.101Z,6.7,89,49.2,35.4,rain
WX001180,TOWER00354,2025-11-26T19:52:16.162Z,20,98,41.9,16.6,fog
WX001181,TOWER00433,2025-12-31T08:46:41.153Z,14.1,23,22.8,33.9,storm
WX001182,TOWER00002,2026-01-04T00:13:29.220Z,14.5,64,17.6,17.1,rain
WX001183,TOWER00385,2025-11-10T13:13:03.228Z,-7.5,70,33.4,29,snow
WX001184,TOWER00142,2025-10-09T16:25:06.608Z,-9.8,54,9.4,47.9,snow
WX001185,TOWER00075,2025-12-17T10:09:35.592Z,-1.4,52,45.6,28.7,snow
WX001186,TOWER00129,2025-11-13T15:52:58.913Z,33.6,88,17.5,34.9,rain
WX001187,TOWER00236,2025-11-03T02:39:23.269Z,26.6,84,19.3,7.7,snow
WX001188,TOWER00387,2026-02-07T00:57:38.975Z,27.8,63,45.3,14.8,cloudy
WX001189,TOWER00113,2025-10-31T03:46:30.584Z,7.7,67,16.4,5.4,storm
WX001190,TOWER00304,2026-01-29T12:53:44.208Z,29.1,22,38.2,8.5,fog
WX001191,TOWER00482,2026-02-06T14:09:36.672Z,12.2,62,29.3,32.9,storm
WX001192,TOWER00393,2025-10-20T13:59:29.947Z,15.9,76,46.6,19.6,storm
WX001193,TOWER00397,2026-01-25T04:07:01.844Z,25.1,60,15.1,27.3,fog
WX001194,TOWER00291,2025-12-02T02:48:03.673Z,-6.4,29,41.8,8.4,rain
WX001195,TOWER00437,2025-10-08T02:00:11.371Z,0.4,78,13.7,37.6,fog
WX001196,TOWER00153,2026-02-06T05:31:24.646Z,34,21,17.6,8,cloudy
WX001197,TOWER00049,2026-01-28T20:46:48.735Z,13,40,7.6,19.2,rain
WX001198,TOWER00420,2025-11-06T09:57:58.514Z,13.4,69,59.4,26,clear
WX001199,TOWER00459,2025-12-29T14:19:10.935Z,17.2,63,22.2,1.3,fog
WX001200,TOWER00356,2025-11-20T20:51:06.752Z,35.9,42,22.6,37.6,storm
WX001201,TOWER00368,2025-12-28T15:30:41.739Z,2.2,72,19.8,2.7,cloudy
WX001202,TOWER00414,2025-10-27T08:06:36.448Z,23.2,40,50.4,46.7,rain
WX001203,TOWER00225,2025-12-07T14:43:12.213Z,17.7,88,55.8,41.2,storm
WX001204,TOWER00126,2025-11-08T12:31:14.579Z,35.1,30,47.3,7.1,fog
WX001205,TOWER00389,2025-12-23T08:43:05.089Z,33.4,65,26.5,19.2,snow
WX001206,TOWER00336,2026-02-07T10:47:44.591Z,-7.3,93,12.6,12.8,storm
WX001207,TOWER00259,2025-12-31T01:06:35.625Z,27.3,35,13.9,4.4,fog
WX001208,TOWER00321,2025-11-02T04:35:31.254Z,27.4,66,25.9,28.2,snow
WX001209,TOWER00086,2025-10-30T21:41:40.409Z,-5.8,25,9.3,29.8,storm
WX001210,TOWER00430,2025-11-22T12:05:45.509Z,27,80,0.5,42.8,clear
WX001211,TOWER00311,2025-12-17T15:19:20.348Z,26.5,86,38.5,0,clear
WX001212,TOWER00170,2025-10-03T14:08:20.190Z,-2.8,58,38.2,29.7,storm
WX001213,TOWER00067,2025-11-15T04:42:58.631Z,21.5,75,5,25.3,cloudy
WX001214,TOWER00145,2025-10-08T06:50:07.918Z,14.5,91,37.6,15.8,rain
WX001215,TOWER00384,2025-10-21T19:21:54.925Z,-9.6,74,29.6,13.5,snow
WX001216,TOWER00141,2026-01-18T00:13:29.815Z,37.4,36,17.4,47.6,clear
WX001217,TOWER00373,2025-10-14T18:38:27.953Z,1,65,41.4,4,storm
WX001218,TOWER00101,2026-01-13T21:43:38.661Z,33,49,28.3,19.2,cloudy
WX001219,TOWER00280,2025-12-10T19:13:49.647Z,18.5,59,55.4,19.7,clear
WX001220,TOWER00034,2025-12-31T12:41:19.884Z,11.9,81,39.3,0.3,snow
WX001221,TOWER00433,2025-12-03T17:36:27.875Z,1.2,65,50.4,22.2,clear
WX001222,TOWER00044,2025-11-05T04:41:48.097Z,9.8,74,56.1,32.6,cloudy
WX001223,TOWER00095,2025-10-19T04:40:24.329Z,-7.2,77,21.2,26.2,snow
WX001224,TOWER00054,2025-10-22T08:14:51.816Z,23.7,50,24.1,29.6,clear
WX001225,TOWER00167,2025-11-11T06:59:24.733Z,39.7,49,10,3.9,cloudy
WX001226,TOWER00039,2026-01-28T02:37:25.020Z,23.6,61,37.3,35.5,fog
WX001227,TOWER00268,2025-10-18T10:57:52.244Z,10.4,74,33.2,14.9,rain
WX001228,TOWER00059,2025-10-17T13:43:27.344Z,16.4,21,12.1,5.7,storm
WX001229,TOWER00129,2025-12-15T23:44:29.177Z,-0.8,59,34.7,16.2,clear
WX001230,TOWER00382,2025-12-01T22:29:42.287Z,19.3,91,44,27,cloudy
WX001231,TOWER00230,2025-11-08T08:48:31.440Z,15.9,98,16.8,26.5,snow
WX001232,TOWER00047,2026-01-23T04:55:10.640Z,3.4,33,12.2,10.4,clear
WX001233,TOWER00437,2026-01-25T22:30:40.227Z,9.9,52,35.9,8.6,snow
WX001234,TOWER00339,2026-02-06T19:05:48.698Z,24.7,92,2.4,6.9,rain
WX001235,TOWER00154,2025-11-18T09:48:43.123Z,10.3,99,41.2,32.4,fog
WX001236,TOWER00405,2026-02-01T13:18:11.699Z,27.6,92,54,4.7,fog
WX001237,TOWER00325,2025-10-22T07:04:51.561Z,33.1,79,21.9,21.9,snow
WX001238,TOWER00058,2025-10-21T08:22:19.597Z,36,100,34.3,34.5,rain
WX001239,TOWER00255,2026-01-05T15:48:33.605Z,35.7,64,27.5,46.1,cloudy
WX001240,TOWER00340,2025-11-17T16:11:47.923Z,16.4,58,12.1,8.3,clear
WX001241,TOWER00129,2025-10-10T11:29:40.004Z,20.2,34,43.8,23.1,snow
WX001242,TOWER00276,2026-02-07T18:21:37.347Z,22.4,22,7.7,12.2,snow
WX001243,TOWER00338,2025-11-26T02:21:07.023Z,16.8,42,29.9,37.9,rain
WX001244,TOWER00033,2025-10-24T15:02:01.440Z,-1.5,89,4.5,32.3,rain
WX001245,TOWER00130,2025-12-28T12:46:19.181Z,20,42,58.6,6.1,storm
WX001246,TOWER00236,2026-01-12T00:01:50.919Z,2.2,79,1.3,4,clear
WX001247,TOWER00456,2025-10-21T17:43:29.328Z,21.5,49,48.1,40.5,storm
WX001248,TOWER00199,2026-01-12T20:12:46.018Z,22.1,88,20.8,31.3,snow
WX001249,TOWER00205,2025-12-07T23:14:18.269Z,35,74,55.3,29,snow
WX001250,TOWER00316,2026-01-03T14:47:27.364Z,24,64,49.9,35.1,cloudy
WX001251,TOWER00119,2026-01-09T15:21:34.957Z,7.8,62,13.5,31.4,rain
WX001252,TOWER00290,2026-01-10T16:43:13.484Z,-8,91,43,14.2,fog
WX001253,TOWER00341,2025-12-01T00:24:08.876Z,25.4,79,46.1,47.4,clear
WX001254,TOWER00407,2025-12-27T15:19:26.952Z,-5.4,31,13.2,23.6,cloudy
WX001255,TOWER00488,2026-01-10T04:02:39.530Z,30.1,100,47.3,20.5,cloudy
WX001256,TOWER00358,2025-10-26T14:54:11.626Z,10.1,33,23.1,21.8,fog
WX001257,TOWER00331,2025-12-08T23:47:09.157Z,26.8,62,22.6,7.6,fog
WX001258,TOWER00152,2026-02-14T20:03:25.216Z,-1.6,56,49.9,33.8,fog
WX001259,TOWER00052,2026-01-15T21:43:57.293Z,6.8,58,2.2,32.7,snow
WX001260,TOWER00344,2026-02-04T20:14:39.238Z,28,68,4.5,49.8,rain
WX001261,TOWER00295,2025-11-06T00:13:13.945Z,37.6,73,1.1,3.1,cloudy
WX001262,TOWER00220,2025-12-06T08:31:13.014Z,5.8,98,43.6,40.6,snow
WX001263,TOWER00019,2026-02-07T07:00:26.174Z,12.5,49,50,38,cloudy
WX001264,TOWER00157,2026-01-07T01:49:49.826Z,1,64,53.1,0.5,clear
WX001265,TOWER00251,2025-12-17T22:20:34.116Z,31.7,34,15.7,23.7,clear
