log_id,field_id,start_time,duration_minutes,water_used_liters,method,trigger_type
IRR000983,FIELD0110,2025-05-08T01:58:15.084Z,103,49283,center_pivot,manual
IRR000984,FIELD0034,2025-08-06T17:31:44.216Z,32,46033,drip,scheduled
IRR000985,FIELD0110,2025-07-18T18:07:22.223Z,223,25711,drip,scheduled
IRR000986,FIELD0051,2026-02-03T12:58:18.204Z,413,48778,flood,manual
IRR000987,FIELD0146,2025-10-16T20:28:59.284Z,125,13670,flood,manual
IRR000988,FIELD0035,2025-06-22T00:30:27.106Z,125,6463,center_pivot,scheduled
IRR000989,FIELD0100,2025-10-31T23:27:31.661Z,229,46032,flood,manual
IRR000990,FIELD0145,2025-05-26T15:05:02.478Z,244,35442,flood,manual
IRR000991,FIELD0022,2025-05-29T13:17:08.304Z,463,18172,sprinkler,scheduled
IRR000992,FIELD0117,2025-11-04T03:38:24.120Z,199,16652,drip,scheduled
IRR000993,FIELD0003,2025-06-20T22:06:21.988Z,294,33249,drip,manual
IRR000994,FIELD0131,2026-01-14T14:44:23.458Z,314,15124,drip,manual
IRR000995,FIELD0075,2025-10-05T17:31:31.371Z,103,6044,flood,scheduled
IRR000996,FIELD0019,2025-11-15T08:44:11.359Z,61,10021,center_pivot,scheduled
IRR000997,FIELD0016,2025-11-20T14:20:21.691Z,471,36588,flood,scheduled
IRR000998,FIELD0071,2025-06-07T01:39:36.869Z,450,47350,sprinkler,manual
IRR000999,FIELD0066,2025-11-22T13:00:12.304Z,112,17027,flood,scheduled
IRR001000,FIELD0028,2025-08-01T21:09:12.129Z,149,23222,sprinkler,manual
IRR001001,FIELD0136,2025-12-13T12:24:38.126Z,217,46678,center_pivot,scheduled
IRR001002,FIELD0058,2025-12-30T23:36:55.242Z,290,25935,flood,manual
IRR001003,FIELD0021,2025-12-29T12:29:29.229Z,192,20845,sprinkler,scheduled
IRR001004,FIELD0105,2026-01-30T06:05:05.682Z,220,47788,drip,scheduled
IRR001005,FIELD0166,2025-11-25T17:21:28.231Z,180,14785,center_pivot,scheduled
IRR001006,FIELD0149,2025-10-27T11:58:21.499Z,224,9917,flood,scheduled
IRR001007,FIELD0199,2025-09-12T06:18:05.674Z,355,1863,sprinkler,manual
IRR001008,FIELD0175,2025-11-22T17:01:35.785Z,280,19370,flood,manual
IRR001009,FIELD0102,2026-01-21T07:01:02.491Z,389,13080,sprinkler,scheduled
IRR001010,FIELD0079,2026-01-20T00:06:59.017Z,477,47134,center_pivot,manual
IRR001011,FIELD0082,2026-01-18T21:30:54.032Z,398,13765,drip,scheduled
IRR001012,FIELD0190,2025-05-11T01:57:43.541Z,476,9655,drip,manual
IRR001013,FIELD0033,2025-04-14T15:30:57.412Z,286,3579,drip,scheduled
IRR001014,FIELD0050,2025-09-09T10:52:03.208Z,466,48798,flood,scheduled
IRR001015,FIELD0150,2025-05-10T08:23:00.479Z,434,37920,sprinkler,scheduled
IRR001016,FIELD0147,2025-05-01T15:43:22.199Z,400,37257,drip,manual
IRR001017,FIELD0114,2026-02-13T03:16:08.910Z,371,30360,sprinkler,scheduled
IRR001018,FIELD0044,2026-01-03T17:38:30.049Z,417,16573,drip,scheduled
IRR001019,FIELD0139,2025-12-30T19:44:51.815Z,251,38316,center_pivot,scheduled
IRR001020,FIELD0024,2025-04-20T04:37:52.106Z,77,40508,flood,manual
IRR001021,FIELD0061,2025-08-18T20:55:24.901Z,388,17304,flood,manual
IRR001022,FIELD0182,2025-06-18T10:08:45.697Z,90,15480,drip,manual
IRR001023,FIELD0167,2025-12-20T01:01:22.548Z,113,18189,sprinkler,scheduled
IRR001024,FIELD0094,2025-04-22T07:45:05.026Z,369,41720,center_pivot,manual
IRR001025,FIELD0109,2025-08-09T18:25:09.099Z,461,23988,flood,scheduled
IRR001026,FIELD0093,2025-07-30T20:15:22.077Z,375,27456,sprinkler,scheduled
IRR001027,FIELD0046,2025-07-01T05:35:51.978Z,37,7432,center_pivot,scheduled
IRR001028,FIELD0001,2025-08-14T03:56:23.941Z,92,21702,center_pivot,scheduled
IRR001029,FIELD0123,2025-05-14T06:32:02.248Z,468,48201,sprinkler,scheduled
IRR001030,FIELD0046,2025-12-08T03:37:22.281Z,97,36719,sprinkler,manual
IRR001031,FIELD0171,2025-06-16T07:08:55.830Z,477,35467,drip,scheduled
IRR001032,FIELD0113,2026-02-05T20:26:27.695Z,260,5565,drip,manual
IRR001033,FIELD0115,2025-07-07T09:01:13.604Z,116,41873,drip,manual
IRR001034,FIELD0065,2026-02-08T19:04:20.504Z,329,6312,sprinkler,manual
IRR001035,FIELD0018,2025-11-06T05:23:08.122Z,423,21850,drip,scheduled
IRR001036,FIELD0106,2025-08-16T17:17:34.339Z,445,47300,flood,scheduled
IRR001037,FIELD0096,2025-06-29T19:55:15.209Z,61,11575,center_pivot,scheduled
IRR001038,FIELD0151,2025-08-03T20:22:29.195Z,168,42534,sprinkler,manual
IRR001039,FIELD0053,2025-08-07T20:38:03.164Z,471,33571,drip,scheduled
IRR001040,FIELD0132,2025-10-11T05:42:57.673Z,456,11541,center_pivot,scheduled
IRR001041,FIELD0038,2025-06-17T13:03:55.647Z,313,22238,sprinkler,manual
IRR001042,FIELD0156,2025-04-08T19:05:48.602Z,474,48607,flood,manual
IRR001043,FIELD0168,2025-06-01T12:42:22.572Z,172,20365,sprinkler,manual
IRR001044,FIELD0071,2025-08-30T02:54:43.962Z,337,43768,flood,scheduled
IRR001045,FIELD0123,2026-01-25T23:31:08.496Z,460,2892,flood,manual
IRR001046,FIELD0005,2025-10-24T08:45:01.523Z,363,30184,drip,scheduled
IRR001047,FIELD0044,2025-09-16T16:26:09.937Z,290,9368,flood,scheduled
IRR001048,FIELD0168,2025-07-16T20:54:41.824Z,371,14173,flood,manual
IRR001049,FIELD0189,2025-05-27T16:56:09.491Z,312,41207,drip,manual
IRR001050,FIELD0106,2025-08-23T05:49:33.265Z,371,17536,center_pivot,scheduled
IRR001051,FIELD0187,2025-12-15T05:28:50.451Z,341,33957,drip,manual
IRR001052,FIELD0062,2025-04-17T18:44:44.475Z,41,31235,flood,scheduled
IRR001053,FIELD0094,2025-09-05T23:15:48.583Z,262,7571,flood,manual
IRR001054,FIELD0034,2025-06-07T00:55:53.497Z,339,40815,center_pivot,manual
IRR001055,FIELD0043,2025-04-21T20:39:10.054Z,349,12387,center_pivot,scheduled
IRR001056,FIELD0013,2025-09-23T16:50:10.460Z,265,44249,flood,manual
IRR001057,FIELD0183,2025-06-23T22:17:24.156Z,205,40003,flood,scheduled
IRR001058,FIELD0138,2025-05-27T01:15:23.583Z,72,9975,flood,manual
IRR001059,FIELD0143,2026-02-14T14:42:12.008Z,288,2753,sprinkler,scheduled
IRR001060,FIELD0133,2025-11-07T12:40:03.325Z,308,31349,drip,scheduled
IRR001061,FIELD0078,2025-12-10T08:30:33.139Z,205,31855,drip,scheduled
IRR001062,FIELD0112,2025-11-24T01:56:27.235Z,319,13248,sprinkler,scheduled
IRR001063,FIELD0030,2025-07-28T02:03:55.421Z,237,8094,drip,manual
IRR001064,FIELD0129,2026-01-27T22:40:35.026Z,132,6071,sprinkler,manual
IRR001065,FIELD0081,2025-04-18T23:44:48.457Z,178,43775,sprinkler,scheduled
IRR001066,FIELD0145,2025-06-11T10:42:03.701Z,256,17401,sprinkler,scheduled
IRR001067,FIELD0145,2025-08-25T15:45:51.608Z,166,43812,drip,scheduled
IRR001068,FIELD0054,2025-10-24T02:49:46.002Z,127,41451,drip,manual
IRR001069,FIELD0112,2025-08-11T04:11:01.988Z,212,9871,center_pivot,manual
IRR001070,FIELD0039,2026-01-30T04:11:04.373Z,351,34992,sprinkler,scheduled
IRR001071,FIELD0028,2025-12-03T02:03:09.298Z,403,14595,drip,manual
IRR001072,FIELD0186,2025-07-07T08:09:15.505Z,179,49066,drip,manual
IRR001073,FIELD0148,2026-01-29T02:30:54.763Z,148,4705,drip,manual
IRR001074,FIELD0110,2026-01-09T15:37:48.120Z,301,14455,drip,manual
IRR001075,FIELD0191,2025-06-24T12:49:37.926Z,33,3026,center_pivot,scheduled
IRR001076,FIELD0163,2025-10-28T19:41:41.494Z,90,38485,drip,scheduled
IRR001077,FIELD0015,2025-04-14T12:14:31.705Z,113,2492,flood,scheduled
IRR001078,FIELD0188,2025-04-12T17:58:58.920Z,73,18784,center_pivot,manual
IRR001079,FIELD0062,2025-08-23T15:35:45.095Z,305,45374,center_pivot,scheduled
IRR001080,FIELD0099,2025-05-19T10:05:31.218Z,96,27381,flood,scheduled
IRR001081,FIELD0010,2026-02-14T03:34:07.627Z,95,27007,center_pivot,scheduled
IRR001082,FIELD0029,2025-07-31T03:34:11.771Z,468,36978,drip,manual
IRR001083,FIELD0157,2025-12-07T01:03:01.524Z,396,49889,sprinkler,scheduled
IRR001084,FIELD0185,2025-07-14T17:54:38.917Z,185,24528,sprinkler,manual
IRR001085,FIELD0085,2025-06-04T08:20:48.901Z,380,18064,flood,manual
IRR001086,FIELD0134,2025-05-06T01:51:15.800Z,461,36222,sprinkler,scheduled
IRR001087,FIELD0026,2025-07-03T03:21:30.009Z,370,47810,center_pivot,manual
IRR001088,FIELD0040,2025-10-31T02:49:00.781Z,133,25455,center_pivot,manual
IRR001089,FIELD0150,2025-07-09T02:57:45.811Z,354,14750,sprinkler,scheduled
IRR001090,FIELD0102,2025-10-09T17:48:51.874Z,145,30506,drip,scheduled
IRR001091,FIELD0053,2025-05-14T11:11:08.562Z,71,6993,sprinkler,scheduled
IRR001092,FIELD0034,2026-02-09T09:55:45.887Z,124,42884,center_pivot,manual
IRR001093,FIELD0115,2025-10-14T17:58:54.300Z,38,3621,flood,scheduled
IRR001094,FIELD0167,2025-06-02T02:01:09.239Z,169,6322,flood,scheduled
IRR001095,FIELD0067,2025-04-26T16:14:54.682Z,399,6700,center_pivot,manual
IRR001096,FIELD0052,2025-10-11T05:15:40.041Z,90,8860,center_pivot,manual
IRR001097,FIELD0039,2025-10-13T07:45:39.567Z,202,14801,drip,scheduled
IRR001098,FIELD0015,2025-11-20T20:56:05.797Z,266,24031,drip,manual
IRR001099,FIELD0122,2025-06-29T13:40:16.922Z,445,33971,drip,scheduled
IRR001100,FIELD0012,2026-01-17T20:31:13.229Z,290,20393,sprinkler,scheduled
IRR001101,FIELD0169,2025-12-18T22:12:28.929Z,119,31053,sprinkler,scheduled
IRR001102,FIELD0116,2026-01-14T18:03:20.637Z,90,25913,flood,manual
IRR001103,FIELD0142,2025-06-04T20:57:14.615Z,33,48568,flood,scheduled
IRR001104,FIELD0114,2025-11-28T02:47:01.766Z,410,42302,sprinkler,scheduled
IRR001105,FIELD0166,2025-06-21T16:46:28.428Z,172,49105,flood,scheduled
IRR001106,FIELD0100,2025-11-11T08:31:43.265Z,95,10150,sprinkler,manual
IRR001107,FIELD0115,2025-08-31T10:56:48.221Z,266,2176,flood,manual
IRR001108,FIELD0069,2025-12-09T16:48:20.179Z,88,31164,center_pivot,manual
IRR001109,FIELD0173,2025-05-09T03:20:21.714Z,385,30354,center_pivot,scheduled
IRR001110,FIELD0096,2026-01-18T14:48:19.440Z,326,20044,sprinkler,scheduled
IRR001111,FIELD0163,2025-12-22T08:45:42.171Z,366,40204,flood,scheduled
IRR001112,FIELD0029,2025-05-31T19:37:11.296Z,282,9151,center_pivot,scheduled
IRR001113,FIELD0006,2026-01-28T09:34:36.027Z,451,37401,drip,manual
IRR001114,FIELD0021,2025-10-12T12:59:31.287Z,346,32373,sprinkler,manual
IRR001115,FIELD0071,2025-04-28T10:37:57.572Z,165,34235,drip,scheduled
IRR001116,FIELD0036,2025-07-17T05:20:54.828Z,350,43848,flood,scheduled
IRR001117,FIELD0199,2025-08-19T05:19:06.493Z,372,3057,sprinkler,scheduled
IRR001118,FIELD0047,2025-10-19T10:51:39.634Z,451,19800,drip,scheduled
IRR001119,FIELD0170,2025-08-20T03:30:14.169Z,336,21598,center_pivot,scheduled
IRR001120,FIELD0196,2025-04-25T19:00:43.148Z,159,4528,center_pivot,scheduled
IRR001121,FIELD0105,2025-08-22T10:14:53.853Z,116,14570,drip,manual
IRR001122,FIELD0166,2025-10-10T13:47:23.422Z,142,7571,drip,manual
IRR001123,FIELD0172,2026-01-13T12:25:26.190Z,170,5731,flood,scheduled
IRR001124,FIELD0199,2025-07-24T00:04:28.791Z,56,5856,center_pivot,scheduled
IRR001125,FIELD0077,2025-05-04T15:08:32.365Z,299,42753,flood,scheduled
IRR001126,FIELD0090,2025-12-12T00:46:26.860Z,37,1121,sprinkler,scheduled
IRR001127,FIELD0129,2025-10-29T20:09:03.049Z,91,10880,flood,scheduled
IRR001128,FIELD0107,2025-08-02T12:09:45.450Z,119,39117,drip,scheduled
IRR001129,FIELD0086,2025-08-14T22:54:02.463Z,244,31190,sprinkler,manual
IRR001130,FIELD0170,2025-10-07T14:41:02.916Z,224,15876,flood,manual
IRR001131,FIELD0165,2025-10-27T08:22:07.014Z,462,6453,flood,scheduled
IRR001132,FIELD0165,2026-02-01T14:34:38.519Z,322,28142,center_pivot,scheduled
IRR001133,FIELD0036,2025-06-14T03:07:21.690Z,58,46303,center_pivot,manual
IRR001134,FIELD0010,2025-09-08T19:41:29.196Z,172,7357,drip,scheduled
IRR001135,FIELD0127,2025-07-13T21:18:14.601Z,188,23845,center_pivot,scheduled
IRR001136,FIELD0029,2025-09-14T18:11:35.893Z,362,23159,flood,manual
IRR001137,FIELD0092,2026-02-07T06:18:30.013Z,325,21197,center_pivot,scheduled
IRR001138,FIELD0111,2025-06-19T06:30:12.957Z,434,32291,flood,manual
IRR001139,FIELD0128,2025-09-09T15:37:24.115Z,446,31388,center_pivot,manual
IRR001140,FIELD0038,2025-12-15T06:25:18.222Z,229,12327,sprinkler,manual
IRR001141,FIELD0145,2025-09-12T19:21:29.126Z,36,35264,center_pivot,manual
IRR001142,FIELD0036,2025-04-30T11:51:44.148Z,267,12916,drip,manual
IRR001143,FIELD0139,2025-08-07T21:58:53.699Z,43,16645,flood,scheduled
IRR001144,FIELD0070,2025-08-30T08:06:07.507Z,177,22065,flood,scheduled
IRR001145,FIELD0103,2026-01-18T01:24:42.826Z,193,14165,flood,manual
IRR001146,FIELD0175,2025-09-26T22:39:03.570Z,178,45553,sprinkler,scheduled
IRR001147,FIELD0076,2025-06-11T11:12:31.598Z,42,19724,center_pivot,scheduled
IRR001148,FIELD0113,2026-01-27T01:57:45.999Z,361,45936,sprinkler,manual
IRR001149,FIELD0181,2025-06-18T04:54:54.908Z,294,49678,sprinkler,scheduled
IRR001150,FIELD0153,2025-12-27T10:18:38.692Z,262,9044,sprinkler,manual
IRR001151,FIELD0130,2025-06-01T09:59:29.600Z,318,6696,drip,scheduled
IRR001152,FIELD0073,2025-09-18T23:25:16.931Z,220,42824,flood,manual
IRR001153,FIELD0116,2025-06-29T15:02:46.091Z,192,12565,sprinkler,scheduled
IRR001154,FIELD0182,2025-10-27T10:54:03.635Z,414,28504,sprinkler,manual
IRR001155,FIELD0066,2025-04-10T18:04:25.671Z,479,20508,center_pivot,manual
IRR001156,FIELD0066,2025-05-09T04:53:12.972Z,149,49338,flood,scheduled
IRR001157,FIELD0008,2025-04-19T20:55:30.682Z,154,30823,drip,manual
IRR001158,FIELD0077,2025-06-24T09:02:59.034Z,445,3511,sprinkler,scheduled
IRR001159,FIELD0050,2025-04-16T18:45:04.122Z,185,43241,flood,scheduled
IRR001160,FIELD0143,2025-07-16T20:51:42.658Z,476,25600,center_pivot,scheduled
IRR001161,FIELD0012,2025-08-13T12:06:46.701Z,441,12506,drip,scheduled
IRR001162,FIELD0198,2025-08-18T14:56:34.723Z,287,1370,center_pivot,manual
IRR001163,FIELD0155,2026-01-17T22:33:22.791Z,348,49745,sprinkler,scheduled
IRR001164,FIELD0200,2025-05-04T00:16:40.010Z,301,25143,flood,manual
IRR001165,FIELD0036,2026-01-07T03:53:03.423Z,436,21959,drip,manual
IRR001166,FIELD0191,2025-06-25T09:38:51.338Z,175,45601,drip,scheduled
IRR001167,FIELD0176,2025-10-27T13:26:38.330Z,370,36957,sprinkler,scheduled
IRR001168,FIELD0175,2025-06-20T20:24:17.791Z,474,37912,flood,scheduled
IRR001169,FIELD0187,2025-10-31T02:10:34.688Z,192,15489,sprinkler,scheduled
IRR001170,FIELD0008,2025-07-07T02:02:26.077Z,348,31802,drip,scheduled
IRR001171,FIELD0025,2026-01-01T14:37:26.154Z,443,43602,flood,manual
IRR001172,FIELD0104,2025-11-04T15:02:26.500Z,242,27857,flood,scheduled
IRR001173,FIELD0176,2025-04-06T12:23:51.280Z,62,3002,flood,manual
IRR001174,FIELD0164,2025-11-16T01:44:14.013Z,247,24766,drip,manual
IRR001175,FIELD0160,2025-10-15T07:23:32.347Z,278,37718,center_pivot,manual
IRR001176,FIELD0196,2025-11-03T19:53:04.049Z,378,36691,sprinkler,manual
IRR001177,FIELD0072,2025-07-09T00:21:08.586Z,157,47246,flood,manual
IRR001178,FIELD0177,2025-06-23T14:11:14.650Z,462,10671,drip,scheduled
IRR001179,FIELD0019,2025-11-24T17:16:46.464Z,341,22547,sprinkler,scheduled
IRR001180,FIELD0024,2025-12-10T08:47:50.327Z,366,11794,sprinkler,manual
IRR001181,FIELD0154,2025-10-30T02:57:06.187Z,196,45675,sprinkler,manual
IRR001182,FIELD0184,2025-04-01T07:47:29.373Z,436,45524,sprinkler,scheduled
IRR001183,FIELD0149,2025-04-14T18:33:06.228Z,45,43044,center_pivot,manual
IRR001184,FIELD0187,2025-05-24T07:04:10.704Z,411,8326,flood,manual
IRR001185,FIELD0079,2025-12-10T04:58:35.577Z,397,49090,center_pivot,manual
IRR001186,FIELD0179,2025-04-30T07:53:51.625Z,363,30084,flood,scheduled
IRR001187,FIELD0028,2025-05-28T05:21:11.573Z,216,16780,flood,scheduled
IRR001188,FIELD0173,2026-02-13T17:14:46.706Z,452,33278,drip,scheduled
IRR001189,FIELD0114,2025-12-22T00:22:51.186Z,175,35612,sprinkler,manual
IRR001190,FIELD0056,2025-04-28T01:25:20.005Z,223,47158,drip,manual
IRR001191,FIELD0153,2025-06-02T20:08:50.044Z,92,2429,flood,manual
IRR001192,FIELD0049,2025-04-16T14:15:14.404Z,143,6294,flood,manual
IRR001193,FIELD0031,2025-07-03T07:05:50.646Z,201,48044,drip,scheduled
IRR001194,FIELD0020,2025-12-17T14:52:04.034Z,342,17132,sprinkler,manual
IRR001195,FIELD0120,2025-11-17T01:38:23.402Z,243,29142,flood,manual
IRR001196,FIELD0139,2025-12-02T14:18:00.852Z,71,2550,center_pivot,manual
IRR001197,FIELD0150,2025-04-27T23:36:44.561Z,348,41884,sprinkler,scheduled
IRR001198,FIELD0178,2025-05-18T04:25:59.249Z,77,12168,drip,scheduled
IRR001199,FIELD0195,2025-04-07T08:35:31.374Z,432,17044,sprinkler,manual
IRR001200,FIELD0049,2025-05-19T02:22:58.652Z,50,8406,center_pivot,scheduled
IRR001201,FIELD0024,2025-06-29T05:02:10.049Z,41,21798,sprinkler,scheduled
IRR001202,FIELD0132,2025-05-15T04:55:20.924Z,366,5640,flood,manual
IRR001203,FIELD0053,2025-07-26T15:21:21.523Z,459,38194,drip,manual
IRR001204,FIELD0122,2025-10-14T08:44:57.209Z,297,47014,center_pivot,scheduled
IRR001205,FIELD0061,2025-11-19T04:21:50.480Z,314,34619,sprinkler,scheduled
IRR001206,FIELD0043,2025-11-11T00:00:29.637Z,144,39515,center_pivot,scheduled
IRR001207,FIELD0106,2025-07-03T13:14:51.819Z,389,38129,flood,scheduled
IRR001208,FIELD0138,2025-11-26T06:35:09.624Z,319,9362,sprinkler,manual
IRR001209,FIELD0136,2025-09-30T02:02:02.138Z,50,2648,sprinkler,manual
IRR001210,FIELD0109,2025-05-24T13:05:53.812Z,389,36682,flood,manual
IRR001211,FIELD0079,2025-11-29T04:41:50.198Z,402,46159,center_pivot,scheduled
IRR001212,FIELD0034,2025-06-11T03:32:49.721Z,100,44724,drip,manual
IRR001213,FIELD0173,2025-09-24T05:20:25.174Z,459,10847,sprinkler,manual
IRR001214,FIELD0110,2026-02-01T18:14:40.188Z,39,38805,flood,manual
IRR001215,FIELD0098,2025-06-15T10:36:23.881Z,162,28169,sprinkler,scheduled
IRR001216,FIELD0195,2025-11-08T00:49:33.151Z,312,16418,flood,scheduled
IRR001217,FIELD0055,2025-05-25T20:11:24.625Z,254,12269,drip,scheduled
IRR001218,FIELD0192,2026-01-30T23:55:50.862Z,277,42768,flood,scheduled
IRR001219,FIELD0173,2025-06-06T20:27:46.648Z,364,6334,sprinkler,scheduled
IRR001220,FIELD0173,2026-01-01T04:49:41.584Z,476,42157,flood,manual
IRR001221,FIELD0138,2025-04-29T03:31:41.731Z,257,44248,drip,scheduled
IRR001222,FIELD0051,2025-11-14T04:43:29.135Z,107,25908,drip,scheduled
IRR001223,FIELD0124,2025-08-10T13:10:22.675Z,143,22167,flood,scheduled
IRR001224,FIELD0091,2025-12-20T15:56:14.522Z,451,35209,center_pivot,scheduled
IRR001225,FIELD0199,2025-07-02T11:35:49.626Z,444,18168,sprinkler,scheduled
IRR001226,FIELD0169,2025-08-18T19:57:18.576Z,361,13937,flood,manual
IRR001227,FIELD0175,2026-01-04T15:18:56.332Z,277,33952,sprinkler,manual
IRR001228,FIELD0090,2025-10-17T23:37:42.467Z,392,45055,center_pivot,scheduled
IRR001229,FIELD0004,2025-10-30T17:10:31.446Z,339,28495,sprinkler,scheduled
IRR001230,FIELD0035,2025-05-31T23:02:21.349Z,307,38503,center_pivot,manual
IRR001231,FIELD0021,2025-05-11T22:59:32.294Z,228,49283,center_pivot,manual
IRR001232,FIELD0004,2025-04-30T21:16:47.987Z,372,5537,flood,manual
IRR001233,FIELD0062,2025-11-16T04:18:03.807Z,170,15276,drip,manual
IRR001234,FIELD0150,2025-09-27T01:27:48.775Z,43,22954,flood,scheduled
IRR001235,FIELD0038,2026-02-14T07:19:07.997Z,44,33329,center_pivot,manual
IRR001236,FIELD0114,2025-05-12T16:26:01.102Z,44,46365,center_pivot,manual
IRR001237,FIELD0096,2025-10-17T12:07:23.155Z,312,7026,sprinkler,manual
IRR001238,FIELD0157,2025-08-03T09:05:12.663Z,41,32124,sprinkler,scheduled
IRR001239,FIELD0107,2025-04-02T05:13:05.262Z,302,35060,sprinkler,manual
IRR001240,FIELD0115,2025-07-16T08:25:28.239Z,107,5709,center_pivot,manual
IRR001241,FIELD0154,2025-10-13T15:34:09.346Z,425,32493,flood,manual
IRR001242,FIELD0083,2025-08-07T01:14:01.180Z,254,47211,drip,scheduled
IRR001243,FIELD0003,2025-08-29T10:50:44.895Z,387,48931,center_pivot,scheduled
IRR001244,FIELD0109,2025-06-24T15:00:45.370Z,240,34063,flood,manual
IRR001245,FIELD0055,2025-08-19T10:08:23.050Z,265,9401,flood,scheduled
IRR001246,FIELD0181,2025-09-05T18:07:37.154Z,466,24194,sprinkler,manual
IRR001247,FIELD0126,2025-10-10T19:49:35.246Z,107,4086,center_pivot,scheduled
IRR001248,FIELD0081,2025-12-08T06:58:40.605Z,287,23945,flood,scheduled
IRR001249,FIELD0053,2026-01-24T20:28:34.534Z,289,9766,drip,scheduled
IRR001250,FIELD0069,2026-01-16T22:22:47.601Z,110,2678,drip,scheduled
IRR001251,FIELD0028,2025-07-19T11:19:12.839Z,288,35433,center_pivot,manual
IRR001252,FIELD0039,2026-02-03T12:38:06.987Z,315,36202,sprinkler,manual
IRR001253,FIELD0065,2025-08-01T09:18:39.130Z,133,9339,flood,manual
IRR001254,FIELD0146,2025-08-10T00:52:26.263Z,329,29912,flood,manual
IRR001255,FIELD0028,2025-04-15T09:09:53.296Z,42,33058,center_pivot,manual
IRR001256,FIELD0140,2025-07-20T23:22:41.533Z,386,1788,sprinkler,manual
IRR001257,FIELD0071,2025-12-22T18:40:47.964Z,157,36875,flood,manual
IRR001258,FIELD0140,2025-04-12T12:44:52.488Z,322,41196,center_pivot,scheduled
IRR001259,FIELD0030,2025-06-11T01:29:33.950Z,149,8305,sprinkler,manual
IRR001260,FIELD0192,2025-12-09T00:03:51.275Z,48,48262,center_pivot,scheduled
IRR001261,FIELD0065,2025-10-20T23:15:24.141Z,110,10873,center_pivot,scheduled
IRR001262,FIELD0095,2025-06-25T00:33:31.115Z,67,9643,drip,manual
IRR001263,FIELD0030,2025-09-02T12:38:36.413Z,435,11592,sprinkler,scheduled
IRR001264,FIELD0050,2026-01-16T05:03:52.391Z,257,30636,sprinkler,manual
IRR001265,FIELD0144,2025-06-13T08:41:13.001Z,375,45090,sprinkler,manual
IRR001266,FIELD0196,2025-05-14T12:25:40.959Z,260,40261,drip,scheduled
IRR001267,FIELD0070,2025-04-27T23:45:40.609Z,101,48772,sprinkler,manual
IRR001268,FIELD0057,2025-12-01T09:21:58.214Z,44,13305,center_pivot,manual
IRR001269,FIELD0197,2025-11-27T19:55:09.155Z,405,34289,drip,manual
IRR001270,FIELD0048,2025-04-16T20:10:58.280Z,294,20780,drip,manual
IRR001271,FIELD0087,2025-06-30T09:55:22.650Z,164,19817,flood,scheduled
IRR001272,FIELD0081,2025-11-14T19:36:28.745Z,315,43888,center_pivot,scheduled
IRR001273,FIELD0112,2025-06-16T20:31:58.311Z,441,24585,sprinkler,manual
IRR001274,FIELD0049,2025-08-27T23:12:36.907Z,298,5005,flood,scheduled
IRR001275,FIELD0011,2026-01-27T12:27:58.047Z,189,30788,flood,scheduled
IRR001276,FIELD0018,2025-08-19T18:58:50.447Z,253,8304,flood,scheduled
IRR001277,FIELD0059,2025-08-25T10:03:37.164Z,437,46742,flood,scheduled
IRR001278,FIELD0193,2025-12-20T23:47:12.842Z,58,15272,drip,manual
IRR001279,FIELD0039,2025-07-01T10:45:58.231Z,238,5084,sprinkler,scheduled
IRR001280,FIELD0134,2025-12-10T23:48:10.449Z,118,43414,center_pivot,manual
IRR001281,FIELD0094,2025-04-29T15:54:47.269Z,317,11848,flood,scheduled
IRR001282,FIELD0167,2025-04-21T18:01:45.474Z,395,29947,drip,scheduled
IRR001283,FIELD0157,2025-06-12T18:14:26.440Z,412,24024,flood,scheduled
IRR001284,FIELD0139,2025-05-03T14:47:51.472Z,148,48023,center_pivot,scheduled
IRR001285,FIELD0015,2025-07-17T19:32:03.472Z,253,44051,drip,scheduled
IRR001286,FIELD0068,2026-01-09T17:46:47.937Z,162,3957,center_pivot,manual
IRR001287,FIELD0015,2025-10-30T04:51:32.371Z,260,35519,sprinkler,manual
IRR001288,FIELD0058,2025-11-21T07:36:03.664Z,229,27774,drip,scheduled
IRR001289,FIELD0044,2025-06-04T05:15:10.323Z,447,37285,flood,scheduled
IRR001290,FIELD0052,2025-08-10T13:26:58.328Z,41,30001,drip,scheduled
IRR001291,FIELD0166,2025-12-22T19:49:24.633Z,269,31085,drip,scheduled
IRR001292,FIELD0100,2026-01-15T17:31:39.161Z,447,5419,flood,scheduled
IRR001293,FIELD0126,2026-02-11T13:44:39.362Z,348,46481,center_pivot,scheduled
IRR001294,FIELD0085,2025-10-25T16:53:48.893Z,257,42164,center_pivot,scheduled
IRR001295,FIELD0079,2025-04-28T09:40:19.541Z,391,42262,drip,manual
IRR001296,FIELD0009,2025-09-09T19:07:04.285Z,50,16818,drip,manual
IRR001297,FIELD0179,2025-05-19T10:51:34.287Z,65,43448,center_pivot,scheduled
IRR001298,FIELD0013,2025-12-22T15:31:06.961Z,207,42550,flood,scheduled
IRR001299,FIELD0081,2025-05-04T16:37:16.076Z,443,7136,center_pivot,manual
IRR001300,FIELD0099,2026-02-09T02:40:52.394Z,217,42859,center_pivot,scheduled
IRR001301,FIELD0148,2025-12-03T04:41:20.753Z,474,34360,sprinkler,scheduled
IRR001302,FIELD0050,2025-11-11T14:48:44.166Z,278,11294,drip,scheduled
