image_id,field_id,capture_date,ndvi,evi,lai,cloud_cover_percent,resolution_m
SAT0001679,FIELD0019,2025-07-26,0.743,-0.056,0.13,27,20
SAT0001680,FIELD0177,2025-06-23,0.578,0.318,4.23,77,30
SAT0001681,FIELD0114,2025-12-05,0.038,0.709,0.59,55,10
SAT0001682,FIELD0045,2026-01-16,0.611,0.789,5.22,7,30
SAT0001683,FIELD0057,2025-10-19,0.266,0.725,1.49,37,30
SAT0001684,FIELD0138,2025-12-15,-0.075,0.445,5.04,96,20
SAT0001685,FIELD0173,2025-03-31,0.723,0.146,2.63,1,10
SAT0001686,FIELD0092,2026-01-04,0.754,0.403,3.45,30,30
SAT0001687,FIELD0140,2025-03-07,0.534,0.259,5.69,95,30
SAT0001688,FIELD0134,2026-02-04,0.457,0.511,5.55,73,30
SAT0001689,FIELD0153,2025-10-31,0.353,0.226,3.14,90,20
SAT0001690,FIELD0103,2025-09-17,0.672,0.422,3.39,73,10
SAT0001691,FIELD0007,2025-10-08,0.725,0.266,0.82,3,20
SAT0001692,FIELD0066,2025-07-22,-0.085,0.49,4.41,27,20
SAT0001693,FIELD0071,2025-10-21,0.027,0.592,2.53,76,20
SAT0001694,FIELD0063,2025-11-24,0.7,0.164,4.73,19,20
SAT0001695,FIELD0098,2025-12-16,-0.05,0.445,3.93,26,30
SAT0001696,FIELD0017,2025-10-01,0.578,0.068,3.07,14,30
SAT0001697,FIELD0092,2025-07-16,-0.054,0.139,4.85,91,10
SAT0001698,FIELD0024,2025-08-23,0.078,0.093,4.66,95,30
SAT0001699,FIELD0072,2025-12-21,0.101,0.334,0.99,68,20
SAT0001700,FIELD0031,2025-09-30,0.25,0.662,6,84,30
SAT0001701,FIELD0183,2025-08-05,0.457,0.264,1.17,99,20
SAT0001702,FIELD0147,2025-11-04,-0.004,0.68,5.12,73,30
SAT0001703,FIELD0158,2025-03-07,0.433,0.78,3.07,41,30
SAT0001704,FIELD0028,2025-07-14,0.833,0.364,2.49,78,20
SAT0001705,FIELD0078,2025-05-13,0.406,-0.044,3.49,38,20
SAT0001706,FIELD0120,2025-04-03,0.871,0.196,5.35,82,10
SAT0001707,FIELD0071,2025-10-19,0.751,0.68,0.68,51,30
SAT0001708,FIELD0146,2025-09-12,0.087,0.14,1.6,9,20
SAT0001709,FIELD0170,2025-08-21,-0.097,0.32,3.64,30,30
SAT0001710,FIELD0089,2025-10-13,0.649,0.302,3.99,26,10
SAT0001711,FIELD0162,2025-04-04,0.214,0.112,1.45,67,30
SAT0001712,FIELD0112,2025-11-13,0.03,0.259,2.72,58,10
SAT0001713,FIELD0129,2025-12-02,0.125,0.378,1.91,15,10
SAT0001714,FIELD0119,2025-08-15,0.73,-0.001,0.31,19,10
SAT0001715,FIELD0035,2025-10-03,0.834,0.67,5.54,90,30
SAT0001716,FIELD0130,2025-10-31,0.268,0.066,4.91,33,10
SAT0001717,FIELD0200,2025-11-22,0.368,0.131,5.85,66,20
SAT0001718,FIELD0085,2025-09-26,0.163,0.161,1.18,91,30
SAT0001719,FIELD0109,2025-03-16,0.253,0.739,0.48,68,30
SAT0001720,FIELD0175,2025-08-22,-0.091,0.182,1.11,91,20
SAT0001721,FIELD0184,2025-12-07,-0.071,0.582,4.13,25,30
SAT0001722,FIELD0040,2025-03-09,0.807,-0.042,2.89,16,10
SAT0001723,FIELD0094,2025-10-07,0.008,0.161,0.33,65,20
SAT0001724,FIELD0199,2025-09-03,0.545,0.417,0.28,20,20
SAT0001725,FIELD0044,2025-10-12,0.826,0.292,1.06,35,10
SAT0001726,FIELD0113,2026-01-01,0.418,0.743,1.14,71,20
SAT0001727,FIELD0033,2026-01-06,0.035,-0.081,5.76,48,10
SAT0001728,FIELD0002,2026-02-11,0.768,0.07,1.5,61,30
SAT0001729,FIELD0184,2025-11-11,0.217,0.675,5.76,87,20
SAT0001730,FIELD0182,2025-05-09,0.767,0.352,2.83,26,10
SAT0001731,FIELD0176,2025-03-20,0.114,0.637,3.22,4,30
SAT0001732,FIELD0187,2025-11-23,0.613,0.745,5.28,58,30
SAT0001733,FIELD0019,2025-05-11,0.846,0.009,3.35,66,20
SAT0001734,FIELD0196,2025-04-19,0.596,0.593,5.16,26,30
SAT0001735,FIELD0023,2025-10-13,-0.021,0.092,2.5,60,30
SAT0001736,FIELD0115,2025-03-12,0.061,0.332,1.09,78,30
SAT0001737,FIELD0016,2025-12-31,0.779,0.611,0.07,64,10
SAT0001738,FIELD0018,2025-07-10,0.04,0.109,2.37,13,20
SAT0001739,FIELD0124,2025-03-24,0.014,0.394,3.48,60,10
SAT0001740,FIELD0088,2025-05-23,0.549,0.263,1.72,69,10
SAT0001741,FIELD0056,2025-09-17,0.797,0.639,0.69,58,10
SAT0001742,FIELD0114,2025-03-09,-0.034,0.42,5.62,11,10
SAT0001743,FIELD0009,2025-06-27,0.203,0.056,4.68,83,30
SAT0001744,FIELD0177,2025-09-09,0.617,0.487,2.65,84,30
SAT0001745,FIELD0181,2025-03-14,0.5,-0.034,0.46,48,30
SAT0001746,FIELD0045,2025-06-28,0.74,0.483,1.73,29,10
SAT0001747,FIELD0110,2025-03-14,0.726,-0.093,4,69,20
SAT0001748,FIELD0185,2026-01-15,0.507,0.25,4.21,5,30
SAT0001749,FIELD0007,2025-05-11,0.528,0.665,0.87,0,20
SAT0001750,FIELD0165,2025-11-20,0.691,-0.029,0.04,93,10
SAT0001751,FIELD0175,2026-01-01,0.157,0.095,3.54,76,20
SAT0001752,FIELD0067,2025-03-13,0.106,0.317,2.65,54,10
SAT0001753,FIELD0052,2025-07-08,0.21,0.444,3.6,25,20
SAT0001754,FIELD0049,2025-08-13,0.889,0.046,3.93,97,10
SAT0001755,FIELD0062,2025-12-05,0.008,-0.09,0.98,64,30
SAT0001756,FIELD0078,2025-07-23,-0.072,0.215,2.72,87,20
SAT0001757,FIELD0100,2025-08-31,0.453,-0.067,5.81,53,10
SAT0001758,FIELD0023,2025-04-19,0.892,-0.013,0.63,38,20
SAT0001759,FIELD0008,2025-10-05,0.556,-0.043,2.01,67,20
SAT0001760,FIELD0128,2025-09-10,0.746,0.02,2.16,92,20
SAT0001761,FIELD0047,2025-09-28,0.697,0.114,1.93,98,20
SAT0001762,FIELD0048,2026-01-06,-0.054,0.678,2.73,51,10
SAT0001763,FIELD0010,2025-08-06,0.099,0.667,0.83,93,20
SAT0001764,FIELD0157,2025-04-11,0.775,0.143,2.62,9,20
SAT0001765,FIELD0118,2025-05-20,0.888,0.632,4.47,55,10
SAT0001766,FIELD0143,2025-03-10,0.811,0.078,3.66,42,20
SAT0001767,FIELD0180,2025-09-16,0.08,0.462,1.64,69,30
SAT0001768,FIELD0130,2025-09-12,0.05,0.109,0.27,62,10
SAT0001769,FIELD0153,2026-01-06,-0.061,0.146,1.45,44,10
SAT0001770,FIELD0119,2025-08-12,-0.027,0.061,2.7,86,30
SAT0001771,FIELD0001,2025-08-27,0.817,-0.006,0.54,23,30
SAT0001772,FIELD0053,2025-11-24,0.881,0.149,4.88,55,30
SAT0001773,FIELD0105,2025-05-31,0.352,0.371,0.65,67,20
SAT0001774,FIELD0018,2025-08-29,0.686,0.04,1.61,0,10
SAT0001775,FIELD0090,2025-10-14,0.045,-0.098,3.72,22,10
SAT0001776,FIELD0060,2025-06-25,0.506,0.715,1.84,70,30
SAT0001777,FIELD0136,2025-04-25,0.433,0.401,0.54,41,30
SAT0001778,FIELD0150,2025-06-22,0.214,0.533,1.62,15,10
SAT0001779,FIELD0003,2025-07-23,0.045,0.672,0.19,57,10
SAT0001780,FIELD0002,2025-04-07,0.797,0.302,0.25,47,30
SAT0001781,FIELD0168,2025-09-17,0.326,0.787,2.03,61,20
SAT0001782,FIELD0017,2025-12-19,0.063,0.719,0.87,6,30
SAT0001783,FIELD0105,2025-05-06,0.649,0.428,2.54,71,10
SAT0001784,FIELD0012,2025-05-06,-0.068,0.601,4.14,78,20
SAT0001785,FIELD0156,2025-05-15,0.454,0.456,2.86,78,20
SAT0001786,FIELD0129,2026-01-09,0.099,0.464,1.98,56,10
SAT0001787,FIELD0178,2025-10-14,-0.063,0.043,5.04,12,30
SAT0001788,FIELD0145,2025-07-11,0.626,0.399,3.89,91,20
SAT0001789,FIELD0127,2025-04-05,0.656,-0.004,5.94,30,30
SAT0001790,FIELD0190,2026-01-02,-0.003,0.496,1.2,78,10
SAT0001791,FIELD0192,2025-07-13,0.548,0.239,3.06,95,10
SAT0001792,FIELD0057,2025-07-08,-0.077,0.098,5.22,75,10
SAT0001793,FIELD0059,2025-05-14,0.077,0.521,3.32,53,10
SAT0001794,FIELD0162,2025-03-06,0.389,0.422,3.07,96,30
SAT0001795,FIELD0123,2025-04-27,0.451,-0.018,5.15,99,30
SAT0001796,FIELD0158,2025-04-29,0.493,0.271,0.49,2,10
SAT0001797,FIELD0083,2025-07-29,0.472,0.083,2,30,20
SAT0001798,FIELD0137,2025-12-24,0.819,0.504,1.72,5,30
SAT0001799,FIELD0084,2025-08-03,0.857,0.186,5.63,0,10
SAT0001800,FIELD0040,2025-07-03,0.198,0.576,2.14,7,10
SAT0001801,FIELD0029,2026-01-17,-0.003,0.413,5.05,4,10
SAT0001802,FIELD0114,2025-03-11,0.267,0.204,4.13,57,30
SAT0001803,FIELD0053,2025-09-14,0.002,0.542,2.57,94,30
SAT0001804,FIELD0064,2025-06-19,0.863,0.52,2.3,6,10
SAT0001805,FIELD0094,2025-07-11,0.165,0.092,5.18,22,30
SAT0001806,FIELD0054,2025-05-13,0.631,0.553,2.2,85,10
SAT0001807,FIELD0103,2025-04-27,0.62,0.339,3.81,27,30
SAT0001808,FIELD0174,2025-06-13,0.492,0.119,2.98,76,30
SAT0001809,FIELD0148,2025-12-15,0.202,0.305,0.1,19,10
SAT0001810,FIELD0040,2025-09-24,0.614,-0.08,3.69,48,30
SAT0001811,FIELD0126,2025-10-22,0.83,0.549,3.73,26,20
SAT0001812,FIELD0170,2025-12-08,0.632,0.225,4.28,18,10
SAT0001813,FIELD0061,2025-10-16,0.729,0.167,4.13,82,30
SAT0001814,FIELD0190,2026-01-15,0.833,0.434,5.24,39,30
SAT0001815,FIELD0158,2025-05-07,0.401,0.434,1.96,52,20
SAT0001816,FIELD0175,2025-09-29,0.05,0.275,5.54,26,10
SAT0001817,FIELD0075,2025-04-24,-0.059,0.001,3.39,11,30
SAT0001818,FIELD0139,2025-05-28,0.807,0.594,0.65,50,10
SAT0001819,FIELD0113,2026-01-10,0.107,0.379,5.03,76,30
SAT0001820,FIELD0128,2025-05-14,0.172,0.724,3.95,83,30
SAT0001821,FIELD0121,2026-01-28,0.883,0.734,0.36,16,30
SAT0001822,FIELD0088,2025-09-08,0.28,0.289,0.94,25,10
SAT0001823,FIELD0123,2025-05-21,-0.088,-0.012,1.39,41,20
SAT0001824,FIELD0200,2026-01-28,0.864,0.078,0.53,38,10
SAT0001825,FIELD0006,2025-03-03,0.453,0.538,4.72,40,20
SAT0001826,FIELD0123,2025-04-16,0.632,0.412,2.9,32,30
SAT0001827,FIELD0196,2025-12-20,0.607,0.01,2.73,90,20
SAT0001828,FIELD0012,2025-09-17,0.501,0.149,4.36,91,10
SAT0001829,FIELD0166,2025-03-13,0.134,0.006,3.01,85,20
SAT0001830,FIELD0017,2025-11-06,0.16,0.467,4.51,6,20
SAT0001831,FIELD0172,2025-12-04,0.617,0.241,0.71,70,20
SAT0001832,FIELD0136,2026-01-19,0.713,0.585,4.88,14,20
SAT0001833,FIELD0131,2026-02-14,0.091,0.631,3.39,90,20
SAT0001834,FIELD0055,2025-08-25,0.798,0.52,5.2,96,30
SAT0001835,FIELD0080,2025-03-27,0.285,-0.01,3,46,30
SAT0001836,FIELD0113,2025-12-18,0.348,0.466,0.7,3,10
SAT0001837,FIELD0139,2025-03-18,0.031,-0.011,3.85,38,20
SAT0001838,FIELD0049,2025-08-22,0.093,-0.002,1.78,2,10
SAT0001839,FIELD0115,2025-06-16,0.712,0.235,2.82,42,30
SAT0001840,FIELD0022,2025-05-13,0.898,0.423,2.45,61,30
SAT0001841,FIELD0082,2025-09-02,0.12,0.789,4.84,80,10
SAT0001842,FIELD0188,2025-08-25,0.204,0.196,3.24,29,10
SAT0001843,FIELD0032,2025-07-01,0.07,0.53,2.68,84,20
SAT0001844,FIELD0175,2025-03-25,0.185,0.023,0.18,57,10
SAT0001845,FIELD0139,2025-03-18,0.517,0.038,5.92,94,10
SAT0001846,FIELD0046,2025-09-07,0.419,0.646,5.79,48,10
SAT0001847,FIELD0115,2026-02-04,0.12,0.01,2.27,15,20
SAT0001848,FIELD0005,2025-04-23,0.406,0.056,2.04,53,20
SAT0001849,FIELD0022,2025-11-17,0.093,0.45,1.04,62,30
SAT0001850,FIELD0020,2026-02-04,0.355,0.244,4.7,12,30
SAT0001851,FIELD0038,2025-10-28,0.867,0.142,4.46,26,20
SAT0001852,FIELD0143,2025-03-31,0.429,0.384,5.8,11,10
SAT0001853,FIELD0005,2025-05-03,0.432,0.793,0.73,93,10
SAT0001854,FIELD0188,2025-06-19,0.134,0.397,5.64,19,30
SAT0001855,FIELD0180,2025-03-13,0.582,-0.069,0.71,7,20
SAT0001856,FIELD0120,2025-05-21,0.41,0.439,0.89,6,20
SAT0001857,FIELD0126,2025-12-10,0.767,0.324,5.77,37,10
SAT0001858,FIELD0152,2025-10-14,-0.065,0.021,0.78,58,10
SAT0001859,FIELD0133,2025-10-27,0.277,0.252,5.87,90,20
SAT0001860,FIELD0011,2025-03-09,0.151,0.328,2.48,64,20
SAT0001861,FIELD0167,2025-04-11,0.795,-0.059,3.22,27,10
SAT0001862,FIELD0152,2025-03-21,0.228,0.533,1.23,32,10
SAT0001863,FIELD0159,2025-08-07,0.611,0.589,5.26,1,20
SAT0001864,FIELD0010,2025-03-27,0.18,0.246,0.25,24,30
SAT0001865,FIELD0149,2025-11-16,0.401,0.157,3,70,20
SAT0001866,FIELD0176,2026-02-11,0.041,0.387,2.94,59,30
SAT0001867,FIELD0112,2025-12-25,0.244,0.516,2.56,32,10
SAT0001868,FIELD0178,2025-08-30,0.356,-0.081,5.1,43,20
SAT0001869,FIELD0145,2025-04-15,0.872,0.35,3.82,96,30
SAT0001870,FIELD0054,2025-04-29,-0.01,0.549,4.17,89,20
SAT0001871,FIELD0187,2025-03-07,0.838,0.766,3.34,80,20
SAT0001872,FIELD0145,2025-10-28,0.44,0.57,0.43,96,20
SAT0001873,FIELD0019,2025-07-24,0.295,0.676,4.06,98,30
SAT0001874,FIELD0151,2025-06-08,0.59,0.378,4.44,30,20
SAT0001875,FIELD0169,2025-08-25,0.618,0.498,5.2,52,10
SAT0001876,FIELD0038,2025-06-29,0.784,0.167,2.18,72,30
SAT0001877,FIELD0186,2025-05-21,0.235,0.18,5.02,21,10
SAT0001878,FIELD0099,2025-11-10,-0.029,0.744,4.98,11,20
SAT0001879,FIELD0038,2025-08-15,0.48,-0.075,3.57,38,10
SAT0001880,FIELD0001,2025-11-03,0.249,-0.026,1.52,86,30
SAT0001881,FIELD0007,2026-01-03,0.021,0.033,3.94,39,20
SAT0001882,FIELD0143,2025-12-23,0.278,0.777,1.97,79,20
SAT0001883,FIELD0104,2025-04-30,0.696,0.776,1.15,15,10
SAT0001884,FIELD0172,2025-04-23,-0.085,0.02,3.03,85,10
SAT0001885,FIELD0036,2025-12-15,-0.062,0.194,2.08,66,10
SAT0001886,FIELD0057,2025-05-25,-0.04,0.372,0.77,56,10
SAT0001887,FIELD0083,2025-05-17,0.849,0.232,5.66,63,20
SAT0001888,FIELD0008,2025-11-17,-0.082,0.254,5.93,87,10
SAT0001889,FIELD0195,2025-08-01,0.272,0.174,3.25,91,30
SAT0001890,FIELD0166,2025-04-05,0.3,0.492,1.96,8,10
SAT0001891,FIELD0189,2026-01-30,0.031,0.13,4.77,10,10
SAT0001892,FIELD0030,2025-09-17,0.72,-0.015,5.58,4,20
SAT0001893,FIELD0156,2025-04-27,0.493,0.731,4.21,46,10
SAT0001894,FIELD0007,2025-05-03,0.668,0.626,2.79,95,30
SAT0001895,FIELD0144,2025-04-18,0.072,0.628,5.74,89,30
SAT0001896,FIELD0024,2025-08-17,0.313,0.132,2.68,24,20
SAT0001897,FIELD0074,2025-05-15,0.869,0.783,1.38,35,10
SAT0001898,FIELD0118,2025-07-01,0.52,0.148,2.5,83,10
SAT0001899,FIELD0131,2025-08-16,0.665,0.551,1.95,45,20
SAT0001900,FIELD0034,2025-11-12,0.876,0.077,4.98,49,30
SAT0001901,FIELD0091,2025-10-15,0.661,0.287,3.96,65,10
SAT0001902,FIELD0088,2025-11-13,0.321,0.512,1.55,80,30
SAT0001903,FIELD0027,2025-09-10,0.317,0.478,5.27,44,30
SAT0001904,FIELD0101,2025-08-08,0.501,0.67,4.05,41,20
SAT0001905,FIELD0112,2026-02-08,0.691,0.764,4.74,53,20
SAT0001906,FIELD0085,2025-08-10,0.084,0.334,3.79,35,10
SAT0001907,FIELD0153,2025-06-18,0.473,0.446,2.71,0,30
SAT0001908,FIELD0047,2026-01-07,0.711,0.012,1.12,100,10
SAT0001909,FIELD0136,2025-11-16,0.032,0.254,2.82,23,20
SAT0001910,FIELD0132,2026-02-10,0.655,0.149,4.8,37,10
SAT0001911,FIELD0064,2025-11-22,-0.077,0.284,1.59,51,10
SAT0001912,FIELD0145,2025-12-05,0.256,0.033,5.86,81,30
SAT0001913,FIELD0075,2025-09-15,0.205,0.372,2.05,37,20
SAT0001914,FIELD0146,2025-11-01,-0.008,0.157,0.47,99,10
SAT0001915,FIELD0163,2025-11-15,0.467,0.68,4.61,96,20
SAT0001916,FIELD0140,2025-11-07,0.621,0.407,5.28,78,20
SAT0001917,FIELD0184,2025-08-10,0.106,0.646,3.41,2,30
SAT0001918,FIELD0123,2025-05-09,0.417,0.441,5.81,35,20
SAT0001919,FIELD0097,2026-01-12,0.654,-0.007,1.46,65,30
SAT0001920,FIELD0037,2025-09-10,0.561,0.46,0.06,67,30
SAT0001921,FIELD0015,2025-11-02,0.335,0.398,5.25,19,30
SAT0001922,FIELD0077,2025-04-11,0.013,0.504,1.08,51,20
SAT0001923,FIELD0070,2025-05-01,0.396,0.529,2.21,79,30
SAT0001924,FIELD0119,2025-08-21,0.547,0.693,4.17,83,30
SAT0001925,FIELD0097,2025-05-21,0.147,0.517,3.28,76,30
SAT0001926,FIELD0194,2025-12-27,0.704,0.422,0.05,71,10
SAT0001927,FIELD0143,2025-08-25,0.63,0.096,2.27,56,30
SAT0001928,FIELD0160,2026-01-20,0.396,0.384,0.97,37,30
SAT0001929,FIELD0049,2025-03-05,0.727,0.515,2.64,66,20
SAT0001930,FIELD0108,2025-11-22,0.762,0.048,2.06,28,10
SAT0001931,FIELD0105,2026-01-03,0.058,0.441,5.25,72,20
SAT0001932,FIELD0108,2025-11-28,0.405,0.627,4.18,81,20
SAT0001933,FIELD0170,2025-11-01,0.256,0.195,0.9,21,10
SAT0001934,FIELD0169,2025-11-05,0.583,0.707,0.91,57,20
SAT0001935,FIELD0197,2025-03-25,0.502,0.787,1.41,56,20
SAT0001936,FIELD0181,2025-07-15,0.405,-0.059,3.87,97,30
SAT0001937,FIELD0096,2026-01-06,0.274,0.205,2.66,74,20
SAT0001938,FIELD0057,2026-02-10,0.854,0.557,1.35,8,30
SAT0001939,FIELD0136,2025-12-12,0.752,0.446,4.36,19,10
SAT0001940,FIELD0196,2025-06-13,0.536,0.715,4.87,51,30
SAT0001941,FIELD0141,2025-10-08,0.108,0.252,3.7,37,30
SAT0001942,FIELD0188,2025-10-20,0.66,0.424,5.84,76,20
SAT0001943,FIELD0179,2025-11-13,0.827,0.373,3.59,52,20
SAT0001944,FIELD0146,2025-03-02,0.348,0.643,0.97,18,30
SAT0001945,FIELD0079,2026-02-11,-0.062,-0.066,4.06,8,20
SAT0001946,FIELD0177,2025-12-17,-0.011,0.315,5.81,46,20
SAT0001947,FIELD0025,2025-11-17,0.448,0.166,1.87,47,10
SAT0001948,FIELD0061,2025-10-26,0.405,0.377,2.67,26,10
SAT0001949,FIELD0196,2026-01-23,0.157,0.751,4.55,54,30
SAT0001950,FIELD0145,2025-08-11,0.542,0,3.84,48,10
SAT0001951,FIELD0002,2025-12-16,0.626,0.567,3.45,6,20
SAT0001952,FIELD0057,2025-10-14,0.795,0.104,4.16,86,10
SAT0001953,FIELD0115,2025-11-13,0.879,0.448,1.84,57,10
SAT0001954,FIELD0030,2025-07-19,0.607,0.733,5.16,27,20
SAT0001955,FIELD0121,2025-10-16,0.829,0.21,4.88,80,10
SAT0001956,FIELD0028,2025-11-14,0.48,0.57,4.29,79,20
SAT0001957,FIELD0198,2025-06-26,0.406,0.7,3.57,24,10
SAT0001958,FIELD0030,2025-08-21,0.305,0.305,5.73,43,20
SAT0001959,FIELD0031,2025-03-16,0.201,0.447,3.22,40,20
SAT0001960,FIELD0125,2026-01-16,0.687,0.118,0.67,26,30
SAT0001961,FIELD0003,2025-10-21,0.277,0.602,5.08,75,30
SAT0001962,FIELD0007,2025-08-30,0.453,0.774,1.92,20,20
SAT0001963,FIELD0012,2025-05-31,0.477,0.451,0.97,26,10
SAT0001964,FIELD0190,2025-05-05,0.402,0.009,1.74,16,10
SAT0001965,FIELD0030,2025-08-14,0.045,0.127,0.53,7,30
SAT0001966,FIELD0076,2025-03-02,0.516,0.691,0.47,44,20
SAT0001967,FIELD0100,2025-09-25,-0.042,0.216,2.76,82,20
SAT0001968,FIELD0081,2025-07-13,0.251,-0.031,1.9,89,20
SAT0001969,FIELD0084,2025-07-07,0.496,-0.094,0.74,63,20
SAT0001970,FIELD0050,2026-01-12,-0.033,-0.039,5.45,36,30
SAT0001971,FIELD0008,2025-12-01,0.54,0.748,1.76,15,30
SAT0001972,FIELD0038,2025-10-26,0.007,0.441,3.06,4,20
SAT0001973,FIELD0118,2026-01-02,-0.018,-0.019,1.41,66,30
SAT0001974,FIELD0077,2025-04-22,0.393,-0.055,1.67,30,10
SAT0001975,FIELD0072,2026-01-31,0.287,0.797,2.5,61,10
SAT0001976,FIELD0032,2025-03-20,0.298,0.403,0.53,100,10
SAT0001977,FIELD0161,2025-03-20,0.869,0.618,5.09,14,20
SAT0001978,FIELD0142,2026-01-26,0.832,0.785,0.08,79,30
SAT0001979,FIELD0177,2025-11-17,0.426,0.251,4.73,46,30
SAT0001980,FIELD0184,2025-07-11,0.426,0.223,4.8,17,30
SAT0001981,FIELD0154,2025-03-06,0.862,0.318,5.81,25,20
SAT0001982,FIELD0149,2025-08-20,0.711,0.183,2.59,9,30
SAT0001983,FIELD0018,2025-08-27,0.488,0.453,3.31,85,20
SAT0001984,FIELD0138,2025-11-26,0.875,0.041,5.92,47,10
SAT0001985,FIELD0131,2025-06-13,-0.092,0.195,3.62,86,30
SAT0001986,FIELD0194,2025-10-30,0.219,0.168,4.48,72,10
SAT0001987,FIELD0040,2025-03-03,0.725,-0.044,3.79,56,10
SAT0001988,FIELD0042,2025-03-27,0.448,0.247,2.52,76,30
SAT0001989,FIELD0101,2025-10-12,0.437,0.339,3.29,41,30
SAT0001990,FIELD0177,2026-02-03,0.152,0.036,3.89,58,30
SAT0001991,FIELD0055,2025-05-21,0.105,0.7,5.92,1,30
SAT0001992,FIELD0063,2025-10-20,0.58,0.485,5.43,37,30
SAT0001993,FIELD0085,2025-11-04,0.004,0.059,5.11,35,10
SAT0001994,FIELD0196,2026-02-02,0.357,0.248,4.37,48,10
SAT0001995,FIELD0182,2025-12-18,0.096,0.492,2.74,13,20
SAT0001996,FIELD0199,2026-01-24,0.254,0.091,1.05,96,30
SAT0001997,FIELD0097,2025-10-02,0.529,0.114,1.96,7,30
SAT0001998,FIELD0093,2025-04-02,0.402,0.253,4.49,95,30
SAT0001999,FIELD0020,2025-12-18,0.166,0.533,2.55,91,10
SAT0002000,FIELD0065,2025-04-26,-0.069,0.517,3.82,22,30
SAT0002001,FIELD0044,2026-01-12,0.498,0.688,3.18,42,20
SAT0002002,FIELD0052,2025-09-26,-0.088,0.61,5.47,72,30
SAT0002003,FIELD0139,2025-12-24,0.203,0.293,5.9,20,10
SAT0002004,FIELD0045,2025-03-30,-0.013,0.023,1.53,88,20
SAT0002005,FIELD0097,2025-05-05,0.407,0.445,3.64,4,20
SAT0002006,FIELD0057,2026-01-25,0.555,0.138,2.84,57,30
SAT0002007,FIELD0184,2025-05-04,0.704,0.678,4.74,69,20
SAT0002008,FIELD0071,2025-09-06,0.569,0.543,3.87,99,30
SAT0002009,FIELD0091,2025-09-25,0.852,0.457,4.4,36,10
SAT0002010,FIELD0036,2025-08-05,0.581,0.353,3.53,64,10
SAT0002011,FIELD0061,2025-11-14,0.448,0.412,2.8,86,20
SAT0002012,FIELD0170,2025-08-30,-0.098,0.2,5.11,36,20
SAT0002013,FIELD0074,2025-12-02,0.592,-0.054,2.35,10,20
SAT0002014,FIELD0153,2025-06-28,0.63,0.666,5.67,18,10
SAT0002015,FIELD0105,2025-09-12,0.537,0.006,3.95,77,30
SAT0002016,FIELD0111,2025-12-11,-0.061,0.724,1.26,40,30
SAT0002017,FIELD0163,2025-08-31,0.245,0.557,5.88,47,10
SAT0002018,FIELD0134,2025-06-14,0.009,-0.027,3.27,36,10
SAT0002019,FIELD0102,2025-04-13,0.896,0.533,4.6,11,20
SAT0002020,FIELD0089,2025-12-12,0.284,0.257,5.78,87,10
SAT0002021,FIELD0039,2026-01-15,-0.022,0.023,0.34,6,30
SAT0002022,FIELD0165,2026-01-12,0.208,0.243,1.04,21,10
SAT0002023,FIELD0125,2025-08-07,0.302,0.55,3.16,52,20
SAT0002024,FIELD0058,2025-10-20,0.739,0.176,1.3,13,10
SAT0002025,FIELD0063,2026-01-02,0.165,0.451,2.34,59,30
SAT0002026,FIELD0054,2025-11-27,-0.097,0.417,1.71,89,10
SAT0002027,FIELD0175,2025-04-16,0.005,0.698,2.09,95,30
SAT0002028,FIELD0030,2025-07-06,0.638,-0.043,3.07,50,10
SAT0002029,FIELD0176,2025-06-27,0.877,0.51,2.33,37,20
SAT0002030,FIELD0008,2025-08-03,0.058,0.287,3.69,51,20
SAT0002031,FIELD0070,2025-08-14,0.521,0.1,0.95,91,20
SAT0002032,FIELD0027,2025-11-13,0.589,0.794,5.85,4,10
SAT0002033,FIELD0017,2026-01-12,0.268,-0.072,5.53,57,10
SAT0002034,FIELD0097,2025-05-29,0.15,0.32,1.41,21,30
SAT0002035,FIELD0135,2025-12-29,0.898,0.708,1.64,96,30
SAT0002036,FIELD0131,2025-05-03,0.357,-0.031,0.88,26,10
SAT0002037,FIELD0008,2025-11-25,0.043,0.13,4.47,77,10
SAT0002038,FIELD0073,2025-03-18,0.742,0.455,1.22,99,30
SAT0002039,FIELD0134,2026-01-21,0.274,-0.007,4.92,8,10
SAT0002040,FIELD0052,2025-06-10,0.157,0.288,2.26,55,20
SAT0002041,FIELD0116,2025-10-22,0.22,0.489,0.32,59,10
SAT0002042,FIELD0123,2026-01-02,0.237,0.698,1.54,77,10
SAT0002043,FIELD0128,2025-07-19,-0.094,0.247,5.5,36,20
SAT0002044,FIELD0065,2025-12-09,0.278,0.452,4.06,84,20
SAT0002045,FIELD0190,2025-03-04,0.821,0.09,2.06,65,30
SAT0002046,FIELD0192,2025-12-03,-0.007,0.096,1.97,69,20
SAT0002047,FIELD0158,2026-01-27,0.168,0.573,1.57,91,10
SAT0002048,FIELD0178,2025-06-04,0.699,0.113,3.03,54,20
SAT0002049,FIELD0109,2025-04-24,0.852,0.539,0.38,68,20
SAT0002050,FIELD0109,2025-08-29,0.824,0.056,2.29,24,20
SAT0002051,FIELD0091,2025-03-26,0.318,0.704,1.36,40,30
SAT0002052,FIELD0191,2025-07-31,0.414,-0.063,4.36,22,20
SAT0002053,FIELD0015,2025-04-02,0.43,0.718,4.48,19,30
