record_id,field_id,date,temp_max_c,temp_min_c,precipitation_mm,humidity_percent,wind_speed_kmh,solar_radiation_wm2
WH0001659,FIELD0200,2025-07-09,30.9,2.7,6.2,85,22.9,711
WH0001660,FIELD0036,2025-11-19,32.4,12.9,11.8,48,7.8,391
WH0001661,FIELD0032,2025-11-24,28.4,15.4,45,83,8.6,421
WH0001662,FIELD0079,2025-08-18,39.6,9.1,43.3,50,24.5,524
WH0001663,FIELD0106,2025-08-15,36.2,11.2,2.1,72,34.2,405
WH0001664,FIELD0079,2025-05-13,26.3,16.4,13.2,46,10.9,149
WH0001665,FIELD0178,2025-04-15,24.7,14.6,22.4,51,29.2,437
WH0001666,FIELD0189,2025-07-30,38.5,1.7,43.5,87,22,352
WH0001667,FIELD0078,2025-05-01,14,0.4,18,31,18.1,267
WH0001668,FIELD0160,2025-03-13,14.4,8.4,28.5,48,5.4,176
WH0001669,FIELD0115,2025-05-18,14.5,-4.3,40.1,88,36.4,736
WH0001670,FIELD0164,2025-04-19,10.9,4.4,32.3,82,0.2,351
WH0001671,FIELD0105,2025-07-29,26,20,0.3,49,36.4,732
WH0001672,FIELD0078,2025-03-28,12.2,-3.2,29.3,42,33.3,376
WH0001673,FIELD0017,2025-10-21,34.9,-3.5,15.7,49,26.9,158
WH0001674,FIELD0119,2025-03-14,24.4,-1.5,15.5,91,20.9,526
WH0001675,FIELD0147,2025-12-11,28.5,2.5,27.8,66,17.2,327
WH0001676,FIELD0130,2025-10-15,14.1,3.1,16.5,83,30.5,310
WH0001677,FIELD0179,2025-10-29,15.3,-0.9,18.8,93,34.8,66
WH0001678,FIELD0081,2025-02-10,39.9,28.3,49.4,58,30.5,746
WH0001679,FIELD0007,2025-06-19,39.1,22.6,42.9,72,29.9,110
WH0001680,FIELD0066,2025-10-17,26.9,-4.7,17.2,43,37,686
WH0001681,FIELD0113,2025-12-16,16.9,5.2,36.4,31,9.1,272
WH0001682,FIELD0017,2025-09-07,22.7,11.6,40,42,4.8,448
WH0001683,FIELD0148,2025-02-11,18.3,-0.3,17.4,95,9.4,54
WH0001684,FIELD0031,2025-06-05,22.8,-2.7,5.5,37,28.4,765
WH0001685,FIELD0024,2025-01-02,15.3,6.9,1.9,54,35.6,166
WH0001686,FIELD0067,2025-08-22,23.5,7.1,22.7,58,11.8,296
WH0001687,FIELD0112,2025-06-09,33,11,4.2,56,15.6,198
WH0001688,FIELD0164,2025-03-19,32.3,6.6,5.5,85,25.1,422
WH0001689,FIELD0022,2025-10-28,17.4,-3.9,24.8,40,16.4,106
WH0001690,FIELD0004,2025-03-25,23.3,13.5,15.3,47,35.2,373
WH0001691,FIELD0058,2025-02-13,19.7,2.3,32.4,55,20.6,683
WH0001692,FIELD0088,2025-02-24,10.8,0.6,19.2,45,11.4,369
WH0001693,FIELD0170,2025-10-04,35.4,-3.4,42.4,69,0.3,624
WH0001694,FIELD0187,2025-04-07,31.1,3.2,31,80,1.9,64
WH0001695,FIELD0022,2025-10-14,20.4,-3.8,19.2,61,25.3,747
WH0001696,FIELD0140,2025-11-01,26.9,16.6,33,47,12.9,127
WH0001697,FIELD0114,2025-07-11,35.4,3.8,3.4,33,39.4,209
WH0001698,FIELD0004,2026-01-03,13.1,3.5,0.3,56,3.9,538
WH0001699,FIELD0184,2025-08-19,32.9,13.5,1.2,83,37.8,252
WH0001700,FIELD0147,2025-09-25,19.6,-1.4,22.7,79,15.5,556
WH0001701,FIELD0077,2025-01-26,16.7,-2.9,20.8,95,14.7,286
WH0001702,FIELD0034,2025-09-27,30.9,11.2,11.3,41,19.8,529
WH0001703,FIELD0001,2025-08-14,11.3,-3.9,15.3,82,15,616
WH0001704,FIELD0039,2025-04-23,19.1,7.2,33.2,95,18.3,127
WH0001705,FIELD0044,2025-10-25,13.8,0,44.8,86,18.7,50
WH0001706,FIELD0068,2025-10-17,20.6,14.4,24.8,88,11.8,279
WH0001707,FIELD0103,2025-10-28,32.2,3.1,41.5,62,9.8,95
WH0001708,FIELD0099,2025-09-26,17.1,5.5,45.5,47,16.5,475
WH0001709,FIELD0199,2026-01-29,18,7,3.8,65,2.7,661
WH0001710,FIELD0097,2025-05-22,39.7,30,8.7,42,17.5,225
WH0001711,FIELD0065,2025-01-08,16.3,-4.5,28.5,93,3.4,143
WH0001712,FIELD0118,2025-05-26,18.5,0.2,16.7,64,2.7,619
WH0001713,FIELD0052,2025-03-01,35.9,10.3,6.1,78,11.5,189
WH0001714,FIELD0027,2026-02-04,21.4,2.6,7.2,78,18.4,330
WH0001715,FIELD0033,2025-10-20,25.9,2.1,37.5,37,14.3,735
WH0001716,FIELD0089,2026-01-12,32.3,0.5,43.6,38,24.2,629
WH0001717,FIELD0091,2025-10-14,32,21.5,18.6,39,28.8,243
WH0001718,FIELD0168,2025-04-27,19.8,-3.6,20,68,39.4,244
WH0001719,FIELD0170,2025-05-12,10.2,4.1,25.4,69,38.5,63
WH0001720,FIELD0099,2025-11-27,19.6,9.5,21.6,67,35.5,190
WH0001721,FIELD0150,2025-11-23,18.5,-4,13.7,59,30.4,122
WH0001722,FIELD0047,2025-05-16,13.6,-1.9,48.1,43,24,53
WH0001723,FIELD0059,2025-10-28,24,17,44.4,78,25.2,333
WH0001724,FIELD0033,2025-01-31,12.4,-1.2,38.8,75,37.1,464
WH0001725,FIELD0010,2025-10-23,13.8,-4.5,48.1,62,38.6,300
WH0001726,FIELD0129,2025-03-06,35.5,20.4,27.5,74,0.8,369
WH0001727,FIELD0144,2025-10-11,31.9,13.7,11.2,61,17.8,795
WH0001728,FIELD0016,2025-07-29,32.7,9.2,20.5,85,2.7,448
WH0001729,FIELD0003,2025-03-21,20.6,15.2,47.5,83,3.8,431
WH0001730,FIELD0158,2025-11-13,35.9,4.7,33.4,71,38.9,93
WH0001731,FIELD0091,2025-10-03,39.1,2.8,23.3,86,13.2,789
WH0001732,FIELD0018,2025-02-21,39.4,14.1,47.5,40,17,409
WH0001733,FIELD0134,2025-11-26,15.3,8,24.6,70,0.8,690
WH0001734,FIELD0150,2026-01-07,34.2,5.2,25.2,66,4.5,390
WH0001735,FIELD0067,2026-01-10,34.5,5.3,4.2,85,31.4,792
WH0001736,FIELD0116,2025-05-26,11.2,4.7,34.7,43,17.3,338
WH0001737,FIELD0176,2025-12-04,13.9,7.9,23.7,46,19.3,482
WH0001738,FIELD0042,2025-06-02,33.7,21.7,43.6,75,29.1,411
WH0001739,FIELD0095,2025-06-03,36.7,10.6,41.3,72,3.3,619
WH0001740,FIELD0140,2025-03-18,11,0.7,25.8,39,23.3,552
WH0001741,FIELD0088,2025-11-08,33.4,26.8,45.7,44,20.3,485
WH0001742,FIELD0127,2025-08-11,30.5,-2.7,4.2,78,33.2,668
WH0001743,FIELD0012,2025-06-17,20.7,1.2,12.7,70,3.7,710
WH0001744,FIELD0006,2026-01-27,24.5,4.8,40.6,49,30.6,290
WH0001745,FIELD0117,2025-02-17,29.7,17.4,8.8,49,20.6,617
WH0001746,FIELD0076,2026-02-14,29.8,8.8,34.1,94,6.5,214
WH0001747,FIELD0160,2025-04-25,29.3,11.1,47,58,29.1,236
WH0001748,FIELD0085,2025-07-16,29.9,10.9,13.8,59,0.9,456
WH0001749,FIELD0118,2026-02-03,12.8,7.8,28.6,75,13.7,255
WH0001750,FIELD0191,2025-02-04,32.8,26.8,47.7,51,38.3,533
WH0001751,FIELD0152,2025-07-26,14.1,-0.6,19.1,66,1.6,71
WH0001752,FIELD0182,2025-03-03,27.2,10,3.2,47,4.3,782
WH0001753,FIELD0145,2025-01-06,31.4,0.8,48.5,90,21.1,758
WH0001754,FIELD0082,2025-11-08,11.8,-0.2,37.6,81,14.7,254
WH0001755,FIELD0060,2025-05-29,34.9,19.4,11.3,57,20.2,422
WH0001756,FIELD0092,2025-09-26,17.6,10.3,28.8,72,2,333
WH0001757,FIELD0088,2025-01-24,24.5,14.6,19.8,78,30.5,392
WH0001758,FIELD0068,2025-08-12,15.8,2.2,2.1,95,27,84
WH0001759,FIELD0120,2025-09-18,37.4,3.6,13.8,94,32.6,279
WH0001760,FIELD0094,2025-10-27,30.6,14.4,27.9,71,26.8,391
WH0001761,FIELD0198,2025-11-01,17.3,6.3,37.7,93,37.2,67
WH0001762,FIELD0180,2025-04-21,27.1,11.5,19.8,44,36.6,120
WH0001763,FIELD0083,2025-08-02,30.6,19.8,5.4,56,3,70
WH0001764,FIELD0178,2025-04-14,22.6,9.9,10.4,53,10.5,733
WH0001765,FIELD0190,2025-04-02,36,12.4,44.7,80,35.8,793
WH0001766,FIELD0185,2026-01-09,13.9,5.2,14.7,57,35.9,562
WH0001767,FIELD0148,2025-08-11,25.6,-3.7,5.3,86,38.6,63
WH0001768,FIELD0196,2026-01-06,22.2,8.9,43.4,34,19.3,399
WH0001769,FIELD0038,2025-01-24,24.7,10.6,8.7,34,28.3,520
WH0001770,FIELD0054,2025-10-09,30.6,13.5,12.4,66,10.7,478
WH0001771,FIELD0172,2025-06-26,10.1,3.1,19.5,58,33,332
WH0001772,FIELD0011,2025-10-27,13.7,1.5,7,92,6.7,418
WH0001773,FIELD0069,2025-09-18,39.2,2,20.9,49,22,180
WH0001774,FIELD0012,2025-04-10,35.4,-2.3,26.3,74,34.6,235
WH0001775,FIELD0146,2025-06-01,22.8,3.9,39.4,93,10.2,106
WH0001776,FIELD0065,2025-09-06,24.9,-4.1,11.6,52,12.7,714
WH0001777,FIELD0049,2025-09-27,12.2,-4.8,26.2,91,34.1,398
WH0001778,FIELD0140,2025-04-05,16.1,3.6,46.6,49,21.1,329
WH0001779,FIELD0101,2025-03-20,35.5,8.7,8.8,35,7.8,257
WH0001780,FIELD0109,2025-04-17,20.8,11,24,67,11.7,629
WH0001781,FIELD0179,2025-05-24,34,28.9,6.2,94,28.2,728
WH0001782,FIELD0028,2026-01-26,15.8,9,17.7,66,32.4,731
WH0001783,FIELD0085,2025-04-21,29.9,0.7,47.7,48,38.5,384
WH0001784,FIELD0051,2025-01-09,21.2,4.7,27.5,51,32.2,713
WH0001785,FIELD0091,2025-01-01,27.1,21.5,6.6,56,2.2,617
WH0001786,FIELD0037,2025-02-04,19,8.6,12.1,46,12.8,130
WH0001787,FIELD0002,2025-06-08,37.2,1.9,38.1,77,31.2,286
WH0001788,FIELD0188,2025-07-14,12.7,4.4,3.9,32,5.9,251
WH0001789,FIELD0038,2025-09-17,21.7,-0.8,17,60,38.2,153
WH0001790,FIELD0149,2025-05-16,20.5,12.8,46,48,19.6,347
WH0001791,FIELD0107,2025-02-13,31.7,16.7,46,44,16.2,169
WH0001792,FIELD0130,2025-06-13,21.4,0.5,31.1,52,36.5,241
WH0001793,FIELD0190,2026-01-10,25.3,15,26.5,92,9.9,488
WH0001794,FIELD0020,2025-03-27,28.1,17.8,2.2,79,23.6,596
WH0001795,FIELD0160,2025-01-11,25.3,5.8,23.2,73,24.4,262
WH0001796,FIELD0102,2025-01-14,16.3,5.9,23.7,45,4.7,95
WH0001797,FIELD0006,2025-08-19,19.3,14,14.5,61,11.9,185
WH0001798,FIELD0178,2026-02-13,14.8,-0.6,37.6,49,8.8,704
WH0001799,FIELD0062,2025-04-21,15.6,2.1,30.6,50,31.2,455
WH0001800,FIELD0007,2026-01-09,20.6,8.5,14,65,5.9,464
WH0001801,FIELD0159,2025-01-11,22.9,-1.2,12.6,71,34.6,620
WH0001802,FIELD0193,2025-09-28,29.1,23.6,9.4,64,5.8,437
WH0001803,FIELD0127,2026-02-08,31.6,21,48.4,55,17.3,67
WH0001804,FIELD0039,2025-07-03,21.8,10.5,3.5,68,33.3,672
WH0001805,FIELD0139,2025-08-05,13.3,7.8,36.7,79,24.6,446
WH0001806,FIELD0016,2025-09-17,29.6,18.2,44.6,50,18.5,316
WH0001807,FIELD0174,2025-09-19,19.1,8.7,22,78,19.2,453
WH0001808,FIELD0055,2025-01-22,23.6,1.7,25.2,79,5.9,558
WH0001809,FIELD0065,2025-08-07,22.5,10.5,43.7,54,35.7,794
WH0001810,FIELD0121,2025-08-15,36.4,5,32.1,90,33.8,641
WH0001811,FIELD0185,2025-10-11,23.1,0.2,40,42,10.2,179
WH0001812,FIELD0134,2025-01-23,32.1,-2.3,48.7,86,1.5,537
WH0001813,FIELD0036,2025-04-10,11.6,-0.6,24.2,81,30.5,689
WH0001814,FIELD0050,2025-06-22,20.5,-0.1,2,56,17.7,416
WH0001815,FIELD0175,2025-11-19,17.6,5.4,6.9,38,32.3,456
WH0001816,FIELD0001,2025-01-15,22.5,2.6,34.7,77,15,777
WH0001817,FIELD0024,2025-12-18,31.4,12.7,12.2,77,4.1,462
WH0001818,FIELD0011,2025-01-22,34.3,-3,26.6,45,35.3,263
WH0001819,FIELD0163,2025-10-24,25.8,14.8,37.4,82,13.9,51
WH0001820,FIELD0156,2026-01-11,29.5,7.1,2.3,93,21.5,184
WH0001821,FIELD0130,2025-01-24,18.4,4.6,11.9,69,0.1,621
WH0001822,FIELD0052,2025-10-28,11.8,-0.3,44.1,61,26.4,780
WH0001823,FIELD0195,2025-04-18,11,-2.5,0.1,89,4.7,237
WH0001824,FIELD0182,2025-08-05,30.8,1.5,49.8,95,29.5,321
WH0001825,FIELD0167,2025-02-26,14,-2.9,11.4,36,24.3,216
WH0001826,FIELD0023,2025-10-16,17.4,7,38.5,90,22.7,620
WH0001827,FIELD0088,2025-02-12,20,-3.5,9.1,63,15,764
WH0001828,FIELD0171,2025-04-01,16.7,-2.1,23.2,70,2.5,797
WH0001829,FIELD0074,2025-01-08,39.8,22.4,7.1,66,6.9,378
WH0001830,FIELD0045,2026-02-10,22.1,3.6,17.2,94,25.6,546
WH0001831,FIELD0119,2025-03-31,37.1,17.7,7.6,84,1.3,80
WH0001832,FIELD0161,2025-11-13,28.3,3.2,27.9,53,2.4,671
WH0001833,FIELD0114,2025-11-22,31.3,8.4,38.3,35,24.4,755
WH0001834,FIELD0137,2025-12-14,14.4,6.3,12.6,37,20.7,788
WH0001835,FIELD0053,2025-01-12,12.4,6.4,36.1,68,7.1,209
WH0001836,FIELD0119,2025-12-23,24.8,2.6,3,34,39.4,712
WH0001837,FIELD0184,2026-01-09,38.1,16.9,32.7,90,28.8,609
WH0001838,FIELD0029,2025-09-16,33.4,24.9,42,61,24.9,557
WH0001839,FIELD0081,2025-10-24,11.1,4.9,13.3,65,31.5,583
WH0001840,FIELD0057,2025-12-15,36.5,19.5,40.9,68,35.9,346
WH0001841,FIELD0080,2026-02-02,16.3,-0.7,20,39,31.1,427
WH0001842,FIELD0107,2025-08-09,15.3,-2.8,23.2,51,36.6,253
WH0001843,FIELD0024,2025-10-10,33,3.2,46.1,52,38.7,312
WH0001844,FIELD0065,2025-02-02,35.6,22.8,9.4,71,6.3,286
WH0001845,FIELD0048,2025-02-03,23.2,2,25.2,51,32.7,681
WH0001846,FIELD0009,2025-05-11,26.8,13,8.4,52,30.4,667
WH0001847,FIELD0137,2026-01-10,29.1,13.8,15.6,51,32.1,773
WH0001848,FIELD0162,2026-01-29,10.4,4.8,9.4,61,11.6,478
WH0001849,FIELD0191,2025-02-24,20.2,3.1,15.5,37,7.1,120
WH0001850,FIELD0045,2025-07-06,37,13,33.1,68,22.4,784
WH0001851,FIELD0155,2025-01-05,22.3,4.6,14.3,48,29.5,255
WH0001852,FIELD0153,2025-01-07,12.7,3.5,10.2,30,27.7,180
WH0001853,FIELD0105,2025-09-25,39.2,25.8,37.9,84,38.1,684
WH0001854,FIELD0067,2026-01-20,10.7,-3.7,15.5,82,20.2,687
WH0001855,FIELD0188,2025-12-13,29.3,5.1,16.1,71,0.7,563
WH0001856,FIELD0125,2025-05-10,15.8,8.4,3.4,85,1.5,480
WH0001857,FIELD0189,2025-12-09,37,24.6,31.8,77,7.8,760
WH0001858,FIELD0155,2025-03-05,18.8,8.7,18.2,56,23.5,308
WH0001859,FIELD0052,2026-01-08,38.7,0.5,31.8,48,31.6,703
WH0001860,FIELD0067,2025-06-21,34.3,11.4,13,72,13.3,661
WH0001861,FIELD0016,2025-03-23,38.9,25.1,8,48,9.1,662
WH0001862,FIELD0102,2025-03-31,14.5,-0.9,14.7,49,21.7,399
WH0001863,FIELD0101,2025-05-21,31.1,8.5,44.9,66,9.8,271
WH0001864,FIELD0007,2025-10-27,39.5,31.4,27.2,30,12.8,470
WH0001865,FIELD0019,2025-07-25,34,12.5,3.7,85,22.2,784
WH0001866,FIELD0184,2025-11-10,17.5,4.5,30.4,46,29.3,560
WH0001867,FIELD0109,2025-02-26,16.3,6.4,33,71,15.7,136
WH0001868,FIELD0144,2025-03-28,25.2,-2.9,24.3,80,32.4,720
WH0001869,FIELD0001,2025-08-23,31,19.4,15,30,18,464
WH0001870,FIELD0049,2025-11-30,16.4,1.4,13.8,42,27.2,394
WH0001871,FIELD0021,2025-10-02,26.7,14.3,23.6,51,13.2,91
WH0001872,FIELD0128,2025-10-27,14.6,9.4,44.7,51,13.9,743
WH0001873,FIELD0058,2025-04-30,34.3,-2.8,46.6,78,33.2,589
WH0001874,FIELD0046,2025-08-08,30.4,16.5,5.6,54,25.1,292
WH0001875,FIELD0046,2026-02-13,12.5,2.1,3.2,90,16.2,257
WH0001876,FIELD0102,2025-06-22,34.3,15.1,10.4,48,2.5,588
WH0001877,FIELD0082,2026-01-19,27.4,0.8,50,83,35.5,320
WH0001878,FIELD0130,2025-08-16,30.2,8.6,26.6,76,0.4,733
WH0001879,FIELD0038,2025-08-27,25.1,14.1,38.8,86,11.6,325
WH0001880,FIELD0139,2025-01-14,12.5,2.6,29,44,28.6,591
WH0001881,FIELD0142,2025-01-13,16.6,4.9,2.5,45,13,231
WH0001882,FIELD0189,2025-08-09,24.1,-4,1.5,39,2.5,769
WH0001883,FIELD0195,2025-07-12,33,2,8.9,68,8.6,99
WH0001884,FIELD0175,2025-04-01,24.5,6.8,14.5,87,25.1,680
WH0001885,FIELD0132,2025-10-13,17.3,10.9,23,82,0.6,630
WH0001886,FIELD0195,2025-05-25,12.9,-2.1,28.3,67,18,338
WH0001887,FIELD0131,2025-09-03,31.9,-4.6,15.6,39,10.6,717
WH0001888,FIELD0046,2025-11-23,20,0.9,19.5,63,22.3,434
WH0001889,FIELD0153,2025-11-03,38.9,32.7,6.5,49,25.6,195
WH0001890,FIELD0011,2025-12-01,40,1.3,18,57,9.1,529
WH0001891,FIELD0058,2025-11-26,31.5,4.3,46.9,36,23.3,399
WH0001892,FIELD0091,2025-07-04,17.8,10.1,44.5,50,11.5,101
WH0001893,FIELD0015,2025-06-27,24.6,12.2,11.8,85,2.5,246
WH0001894,FIELD0137,2025-03-25,36.5,31.3,10.8,69,6.5,517
WH0001895,FIELD0141,2026-01-27,38.2,20.4,46.1,61,0.5,278
WH0001896,FIELD0031,2025-02-01,27.7,6.5,3.7,76,20.5,276
WH0001897,FIELD0004,2025-01-24,40,-1.4,35.9,58,35.4,187
WH0001898,FIELD0061,2025-08-19,35.9,17.7,21.6,56,15.7,558
WH0001899,FIELD0021,2025-05-26,21,-1.2,30.8,84,21.3,640
WH0001900,FIELD0162,2025-06-19,20.4,2.7,7.5,91,22.1,436
WH0001901,FIELD0112,2025-05-11,34.4,26.4,28.8,44,37.9,583
WH0001902,FIELD0155,2025-04-07,14.4,7.5,7,88,37.1,800
WH0001903,FIELD0015,2025-01-29,24.8,-2.5,30,86,13.8,578
WH0001904,FIELD0183,2025-11-11,36.7,5.1,36.9,34,5.1,544
WH0001905,FIELD0103,2025-02-26,25.7,-1.4,45.2,33,26.7,259
WH0001906,FIELD0100,2026-01-02,34.8,15.6,13.1,89,13.2,795
WH0001907,FIELD0060,2025-10-06,12.7,-3,25.9,73,9.7,347
WH0001908,FIELD0169,2026-01-22,19.4,8.1,10.3,58,22.2,248
WH0001909,FIELD0091,2025-01-23,27.8,10.7,28.6,74,5.6,114
WH0001910,FIELD0036,2025-05-16,32.1,-1.4,5.3,61,26,471
WH0001911,FIELD0103,2026-02-06,10.1,1.5,44.1,36,7.5,79
WH0001912,FIELD0119,2025-09-24,25.2,16.3,2.1,74,20.6,449
WH0001913,FIELD0120,2025-10-10,29.5,15.9,7.5,92,3.6,209
WH0001914,FIELD0016,2025-02-05,14.1,-1.8,1.4,50,32.7,648
WH0001915,FIELD0009,2025-01-04,22.5,-3.9,46.2,70,15,343
WH0001916,FIELD0024,2025-06-25,37.8,15.4,37.1,43,23.5,766
WH0001917,FIELD0170,2025-02-15,17.1,7,9.6,45,22,340
WH0001918,FIELD0086,2025-09-17,33.6,7.6,29.5,84,36,509
WH0001919,FIELD0108,2025-10-07,16.2,-0.1,45.3,53,33.6,728
WH0001920,FIELD0166,2025-11-13,26.9,3.5,36.3,84,20.6,186
WH0001921,FIELD0027,2025-04-14,32.1,0.8,35.2,62,26.4,442
WH0001922,FIELD0133,2025-11-16,17.5,-2.4,11.8,31,0.9,155
WH0001923,FIELD0111,2025-09-08,24,2.9,27.4,69,33.3,186
WH0001924,FIELD0005,2025-10-06,34.2,7.3,47.4,76,16.2,278
WH0001925,FIELD0121,2025-08-31,11.7,2.1,26.4,44,20.8,366
WH0001926,FIELD0180,2025-12-14,38.8,12.1,32.7,61,23.4,121
WH0001927,FIELD0039,2025-02-27,18.2,-0.3,39,32,3.8,290
WH0001928,FIELD0189,2025-10-20,20.3,11.1,46,44,25.3,537
WH0001929,FIELD0173,2025-08-23,38.5,14.1,2.8,74,32.8,794
WH0001930,FIELD0195,2025-05-21,18.1,-2.1,34.8,70,5.5,348
WH0001931,FIELD0156,2025-10-07,38.5,8,15.9,89,24.2,414
WH0001932,FIELD0175,2025-06-09,27.1,16.3,26,36,4.8,153
WH0001933,FIELD0154,2025-05-21,13,-3.9,11.6,31,14.4,342
WH0001934,FIELD0180,2025-01-10,36.4,20.2,24.5,67,20.6,354
WH0001935,FIELD0149,2025-09-08,27.1,-2.6,41,35,19.2,190
WH0001936,FIELD0184,2025-09-05,27,3.8,45.3,44,26.5,525
WH0001937,FIELD0035,2025-02-25,16.6,8.5,42.4,35,38.9,617
WH0001938,FIELD0089,2025-07-25,16.1,-2,13,55,9.8,464
WH0001939,FIELD0137,2025-01-08,20.6,12.6,2.7,84,14.4,279
WH0001940,FIELD0146,2025-02-13,38.4,24.2,40.2,42,10.9,315
WH0001941,FIELD0090,2025-12-02,11.9,-3.5,21.9,93,14.6,506
WH0001942,FIELD0029,2025-09-09,23.9,7.3,26.3,44,17.5,83
WH0001943,FIELD0179,2025-10-10,21.2,-4.6,25.7,78,25.3,402
WH0001944,FIELD0017,2026-01-04,20.8,-3.4,28.7,38,10.6,364
WH0001945,FIELD0098,2025-09-24,21,2.2,23,76,25.6,160
WH0001946,FIELD0043,2025-12-10,37.5,-1.3,11.8,40,18.7,684
WH0001947,FIELD0175,2025-07-07,23.8,11.2,37.4,54,18.1,105
WH0001948,FIELD0087,2025-10-08,20.4,9.4,31.3,76,17.1,325
WH0001949,FIELD0070,2025-12-17,16.9,2.1,33.9,70,26.5,784
WH0001950,FIELD0026,2025-09-06,26.3,0.4,7.3,77,30.1,771
WH0001951,FIELD0125,2025-10-22,30.1,0.5,29.8,91,22.5,264
WH0001952,FIELD0199,2026-01-13,31.4,22.8,14.5,75,8.7,672
WH0001953,FIELD0038,2025-01-11,26.5,2.9,47.2,62,11.1,375
WH0001954,FIELD0050,2025-04-17,23.5,-0.4,29.8,53,6.2,453
WH0001955,FIELD0183,2025-06-26,12,6,4,35,32,52
WH0001956,FIELD0079,2025-10-19,36,-0.9,7,36,4.3,672
WH0001957,FIELD0133,2025-12-01,12.3,3.3,36.1,43,32.7,737
WH0001958,FIELD0010,2025-11-01,15.1,-1.4,12.1,68,30,300
WH0001959,FIELD0097,2025-10-30,25.7,-3.5,34.7,82,6.6,287
WH0001960,FIELD0057,2025-10-13,18.2,9.3,40.7,69,27.3,328
WH0001961,FIELD0143,2025-11-04,36.3,24.7,48.2,84,39.3,420
WH0001962,FIELD0182,2025-06-26,30.2,9.4,3.3,76,29.7,724
WH0001963,FIELD0065,2025-04-22,28.9,14,6.3,58,27.4,732
WH0001964,FIELD0106,2026-02-02,33.5,7,2.6,43,30.7,241
WH0001965,FIELD0180,2025-07-30,29,13.1,4.3,57,22.9,756
WH0001966,FIELD0087,2025-01-26,10.6,-1.5,13.5,64,13.2,103
WH0001967,FIELD0127,2026-01-30,17.9,-1.2,28.2,56,6.6,381
WH0001968,FIELD0114,2025-02-19,12.8,1.3,31.7,54,36.6,494
WH0001969,FIELD0009,2025-11-02,18.5,7.4,26.8,71,5.9,613
WH0001970,FIELD0032,2025-11-28,36,30.7,10.6,57,24.8,626
WH0001971,FIELD0088,2026-02-08,19,2.9,35.3,67,19.4,768
WH0001972,FIELD0174,2025-08-14,11.6,-4.6,44.3,42,28.7,192
WH0001973,FIELD0076,2025-10-21,13.3,4.8,23.2,75,33.4,686
WH0001974,FIELD0100,2025-12-27,23.3,16.8,29.8,58,36.2,181
WH0001975,FIELD0090,2025-02-05,32.9,17.3,47.3,92,12.4,742
WH0001976,FIELD0062,2025-02-26,15.1,9,43.1,95,13.8,462
WH0001977,FIELD0028,2025-08-21,20.4,3.7,36.7,94,37.8,509
WH0001978,FIELD0023,2025-01-15,34.7,-4.2,1.7,71,2.5,528
WH0001979,FIELD0042,2025-03-04,13.4,-2,6.7,53,17.1,758
WH0001980,FIELD0103,2025-10-12,22,-1.7,42.3,57,35,609
WH0001981,FIELD0023,2026-01-16,28.4,17.9,49.8,34,21,166
WH0001982,FIELD0161,2025-06-17,20.7,12.2,11.6,67,27.1,594
WH0001983,FIELD0014,2025-07-31,37.6,23.6,4.1,51,25.2,525
WH0001984,FIELD0071,2025-04-05,20.8,7.1,32.5,47,22.3,610
WH0001985,FIELD0157,2025-02-26,11.9,-0.1,38.7,74,27.6,331
WH0001986,FIELD0043,2025-07-29,35.5,-4.3,25,46,33,449
WH0001987,FIELD0134,2025-03-19,16.5,1.5,41.2,69,18.5,195
WH0001988,FIELD0146,2025-09-21,31.6,15.4,35.3,72,8.5,761
WH0001989,FIELD0001,2026-01-24,36.8,12.8,49.1,81,29.5,777
WH0001990,FIELD0175,2025-12-25,34.9,29.8,42.7,90,34.5,480
WH0001991,FIELD0003,2025-05-05,38.5,4.2,16.8,63,0.6,655
WH0001992,FIELD0082,2026-01-06,35,19.8,37,75,24,279
WH0001993,FIELD0077,2025-10-08,38.4,28.5,31.7,72,15.9,293
WH0001994,FIELD0193,2025-03-12,37.4,7.7,4.2,31,23.2,288
WH0001995,FIELD0187,2025-08-15,34.7,15.5,23.4,79,2.2,260
WH0001996,FIELD0019,2025-10-20,20.4,-2.4,46.9,47,13.8,150
WH0001997,FIELD0176,2026-01-30,21.1,7,12.9,84,34.4,568
WH0001998,FIELD0044,2025-02-17,10.9,3.3,5.4,94,5.5,586
WH0001999,FIELD0128,2025-01-19,15,9.8,2.5,42,26.6,671
WH0002000,FIELD0104,2025-10-17,17.6,12.5,20.2,65,36.6,129
WH0002001,FIELD0181,2025-11-25,30.7,20.6,3.4,80,14.3,645
WH0002002,FIELD0003,2025-12-10,13.4,-0.1,26.6,32,2.7,316
WH0002003,FIELD0012,2025-11-20,16.7,7.4,9.2,53,38.1,513
WH0002004,FIELD0112,2025-09-14,29.2,0.2,49.2,34,17.6,79
WH0002005,FIELD0091,2025-03-10,30.5,16.4,3.3,89,32.3,138
WH0002006,FIELD0037,2025-07-10,38.4,23.1,7.7,72,13.2,394
WH0002007,FIELD0171,2026-01-11,20.9,-2.5,16.3,79,0.8,552
WH0002008,FIELD0108,2025-01-11,30.2,1,27.3,32,10.3,679
WH0002009,FIELD0001,2025-04-03,34.2,15.5,12.5,69,15.5,322
WH0002010,FIELD0139,2025-01-16,32.2,15.4,24.5,86,9.2,554
WH0002011,FIELD0022,2025-04-23,31.7,8,6.8,59,31.1,156
