inspection_id,batch_id,inspector_id,inspection_time,sample_size,defects_found,defect_type,passed
INS0000303,BATCH000891,QC3,2025-06-06T19:07:10.962Z,31,5,surface_scratch,N
INS0000304,BATCH000790,QC2,2025-08-28T06:01:25.742Z,29,0,none,Y
INS0000305,BATCH001041,QC18,2025-10-11T10:00:09.357Z,47,5,surface_scratch,N
INS0000306,BATCH001886,QC3,2025-08-24T20:10:36.303Z,20,1,material_crack,Y
INS0000307,BATCH000715,QC20,2026-01-19T22:58:54.323Z,21,0,none,Y
INS0000308,BATCH000952,QC16,2026-01-31T05:17:26.758Z,33,0,none,Y
INS0000309,BATCH000872,QC20,2025-07-29T23:29:34.689Z,39,4,weld_defect,N
INS0000310,BATCH001690,QC8,2025-09-08T18:52:38.423Z,31,5,material_crack,N
INS0000311,BATCH001123,QC13,2025-11-02T19:59:26.417Z,25,0,none,Y
INS0000312,BATCH001774,QC2,2025-11-25T22:59:25.657Z,31,1,surface_scratch,Y
INS0000313,BATCH000926,QC15,2026-02-12T12:43:31.368Z,31,3,coating_defect,N
INS0000314,BATCH000982,QC6,2025-06-10T05:09:03.481Z,37,5,dimensional_error,N
INS0000315,BATCH001716,QC8,2025-06-25T15:53:54.210Z,31,0,none,Y
INS0000316,BATCH000729,QC16,2025-08-07T21:11:13.365Z,39,0,none,Y
INS0000317,BATCH000371,QC11,2025-11-20T13:22:35.597Z,46,4,coating_defect,N
INS0000318,BATCH000525,QC10,2025-12-21T08:03:06.899Z,42,5,dimensional_error,N
INS0000319,BATCH000344,QC13,2025-08-09T08:01:04.287Z,42,1,dimensional_error,Y
INS0000320,BATCH000428,QC2,2026-01-28T19:12:47.185Z,15,0,none,Y
INS0000321,BATCH001297,QC17,2025-10-22T20:26:55.835Z,15,3,material_crack,N
INS0000322,BATCH000127,QC1,2025-08-28T06:50:10.918Z,49,0,none,Y
INS0000323,BATCH001436,QC5,2025-10-20T18:44:13.870Z,17,3,coating_defect,N
INS0000324,BATCH000707,QC20,2025-12-25T00:57:46.255Z,29,5,surface_scratch,N
INS0000325,BATCH000937,QC14,2025-11-14T00:40:55.663Z,44,2,coating_defect,Y
INS0000326,BATCH001075,QC3,2025-12-13T22:25:36.318Z,49,1,weld_defect,Y
INS0000327,BATCH000564,QC11,2025-08-27T20:46:03.284Z,42,1,surface_scratch,Y
INS0000328,BATCH001841,QC4,2025-06-25T06:38:21.196Z,31,5,surface_scratch,N
INS0000329,BATCH000890,QC10,2025-06-10T22:29:28.213Z,27,4,surface_scratch,N
INS0000330,BATCH000429,QC4,2025-11-29T15:39:39.068Z,31,0,none,Y
INS0000331,BATCH000970,QC10,2026-01-06T15:34:15.460Z,29,4,coating_defect,N
INS0000332,BATCH000149,QC8,2025-10-14T18:11:20.577Z,43,5,surface_scratch,N
INS0000333,BATCH000548,QC12,2025-09-02T07:53:39.091Z,10,2,surface_scratch,Y
INS0000334,BATCH000049,QC5,2025-06-29T08:25:07.427Z,32,3,material_crack,N
INS0000335,BATCH000640,QC12,2025-12-26T22:51:39.741Z,50,1,dimensional_error,Y
INS0000336,BATCH000816,QC1,2025-08-26T06:41:52.632Z,21,3,weld_defect,N
INS0000337,BATCH001117,QC18,2026-01-18T20:03:19.172Z,21,5,surface_scratch,N
INS0000338,BATCH000732,QC13,2025-08-07T22:16:31.105Z,32,0,none,Y
INS0000339,BATCH001323,QC17,2025-08-21T04:58:25.785Z,34,5,weld_defect,N
INS0000340,BATCH000130,QC2,2026-01-18T06:08:05.137Z,17,3,coating_defect,N
INS0000341,BATCH001343,QC7,2025-08-14T11:46:20.036Z,44,0,none,Y
INS0000342,BATCH001427,QC4,2025-11-08T07:08:55.949Z,17,2,surface_scratch,Y
INS0000343,BATCH000708,QC7,2025-12-02T06:41:49.858Z,18,2,material_crack,Y
INS0000344,BATCH001119,QC13,2025-11-05T02:05:21.035Z,38,1,dimensional_error,Y
INS0000345,BATCH001183,QC3,2026-01-10T16:14:42.352Z,39,5,surface_scratch,N
INS0000346,BATCH000496,QC2,2025-08-16T06:18:02.788Z,13,2,surface_scratch,Y
INS0000347,BATCH001474,QC14,2025-06-10T05:47:47.684Z,23,5,dimensional_error,N
INS0000348,BATCH001285,QC4,2025-08-05T08:41:38.890Z,18,5,coating_defect,N
INS0000349,BATCH001839,QC4,2025-09-14T07:53:03.731Z,34,0,none,Y
INS0000350,BATCH000039,QC3,2025-06-21T13:18:49.835Z,29,4,weld_defect,N
INS0000351,BATCH000611,QC9,2025-12-27T03:34:47.509Z,29,0,none,Y
INS0000352,BATCH000077,QC19,2025-07-10T09:05:19.712Z,13,4,weld_defect,N
INS0000353,BATCH001960,QC7,2026-01-23T16:30:43.347Z,26,3,dimensional_error,N
INS0000354,BATCH001106,QC12,2025-06-01T06:38:56.027Z,50,0,none,Y
INS0000355,BATCH001919,QC11,2025-11-04T12:54:23.448Z,17,0,none,Y
INS0000356,BATCH000634,QC20,2025-09-21T03:41:26.848Z,10,3,weld_defect,N
INS0000357,BATCH001589,QC5,2025-06-13T17:02:52.810Z,24,5,surface_scratch,N
INS0000358,BATCH000931,QC14,2026-01-29T20:24:37.358Z,39,0,none,Y
INS0000359,BATCH000436,QC11,2026-01-25T00:01:05.350Z,25,2,coating_defect,Y
INS0000360,BATCH000454,QC8,2025-07-30T05:30:54.297Z,48,0,none,Y
INS0000361,BATCH000272,QC14,2025-11-02T04:44:01.584Z,45,4,surface_scratch,N
INS0000362,BATCH000019,QC10,2025-12-28T19:11:13.678Z,31,5,weld_defect,N
INS0000363,BATCH001952,QC7,2026-01-09T04:06:37.671Z,50,3,weld_defect,N
INS0000364,BATCH000471,QC5,2025-09-20T05:23:26.078Z,36,3,weld_defect,N
INS0000365,BATCH001064,QC18,2025-09-19T07:17:28.267Z,14,0,none,Y
INS0000366,BATCH000764,QC12,2026-01-26T02:51:23.352Z,35,2,dimensional_error,Y
INS0000367,BATCH001867,QC15,2026-02-01T18:55:00.873Z,18,3,material_crack,N
INS0000368,BATCH001248,QC9,2026-01-08T06:33:46.518Z,36,3,weld_defect,N
INS0000369,BATCH000933,QC4,2026-01-20T11:30:47.982Z,33,5,material_crack,N
INS0000370,BATCH001216,QC11,2025-12-05T11:07:09.652Z,13,4,weld_defect,N
INS0000371,BATCH001113,QC17,2025-08-10T20:33:13.711Z,18,5,surface_scratch,N
INS0000372,BATCH000148,QC13,2025-10-25T00:56:03.983Z,35,0,none,Y
INS0000373,BATCH000997,QC9,2025-08-30T21:11:21.202Z,26,4,dimensional_error,N
INS0000374,BATCH001746,QC15,2025-08-18T19:06:39.418Z,10,1,dimensional_error,Y
INS0000375,BATCH001900,QC3,2025-11-16T17:20:15.469Z,30,4,weld_defect,N
INS0000376,BATCH001695,QC17,2025-08-29T02:55:17.987Z,30,1,weld_defect,Y
INS0000377,BATCH000519,QC3,2025-09-06T20:39:20.312Z,12,1,dimensional_error,Y
INS0000378,BATCH001128,QC9,2025-10-16T11:44:13.433Z,21,3,weld_defect,N
INS0000379,BATCH001511,QC11,2025-06-10T15:36:19.769Z,49,4,coating_defect,N
INS0000380,BATCH000056,QC9,2025-09-21T15:07:19.990Z,33,3,weld_defect,N
INS0000381,BATCH001046,QC9,2026-01-21T05:30:51.617Z,35,3,coating_defect,N
INS0000382,BATCH000350,QC11,2026-01-13T08:29:04.547Z,12,2,coating_defect,Y
INS0000383,BATCH001075,QC12,2025-12-07T06:23:25.172Z,21,4,weld_defect,N
INS0000384,BATCH000674,QC17,2025-10-27T10:58:34.556Z,37,1,weld_defect,Y
INS0000385,BATCH000261,QC11,2025-11-07T14:18:11.668Z,12,5,dimensional_error,N
INS0000386,BATCH000631,QC15,2025-09-01T03:26:58.090Z,35,4,dimensional_error,N
INS0000387,BATCH001367,QC8,2026-01-16T18:31:23.998Z,20,3,surface_scratch,N
INS0000388,BATCH001670,QC6,2026-02-09T03:03:31.782Z,37,3,material_crack,N
INS0000389,BATCH001143,QC11,2025-06-30T19:49:10.849Z,47,4,material_crack,N
INS0000390,BATCH000272,QC5,2025-06-19T22:58:55.896Z,11,2,dimensional_error,Y
INS0000391,BATCH000604,QC16,2025-06-28T04:59:45.052Z,22,1,dimensional_error,Y
INS0000392,BATCH001640,QC18,2025-07-19T11:30:27.189Z,37,2,surface_scratch,Y
INS0000393,BATCH001737,QC6,2025-09-02T17:46:16.838Z,19,0,none,Y
INS0000394,BATCH000111,QC11,2025-06-19T00:06:41.004Z,39,1,dimensional_error,Y
INS0000395,BATCH000439,QC18,2025-12-04T18:24:38.713Z,18,3,surface_scratch,N
INS0000396,BATCH001732,QC18,2025-07-27T21:37:51.730Z,39,2,surface_scratch,Y
INS0000397,BATCH001276,QC12,2025-10-24T18:15:57.107Z,37,4,material_crack,N
INS0000398,BATCH000926,QC10,2026-02-06T20:57:02.639Z,20,0,none,Y
INS0000399,BATCH000023,QC7,2025-08-19T19:15:36.129Z,30,1,weld_defect,Y
INS0000400,BATCH000201,QC11,2025-10-25T09:42:27.854Z,18,2,material_crack,Y
INS0000401,BATCH000966,QC13,2026-02-13T12:10:13.018Z,24,1,coating_defect,Y
INS0000402,BATCH001290,QC20,2025-07-29T19:50:23.736Z,44,2,coating_defect,Y
INS0000403,BATCH000801,QC13,2026-01-24T19:31:38.657Z,21,4,weld_defect,N
INS0000404,BATCH000438,QC12,2025-08-16T23:31:15.341Z,48,0,none,Y
INS0000405,BATCH000760,QC6,2025-11-13T06:05:52.139Z,13,0,none,Y
INS0000406,BATCH000892,QC20,2026-02-06T09:04:22.647Z,16,2,coating_defect,Y
INS0000407,BATCH000068,QC7,2025-06-03T13:58:11.111Z,10,4,weld_defect,N
INS0000408,BATCH001460,QC3,2026-01-03T22:58:59.893Z,29,0,none,Y
INS0000409,BATCH001235,QC5,2026-01-09T05:55:37.291Z,34,5,dimensional_error,N
INS0000410,BATCH000623,QC13,2025-09-27T09:45:28.851Z,34,3,material_crack,N
INS0000411,BATCH001480,QC8,2025-12-02T18:01:12.957Z,24,1,material_crack,Y
INS0000412,BATCH001768,QC17,2025-08-08T11:22:54.730Z,43,3,coating_defect,N
INS0000413,BATCH000603,QC18,2025-06-28T18:00:12.011Z,35,4,material_crack,N
INS0000414,BATCH001318,QC6,2025-11-17T14:14:35.099Z,22,0,none,Y
INS0000415,BATCH001715,QC16,2025-07-28T20:51:44.096Z,49,1,coating_defect,Y
INS0000416,BATCH000753,QC4,2026-02-01T16:12:11.980Z,47,0,none,Y
INS0000417,BATCH000821,QC14,2026-01-09T10:35:37.957Z,31,2,material_crack,Y
INS0000418,BATCH000704,QC7,2025-09-28T21:58:28.408Z,32,1,material_crack,Y
INS0000419,BATCH000975,QC13,2025-07-21T23:08:19.639Z,38,3,material_crack,N
INS0000420,BATCH001193,QC12,2025-09-24T04:29:46.307Z,20,4,weld_defect,N
INS0000421,BATCH001989,QC9,2025-10-05T12:05:37.688Z,39,5,material_crack,N
INS0000422,BATCH000165,QC17,2025-10-30T23:29:02.078Z,13,4,material_crack,N
INS0000423,BATCH000321,QC15,2025-10-07T14:15:30.969Z,11,0,none,Y
INS0000424,BATCH000128,QC5,2025-06-09T09:06:25.816Z,26,1,material_crack,Y
INS0000425,BATCH000548,QC2,2025-06-22T00:04:32.053Z,16,2,material_crack,Y
INS0000426,BATCH000686,QC19,2025-06-14T07:29:03.597Z,34,2,weld_defect,Y
INS0000427,BATCH001272,QC11,2026-01-24T05:49:53.631Z,19,3,material_crack,N
INS0000428,BATCH001901,QC10,2025-08-18T21:40:00.430Z,49,1,coating_defect,Y
INS0000429,BATCH001615,QC12,2025-07-07T20:24:16.568Z,47,2,surface_scratch,Y
INS0000430,BATCH001898,QC15,2026-01-20T16:53:58.238Z,30,3,dimensional_error,N
INS0000431,BATCH001680,QC12,2026-01-31T04:32:37.620Z,19,1,weld_defect,Y
INS0000432,BATCH000031,QC15,2025-11-20T07:13:09.818Z,32,3,surface_scratch,N
INS0000433,BATCH000856,QC19,2026-02-11T17:21:43.477Z,46,3,coating_defect,N
INS0000434,BATCH001101,QC6,2025-12-27T16:54:43.026Z,50,2,coating_defect,Y
INS0000435,BATCH001184,QC19,2025-11-05T12:28:00.910Z,23,1,weld_defect,Y
INS0000436,BATCH001011,QC20,2025-11-02T12:03:11.003Z,21,0,none,Y
INS0000437,BATCH001567,QC17,2025-09-24T02:41:41.972Z,31,4,surface_scratch,N
INS0000438,BATCH000159,QC11,2025-11-15T16:48:14.913Z,12,2,weld_defect,Y
INS0000439,BATCH000147,QC19,2025-12-27T16:38:30.695Z,37,1,surface_scratch,Y
INS0000440,BATCH000820,QC9,2025-07-26T21:25:12.115Z,37,5,material_crack,N
INS0000441,BATCH000547,QC1,2025-07-03T02:20:28.533Z,43,2,material_crack,Y
INS0000442,BATCH001265,QC8,2025-06-19T12:58:33.103Z,25,1,weld_defect,Y
INS0000443,BATCH001736,QC5,2025-07-13T06:13:44.876Z,30,2,material_crack,Y
INS0000444,BATCH001369,QC12,2025-08-28T20:06:15.165Z,27,4,coating_defect,N
INS0000445,BATCH001834,QC11,2026-01-15T16:57:59.093Z,11,4,weld_defect,N
INS0000446,BATCH001084,QC1,2025-07-13T14:48:07.836Z,26,4,material_crack,N
INS0000447,BATCH000625,QC20,2025-09-24T11:00:52.060Z,40,4,dimensional_error,N
INS0000448,BATCH000254,QC8,2025-12-28T12:08:59.535Z,13,4,coating_defect,N
INS0000449,BATCH001754,QC2,2025-11-16T03:08:24.758Z,19,3,coating_defect,N
INS0000450,BATCH001416,QC10,2025-10-18T22:00:59.543Z,35,5,dimensional_error,N
INS0000451,BATCH001830,QC4,2025-11-27T12:23:21.085Z,19,0,none,Y
INS0000452,BATCH001832,QC18,2026-01-21T09:36:57.832Z,21,2,coating_defect,Y
INS0000453,BATCH000841,QC3,2026-01-02T21:06:27.681Z,15,2,material_crack,Y
INS0000454,BATCH001151,QC11,2025-09-22T22:50:36.386Z,29,5,dimensional_error,N
INS0000455,BATCH001579,QC11,2025-09-29T13:06:14.362Z,19,5,surface_scratch,N
INS0000456,BATCH000710,QC9,2025-10-01T12:58:10.923Z,38,5,material_crack,N
INS0000457,BATCH000770,QC15,2025-12-09T15:27:10.917Z,10,2,surface_scratch,Y
INS0000458,BATCH000503,QC9,2025-12-30T23:13:07.509Z,13,1,coating_defect,Y
INS0000459,BATCH000385,QC8,2026-02-02T07:57:15.367Z,14,1,surface_scratch,Y
INS0000460,BATCH000357,QC6,2026-02-06T09:09:07.397Z,21,5,material_crack,N
INS0000461,BATCH000671,QC10,2025-08-09T05:49:25.737Z,43,4,coating_defect,N
INS0000462,BATCH001103,QC12,2025-07-14T21:31:45.865Z,18,1,dimensional_error,Y
INS0000463,BATCH001984,QC16,2025-09-23T04:55:39.836Z,29,3,dimensional_error,N
INS0000464,BATCH001496,QC18,2025-06-26T22:24:26.258Z,21,3,material_crack,N
INS0000465,BATCH000965,QC5,2025-06-09T01:52:31.339Z,47,1,coating_defect,Y
INS0000466,BATCH001786,QC17,2026-01-07T13:33:59.371Z,35,4,material_crack,N
INS0000467,BATCH000302,QC12,2025-08-22T22:03:07.875Z,37,3,weld_defect,N
INS0000468,BATCH000272,QC14,2026-01-16T14:54:53.334Z,12,3,dimensional_error,N
INS0000469,BATCH001410,QC7,2025-10-18T23:58:06.683Z,45,3,weld_defect,N
INS0000470,BATCH000379,QC7,2025-12-18T15:35:42.970Z,36,0,none,Y
INS0000471,BATCH001352,QC9,2025-06-09T10:56:47.875Z,48,2,dimensional_error,Y
INS0000472,BATCH000288,QC5,2025-12-20T10:09:26.511Z,18,1,coating_defect,Y
INS0000473,BATCH000072,QC15,2025-12-13T11:24:08.421Z,50,0,none,Y
INS0000474,BATCH000823,QC9,2025-08-27T05:56:00.699Z,41,0,none,Y
INS0000475,BATCH001946,QC14,2025-11-28T02:03:34.735Z,20,5,material_crack,N
INS0000476,BATCH001446,QC3,2025-10-09T07:55:11.975Z,15,1,dimensional_error,Y
INS0000477,BATCH000130,QC10,2025-10-23T02:58:47.166Z,14,4,dimensional_error,N
INS0000478,BATCH000160,QC5,2025-10-12T01:24:41.768Z,48,5,weld_defect,N
INS0000479,BATCH000038,QC17,2025-10-15T06:33:59.449Z,11,2,surface_scratch,Y
INS0000480,BATCH000180,QC5,2025-12-26T07:10:16.207Z,28,5,material_crack,N
INS0000481,BATCH000825,QC18,2025-09-06T03:32:03.804Z,34,0,none,Y
INS0000482,BATCH001108,QC5,2025-12-06T09:38:01.412Z,15,5,weld_defect,N
INS0000483,BATCH000620,QC6,2026-01-04T03:52:12.594Z,25,3,surface_scratch,N
INS0000484,BATCH001989,QC13,2025-08-22T22:09:33.813Z,38,4,surface_scratch,N
INS0000485,BATCH000447,QC18,2025-12-05T07:24:29.484Z,28,1,surface_scratch,Y
INS0000486,BATCH000509,QC1,2026-01-31T23:30:05.694Z,11,5,dimensional_error,N
INS0000487,BATCH000840,QC8,2025-12-03T06:05:28.158Z,45,1,coating_defect,Y
INS0000488,BATCH000778,QC19,2025-09-12T08:25:20.159Z,50,0,none,Y
INS0000489,BATCH000694,QC13,2026-01-22T08:40:53.741Z,49,3,weld_defect,N
INS0000490,BATCH001689,QC13,2025-10-19T20:49:26.248Z,25,3,dimensional_error,N
INS0000491,BATCH000298,QC8,2025-11-27T11:55:07.709Z,19,4,coating_defect,N
INS0000492,BATCH000858,QC8,2026-02-13T18:53:24.683Z,37,0,none,Y
INS0000493,BATCH001330,QC20,2025-08-20T14:57:47.660Z,17,0,none,Y
INS0000494,BATCH000253,QC2,2025-09-23T22:54:44.597Z,24,3,dimensional_error,N
INS0000495,BATCH000477,QC3,2026-01-30T22:43:51.777Z,12,3,material_crack,N
INS0000496,BATCH001038,QC14,2025-10-10T11:47:46.698Z,49,0,none,Y
INS0000497,BATCH001899,QC10,2026-02-11T14:17:09.909Z,37,2,dimensional_error,Y
INS0000498,BATCH001497,QC16,2025-11-13T04:19:04.123Z,27,5,material_crack,N
INS0000499,BATCH001235,QC17,2025-09-14T02:27:45.005Z,50,0,none,Y
INS0000500,BATCH001325,QC6,2025-10-23T21:11:28.002Z,21,4,surface_scratch,N
INS0000501,BATCH000101,QC4,2025-10-22T01:55:15.401Z,15,5,coating_defect,N
INS0000502,BATCH001740,QC8,2026-02-08T20:47:12.330Z,44,0,none,Y
INS0000503,BATCH001031,QC14,2025-08-30T00:16:29.325Z,16,2,material_crack,Y
INS0000504,BATCH001500,QC3,2025-12-25T11:43:55.622Z,45,3,coating_defect,N
INS0000505,BATCH000988,QC13,2025-08-19T09:03:14.222Z,23,1,material_crack,Y
INS0000506,BATCH001868,QC19,2025-08-19T07:04:07.522Z,13,5,coating_defect,N
INS0000507,BATCH000428,QC20,2025-10-28T07:42:41.478Z,34,0,none,Y
INS0000508,BATCH001500,QC15,2025-07-24T22:50:59.119Z,36,4,surface_scratch,N
INS0000509,BATCH000825,QC9,2026-01-26T23:04:48.969Z,39,2,material_crack,Y
INS0000510,BATCH000243,QC6,2025-06-04T19:22:50.249Z,22,4,material_crack,N
INS0000511,BATCH000792,QC16,2025-06-20T12:01:28.717Z,41,5,weld_defect,N
INS0000512,BATCH000790,QC10,2025-06-10T06:53:55.706Z,25,1,surface_scratch,Y
INS0000513,BATCH001868,QC12,2025-11-13T15:02:16.172Z,37,0,none,Y
INS0000514,BATCH001820,QC6,2025-11-14T18:08:41.178Z,31,1,weld_defect,Y
INS0000515,BATCH000184,QC11,2025-07-04T06:58:25.949Z,21,1,material_crack,Y
INS0000516,BATCH001036,QC18,2025-06-28T13:29:30.727Z,21,3,coating_defect,N
INS0000517,BATCH000413,QC18,2025-06-06T16:05:29.998Z,30,5,surface_scratch,N
INS0000518,BATCH000905,QC2,2025-11-22T11:13:49.796Z,50,4,dimensional_error,N
INS0000519,BATCH000559,QC3,2025-10-05T00:34:52.483Z,35,1,surface_scratch,Y
INS0000520,BATCH001068,QC6,2025-07-19T14:31:42.329Z,14,3,dimensional_error,N
INS0000521,BATCH001203,QC18,2026-01-14T14:59:04.581Z,28,2,coating_defect,Y
INS0000522,BATCH001873,QC19,2025-06-04T06:20:20.093Z,38,1,surface_scratch,Y
INS0000523,BATCH001151,QC20,2025-07-26T17:52:26.137Z,14,1,surface_scratch,Y
INS0000524,BATCH001368,QC9,2025-06-22T09:53:50.633Z,20,3,surface_scratch,N
INS0000525,BATCH000564,QC2,2025-10-14T18:27:14.826Z,16,3,coating_defect,N
INS0000526,BATCH000420,QC4,2025-12-30T01:06:44.921Z,21,1,material_crack,Y
INS0000527,BATCH001260,QC5,2025-10-05T08:57:04.120Z,41,5,dimensional_error,N
INS0000528,BATCH001315,QC5,2025-12-29T18:14:58.046Z,40,5,surface_scratch,N
INS0000529,BATCH000317,QC11,2025-06-11T07:13:00.398Z,16,4,dimensional_error,N
INS0000530,BATCH000750,QC18,2025-09-05T10:56:55.440Z,49,3,dimensional_error,N
INS0000531,BATCH000397,QC19,2025-11-11T19:09:21.005Z,48,4,dimensional_error,N
INS0000532,BATCH001085,QC14,2026-01-02T09:21:33.060Z,16,2,material_crack,Y
INS0000533,BATCH000501,QC6,2025-11-01T18:47:31.856Z,16,2,dimensional_error,Y
INS0000534,BATCH000578,QC17,2025-12-09T20:31:07.398Z,41,2,surface_scratch,Y
INS0000535,BATCH001927,QC6,2025-09-28T03:31:35.237Z,40,1,material_crack,Y
INS0000536,BATCH000371,QC2,2025-09-10T21:00:54.813Z,44,4,weld_defect,N
INS0000537,BATCH000522,QC5,2025-12-25T14:54:03.526Z,14,3,coating_defect,N
INS0000538,BATCH000013,QC13,2025-09-19T18:03:23.184Z,10,2,weld_defect,Y
INS0000539,BATCH001713,QC5,2025-12-01T05:48:21.110Z,19,5,dimensional_error,N
INS0000540,BATCH001576,QC6,2025-08-25T08:00:56.897Z,29,4,weld_defect,N
INS0000541,BATCH001134,QC3,2025-10-12T08:45:36.090Z,42,4,coating_defect,N
INS0000542,BATCH000986,QC8,2025-12-11T23:37:18.231Z,42,1,dimensional_error,Y
INS0000543,BATCH000662,QC6,2025-09-10T05:08:28.225Z,36,1,material_crack,Y
INS0000544,BATCH001265,QC8,2025-07-01T15:23:29.988Z,22,3,material_crack,N
INS0000545,BATCH001045,QC11,2025-10-24T00:29:18.000Z,33,1,dimensional_error,Y
INS0000546,BATCH000301,QC7,2025-08-09T21:17:28.461Z,10,0,none,Y
INS0000547,BATCH000453,QC1,2026-01-20T14:38:18.307Z,40,5,coating_defect,N
INS0000548,BATCH000394,QC16,2025-07-14T16:06:29.411Z,41,0,none,Y
INS0000549,BATCH001108,QC10,2025-12-04T16:57:07.500Z,27,3,weld_defect,N
INS0000550,BATCH000924,QC6,2025-06-26T21:37:19.334Z,40,0,none,Y
INS0000551,BATCH000629,QC19,2025-09-05T14:20:26.400Z,23,4,surface_scratch,N
INS0000552,BATCH000817,QC15,2026-01-22T11:33:41.317Z,20,4,dimensional_error,N
INS0000553,BATCH001635,QC10,2025-07-11T05:07:33.639Z,25,2,surface_scratch,Y
INS0000554,BATCH001699,QC16,2026-01-04T11:57:24.442Z,30,0,none,Y
INS0000555,BATCH000423,QC3,2025-12-28T16:09:16.940Z,24,0,none,Y
INS0000556,BATCH000395,QC6,2025-12-13T01:07:51.952Z,33,2,weld_defect,Y
INS0000557,BATCH000288,QC7,2025-11-15T13:31:07.787Z,44,5,material_crack,N
INS0000558,BATCH000337,QC7,2025-12-07T14:42:30.131Z,46,5,weld_defect,N
INS0000559,BATCH000223,QC19,2025-07-17T16:45:32.414Z,16,0,none,Y
INS0000560,BATCH000126,QC5,2025-09-28T10:53:24.886Z,26,1,coating_defect,Y
INS0000561,BATCH001173,QC19,2026-01-01T19:56:11.464Z,11,1,dimensional_error,Y
INS0000562,BATCH000248,QC7,2025-09-03T20:04:17.495Z,23,2,material_crack,Y
INS0000563,BATCH001710,QC6,2025-09-15T03:54:03.418Z,21,4,surface_scratch,N
INS0000564,BATCH001549,QC14,2025-11-23T19:12:49.242Z,27,2,weld_defect,Y
INS0000565,BATCH000785,QC5,2025-09-29T07:09:53.082Z,41,2,material_crack,Y
INS0000566,BATCH001415,QC5,2025-06-13T17:26:36.971Z,26,5,surface_scratch,N
INS0000567,BATCH001379,QC6,2025-08-22T15:19:54.200Z,42,3,material_crack,N
INS0000568,BATCH001012,QC10,2026-01-12T22:45:59.188Z,24,1,weld_defect,Y
INS0000569,BATCH001077,QC7,2025-12-14T15:13:06.242Z,28,0,none,Y
INS0000570,BATCH001682,QC17,2025-10-11T21:24:34.144Z,38,4,coating_defect,N
INS0000571,BATCH000931,QC12,2025-12-26T21:14:06.995Z,20,0,none,Y
INS0000572,BATCH000185,QC18,2025-07-25T13:36:34.232Z,18,4,dimensional_error,N
INS0000573,BATCH000963,QC3,2026-01-02T09:42:09.499Z,13,0,none,Y
INS0000574,BATCH001574,QC16,2025-11-08T03:36:46.869Z,36,1,weld_defect,Y
INS0000575,BATCH000255,QC6,2025-08-17T10:43:08.525Z,37,4,dimensional_error,N
INS0000576,BATCH001479,QC15,2025-12-19T03:18:55.069Z,18,3,material_crack,N
INS0000577,BATCH001912,QC9,2025-12-01T06:45:53.446Z,41,4,surface_scratch,N
INS0000578,BATCH000718,QC8,2025-07-27T05:08:47.102Z,30,3,dimensional_error,N
INS0000579,BATCH001196,QC16,2025-12-23T05:06:53.147Z,12,1,material_crack,Y
INS0000580,BATCH001384,QC18,2025-09-06T02:53:37.558Z,14,4,surface_scratch,N
INS0000581,BATCH001927,QC6,2025-11-01T12:18:41.095Z,18,2,coating_defect,Y
INS0000582,BATCH000082,QC6,2025-08-31T19:41:52.791Z,35,4,surface_scratch,N
INS0000583,BATCH001781,QC11,2026-01-25T03:58:57.256Z,48,5,weld_defect,N
INS0000584,BATCH000534,QC13,2025-09-12T07:33:31.599Z,43,3,weld_defect,N
INS0000585,BATCH001611,QC9,2025-12-09T05:13:33.761Z,50,2,material_crack,Y
INS0000586,BATCH000907,QC9,2025-09-05T13:32:53.446Z,19,0,none,Y
INS0000587,BATCH001742,QC13,2026-01-15T05:45:48.463Z,27,2,coating_defect,Y
INS0000588,BATCH000217,QC2,2025-08-18T16:35:44.009Z,16,1,weld_defect,Y
INS0000589,BATCH001858,QC12,2025-12-17T15:39:16.848Z,44,5,coating_defect,N
INS0000590,BATCH001655,QC18,2025-11-14T10:30:10.346Z,39,2,coating_defect,Y
INS0000591,BATCH001903,QC14,2025-09-17T13:13:17.426Z,38,3,surface_scratch,N
INS0000592,BATCH001875,QC5,2025-12-02T19:35:34.655Z,42,0,none,Y
INS0000593,BATCH001391,QC4,2025-06-18T03:09:59.229Z,39,5,coating_defect,N
INS0000594,BATCH000841,QC13,2025-12-30T00:44:10.326Z,36,1,dimensional_error,Y
INS0000595,BATCH001056,QC18,2025-08-03T09:06:17.271Z,19,3,dimensional_error,N
INS0000596,BATCH001482,QC17,2025-09-10T12:04:56.051Z,25,5,surface_scratch,N
INS0000597,BATCH000986,QC2,2025-07-14T16:58:14.278Z,40,5,surface_scratch,N
INS0000598,BATCH000564,QC1,2026-01-16T17:20:41.222Z,28,4,dimensional_error,N
INS0000599,BATCH000215,QC18,2025-06-04T19:40:05.120Z,21,2,coating_defect,Y
INS0000600,BATCH000079,QC6,2026-01-13T08:09:33.214Z,29,0,none,Y
INS0000601,BATCH000618,QC14,2025-10-13T00:08:25.055Z,26,0,none,Y
INS0000602,BATCH001398,QC2,2026-02-04T09:48:30.209Z,47,5,material_crack,N
INS0000603,BATCH000689,QC14,2026-01-29T10:21:39.252Z,14,5,coating_defect,N
INS0000604,BATCH000579,QC3,2025-12-25T13:33:24.415Z,41,1,dimensional_error,Y
INS0000605,BATCH000384,QC18,2025-06-08T05:22:57.606Z,17,5,surface_scratch,N
