transaction_id,sku,store_id,quantity,unit_price,total_amount,transaction_date,customer_id,payment_method
TX00001749,SKU00082,STORE003,8,64.99,519.92,2025-10-02T19:57:23.582Z,CUST000721,debit
TX00001750,SKU00159,STORE002,6,313.85,1883.10,2026-01-09T03:49:26.417Z,CUST001095,debit
TX00001751,SKU00162,STORE002,9,282.70,2544.30,2025-06-18T11:51:54.100Z,CUST001636,cash
TX00001752,SKU00151,STORE003,6,35.70,214.20,2025-10-26T09:19:54.696Z,CUST000120,credit
TX00001753,SKU00160,STORE001,3,294.15,882.45,2025-12-20T00:24:37.346Z,CUST001012,cash
TX00001754,SKU00146,STORE003,7,449.49,3146.43,2025-10-06T18:57:55.749Z,CUST000008,cash
TX00001755,SKU00006,STORE003,9,277.25,2495.25,2025-10-02T06:54:45.305Z,CUST000540,cash
TX00001756,SKU00123,STORE001,10,104.39,1043.90,2026-01-27T17:02:49.682Z,CUST000527,credit
TX00001757,SKU00003,STORE004,7,397.29,2781.03,2025-10-04T09:36:52.212Z,CUST001319,debit
TX00001758,SKU00140,STORE004,2,391.65,783.30,2025-07-08T19:02:54.126Z,CUST000311,debit
TX00001759,SKU00079,STORE002,3,403.65,1210.95,2025-06-05T00:24:15.380Z,CUST000452,mobile
TX00001760,SKU00039,STORE004,10,364.95,3649.50,2025-07-26T11:33:49.325Z,CUST000435,credit
TX00001761,SKU00065,STORE001,7,137.99,965.93,2025-11-05T09:01:56.568Z,CUST000960,mobile
TX00001762,SKU00049,STORE004,8,114.39,915.12,2025-10-09T07:25:53.416Z,CUST001544,cash
TX00001763,SKU00096,STORE004,3,378.00,1134.00,2025-06-26T09:55:08.231Z,CUST001568,debit
TX00001764,SKU00197,STORE002,7,84.75,593.25,2025-09-09T00:21:28.974Z,CUST001507,credit
TX00001765,SKU00153,STORE004,7,149.49,1046.43,2025-09-29T07:52:53.599Z,CUST000944,credit
TX00001766,SKU00070,STORE001,3,42.95,128.85,2025-09-25T03:26:18.943Z,CUST000794,cash
TX00001767,SKU00126,STORE005,2,151.39,302.78,2025-07-17T09:17:04.081Z,CUST000046,credit
TX00001768,SKU00006,STORE005,3,462.15,1386.45,2025-08-02T07:18:35.026Z,CUST000067,credit
TX00001769,SKU00097,STORE003,7,222.25,1555.75,2025-11-06T19:47:04.821Z,CUST001388,mobile
TX00001770,SKU00030,STORE002,2,74.19,148.38,2025-10-29T22:33:43.688Z,CUST000847,mobile
TX00001771,SKU00032,STORE003,1,162.65,162.65,2025-12-01T14:04:22.799Z,CUST000783,credit
TX00001772,SKU00078,STORE001,3,310.99,932.97,2025-07-26T12:53:37.763Z,CUST001219,debit
TX00001773,SKU00004,STORE005,4,390.49,1561.96,2025-12-02T18:57:27.796Z,CUST000777,debit
TX00001774,SKU00005,STORE002,9,346.75,3120.75,2025-10-02T22:06:01.403Z,CUST001785,cash
TX00001775,SKU00030,STORE005,4,229.70,918.80,2025-08-21T21:21:02.957Z,CUST001864,mobile
TX00001776,SKU00002,STORE005,1,136.59,136.59,2025-07-13T12:43:15.504Z,CUST001210,debit
TX00001777,SKU00187,STORE002,3,460.75,1382.25,2025-08-28T12:56:29.316Z,CUST001364,cash
TX00001778,SKU00139,STORE001,9,74.39,669.51,2025-11-03T08:10:35.747Z,CUST001091,cash
TX00001779,SKU00189,STORE004,6,466.65,2799.90,2025-08-08T22:06:25.932Z,CUST001193,debit
TX00001780,SKU00168,STORE001,6,362.50,2175.00,2025-08-06T04:56:17.146Z,CUST001018,cash
TX00001781,SKU00079,STORE003,10,465.79,4657.90,2026-02-09T23:27:17.255Z,CUST001701,mobile
TX00001782,SKU00073,STORE003,8,283.29,2266.32,2025-11-21T15:15:46.490Z,CUST001428,mobile
TX00001783,SKU00099,STORE005,6,208.79,1252.74,2026-02-04T03:45:42.360Z,CUST001468,mobile
TX00001784,SKU00051,STORE002,2,346.95,693.90,2025-09-08T03:26:06.827Z,CUST001235,cash
TX00001785,SKU00018,STORE004,7,332.45,2327.15,2025-07-14T05:53:15.513Z,CUST001562,mobile
TX00001786,SKU00198,STORE003,2,232.29,464.58,2025-07-21T07:18:14.939Z,CUST000114,credit
TX00001787,SKU00147,STORE003,4,57.29,229.16,2025-06-16T09:22:36.997Z,CUST000531,cash
TX00001788,SKU00112,STORE002,7,139.29,975.03,2025-12-27T05:51:36.409Z,CUST000318,mobile
TX00001789,SKU00142,STORE001,2,420.09,840.18,2026-02-12T17:47:41.717Z,CUST001317,credit
TX00001790,SKU00102,STORE001,4,42.09,168.36,2025-07-01T22:18:43.949Z,CUST000889,credit
TX00001791,SKU00073,STORE004,4,359.09,1436.36,2026-01-01T22:17:46.938Z,CUST001128,mobile
TX00001792,SKU00022,STORE001,7,474.89,3324.23,2025-12-10T13:05:51.381Z,CUST000937,cash
TX00001793,SKU00112,STORE004,9,374.49,3370.41,2025-12-01T01:57:59.615Z,CUST001280,debit
TX00001794,SKU00092,STORE001,2,246.89,493.78,2026-02-08T01:21:35.309Z,CUST001046,debit
TX00001795,SKU00021,STORE005,9,43.89,395.01,2025-09-05T11:29:34.955Z,CUST001990,debit
TX00001796,SKU00048,STORE003,9,100.29,902.61,2025-06-08T22:16:19.244Z,CUST001838,credit
TX00001797,SKU00183,STORE003,5,486.75,2433.75,2026-01-14T02:45:47.692Z,CUST000255,cash
TX00001798,SKU00106,STORE003,6,14.25,85.50,2025-08-22T20:43:41.235Z,CUST000231,cash
TX00001799,SKU00114,STORE004,1,315.15,315.15,2025-06-08T05:30:45.952Z,CUST001547,cash
TX00001800,SKU00024,STORE003,10,82.65,826.50,2025-11-03T02:42:07.174Z,CUST001549,debit
TX00001801,SKU00058,STORE005,4,36.19,144.76,2026-01-20T03:57:09.376Z,CUST001594,cash
TX00001802,SKU00175,STORE004,2,193.69,387.38,2025-06-24T07:38:10.083Z,CUST001945,cash
TX00001803,SKU00004,STORE005,2,74.50,149.00,2025-07-02T10:10:54.825Z,CUST001073,debit
TX00001804,SKU00071,STORE002,4,125.26,501.04,2025-07-14T15:20:26.504Z,CUST000615,credit
TX00001805,SKU00168,STORE004,10,86.95,869.50,2025-06-22T12:25:35.217Z,CUST001229,debit
TX00001806,SKU00120,STORE001,5,330.75,1653.75,2025-06-29T10:10:30.645Z,CUST000903,debit
TX00001807,SKU00061,STORE003,1,335.99,335.99,2025-10-22T07:06:39.722Z,CUST000093,mobile
TX00001808,SKU00053,STORE001,4,370.55,1482.20,2025-11-10T23:21:14.334Z,CUST000832,credit
TX00001809,SKU00067,STORE004,7,64.25,449.75,2025-08-23T07:36:50.632Z,CUST001627,debit
TX00001810,SKU00120,STORE001,4,15.09,60.36,2025-06-13T00:41:27.811Z,CUST001633,cash
TX00001811,SKU00166,STORE002,2,486.10,972.20,2025-08-12T14:17:00.659Z,CUST000027,debit
TX00001812,SKU00149,STORE001,6,217.39,1304.34,2025-06-20T04:58:06.006Z,CUST000570,credit
TX00001813,SKU00127,STORE002,3,449.69,1349.07,2025-12-30T05:21:23.061Z,CUST001448,mobile
TX00001814,SKU00006,STORE003,7,162.67,1138.69,2025-09-22T20:36:16.025Z,CUST001887,debit
TX00001815,SKU00046,STORE005,5,108.19,540.95,2025-11-15T08:15:36.525Z,CUST000535,mobile
TX00001816,SKU00033,STORE001,3,305.49,916.47,2025-10-18T11:02:01.110Z,CUST001255,mobile
TX00001817,SKU00046,STORE005,3,340.09,1020.27,2025-11-08T21:25:18.274Z,CUST001429,credit
TX00001818,SKU00036,STORE002,7,120.89,846.23,2025-09-28T04:36:38.157Z,CUST000944,debit
TX00001819,SKU00047,STORE001,5,395.10,1975.50,2025-11-02T20:52:14.734Z,CUST000020,mobile
TX00001820,SKU00069,STORE005,3,238.49,715.47,2025-10-26T10:24:52.439Z,CUST001685,cash
TX00001821,SKU00199,STORE004,5,49.55,247.75,2025-09-19T18:55:55.310Z,CUST001401,debit
TX00001822,SKU00110,STORE005,2,149.75,299.50,2025-12-14T06:05:10.365Z,CUST000125,credit
TX00001823,SKU00060,STORE003,5,27.19,135.95,2025-11-19T05:49:20.629Z,CUST000559,cash
TX00001824,SKU00116,STORE002,3,248.19,744.57,2025-11-21T15:16:17.680Z,CUST001616,debit
TX00001825,SKU00131,STORE001,6,162.45,974.70,2025-09-01T01:19:35.408Z,CUST001538,debit
TX00001826,SKU00139,STORE005,7,78.49,549.43,2026-01-27T01:31:42.280Z,CUST001745,cash
TX00001827,SKU00078,STORE001,4,452.09,1808.36,2025-10-25T12:13:59.072Z,CUST001863,debit
TX00001828,SKU00086,STORE003,5,88.45,442.25,2025-09-06T13:58:57.075Z,CUST001842,credit
TX00001829,SKU00043,STORE002,9,138.29,1244.61,2025-06-25T00:08:16.586Z,CUST001882,cash
TX00001830,SKU00132,STORE002,8,87.49,699.92,2025-12-28T20:37:50.749Z,CUST001708,mobile
TX00001831,SKU00104,STORE003,2,421.15,842.30,2025-09-16T23:12:34.469Z,CUST000933,mobile
TX00001832,SKU00176,STORE004,4,310.99,1243.96,2025-07-14T04:25:50.501Z,CUST000614,debit
TX00001833,SKU00115,STORE003,3,381.69,1145.07,2025-11-02T17:32:22.178Z,CUST000737,mobile
TX00001834,SKU00152,STORE002,10,42.99,429.90,2026-01-30T07:58:00.698Z,CUST000019,debit
TX00001835,SKU00072,STORE003,8,422.09,3376.72,2025-11-19T23:08:56.831Z,CUST000297,credit
TX00001836,SKU00129,STORE001,8,271.85,2174.80,2025-09-07T22:53:28.928Z,CUST000366,debit
TX00001837,SKU00160,STORE003,2,363.35,726.70,2025-11-15T08:02:38.676Z,CUST000959,debit
TX00001838,SKU00171,STORE004,1,151.69,151.69,2026-01-19T19:14:06.631Z,CUST001091,cash
TX00001839,SKU00125,STORE004,8,347.55,2780.40,2026-01-23T03:26:01.649Z,CUST000805,debit
TX00001840,SKU00144,STORE005,3,174.35,523.05,2025-06-23T05:49:33.479Z,CUST000358,cash
TX00001841,SKU00199,STORE005,8,107.95,863.60,2026-01-04T06:12:07.895Z,CUST001779,debit
TX00001842,SKU00013,STORE003,3,359.05,1077.15,2025-12-01T14:09:55.516Z,CUST001774,debit
TX00001843,SKU00155,STORE005,8,256.35,2050.80,2025-12-11T05:17:06.580Z,CUST000507,mobile
TX00001844,SKU00191,STORE003,8,369.85,2958.80,2025-10-21T19:13:12.477Z,CUST001764,debit
TX00001845,SKU00013,STORE005,7,425.39,2977.73,2025-09-09T18:28:30.449Z,CUST001869,credit
TX00001846,SKU00162,STORE005,8,69.90,559.20,2026-01-06T01:03:21.693Z,CUST000852,debit
TX00001847,SKU00089,STORE001,9,435.25,3917.25,2025-11-18T08:38:10.917Z,CUST001503,credit
TX00001848,SKU00134,STORE004,10,416.20,4162.00,2026-01-01T22:01:29.062Z,CUST001738,credit
TX00001849,SKU00170,STORE004,4,32.99,131.96,2025-07-14T00:30:11.524Z,CUST000936,cash
TX00001850,SKU00183,STORE005,5,196.99,984.95,2025-10-01T10:07:30.036Z,CUST000223,mobile
TX00001851,SKU00115,STORE001,4,275.79,1103.16,2025-08-20T22:10:29.212Z,CUST001902,debit
TX00001852,SKU00004,STORE001,6,73.29,439.74,2025-10-21T21:29:45.284Z,CUST001246,credit
TX00001853,SKU00063,STORE003,2,255.59,511.18,2026-02-06T19:19:48.114Z,CUST001040,credit
TX00001854,SKU00020,STORE003,10,363.40,3634.00,2025-10-13T08:21:09.326Z,CUST001946,mobile
TX00001855,SKU00122,STORE002,2,344.99,689.98,2025-12-31T12:26:32.578Z,CUST001448,debit
TX00001856,SKU00087,STORE003,6,186.60,1119.60,2026-01-08T09:10:18.626Z,CUST001766,credit
TX00001857,SKU00180,STORE002,4,364.79,1459.16,2026-01-19T00:49:10.429Z,CUST000748,cash
TX00001858,SKU00066,STORE004,7,368.29,2578.03,2026-01-08T03:52:18.073Z,CUST000333,debit
TX00001859,SKU00087,STORE004,1,161.35,161.35,2025-08-31T15:25:12.163Z,CUST001464,mobile
TX00001860,SKU00157,STORE004,5,491.89,2459.45,2025-07-07T23:10:17.793Z,CUST000586,cash
TX00001861,SKU00185,STORE001,1,441.39,441.39,2025-12-15T16:08:19.404Z,CUST000755,cash
TX00001862,SKU00066,STORE005,2,23.89,47.78,2026-01-11T00:52:22.199Z,CUST000226,credit
TX00001863,SKU00152,STORE001,10,187.19,1871.90,2026-02-12T11:15:24.400Z,CUST000481,cash
TX00001864,SKU00113,STORE004,8,336.90,2695.20,2025-10-10T14:25:01.069Z,CUST001246,mobile
TX00001865,SKU00164,STORE001,4,288.05,1152.20,2025-07-23T14:18:50.398Z,CUST001573,debit
TX00001866,SKU00037,STORE001,6,345.85,2075.10,2025-12-12T13:05:56.962Z,CUST000105,credit
TX00001867,SKU00141,STORE002,7,416.79,2917.53,2025-08-14T05:50:33.562Z,CUST000973,cash
TX00001868,SKU00155,STORE004,3,100.35,301.05,2026-02-14T16:08:36.950Z,CUST000639,credit
TX00001869,SKU00144,STORE002,2,78.15,156.30,2025-11-29T23:57:05.288Z,CUST000717,credit
TX00001870,SKU00020,STORE002,7,53.79,376.53,2025-11-24T12:26:58.799Z,CUST000424,credit
TX00001871,SKU00014,STORE004,5,416.39,2081.95,2025-12-22T08:02:43.561Z,CUST000613,mobile
TX00001872,SKU00062,STORE003,4,44.75,179.00,2025-06-02T05:06:51.773Z,CUST001576,cash
TX00001873,SKU00103,STORE001,7,81.95,573.65,2025-06-08T16:37:21.802Z,CUST001565,cash
TX00001874,SKU00135,STORE001,4,26.27,105.08,2026-01-03T22:49:44.167Z,CUST000529,credit
TX00001875,SKU00096,STORE005,6,28.10,168.60,2026-01-08T17:46:44.317Z,CUST000264,mobile
TX00001876,SKU00091,STORE002,5,418.19,2090.95,2025-11-13T01:53:21.843Z,CUST001916,credit
TX00001877,SKU00150,STORE004,2,89.59,179.18,2025-11-25T12:10:27.806Z,CUST001310,cash
TX00001878,SKU00146,STORE003,3,184.89,554.67,2025-11-05T05:15:32.814Z,CUST000427,mobile
TX00001879,SKU00160,STORE001,10,348.99,3489.90,2025-07-24T21:33:13.712Z,CUST001385,mobile
TX00001880,SKU00048,STORE002,4,301.09,1204.36,2025-09-13T09:28:34.046Z,CUST001358,mobile
TX00001881,SKU00101,STORE002,5,197.25,986.25,2025-09-12T18:28:50.589Z,CUST000417,debit
TX00001882,SKU00109,STORE004,5,406.05,2030.25,2025-08-10T09:42:14.895Z,CUST001709,mobile
TX00001883,SKU00156,STORE005,3,137.45,412.35,2025-11-16T02:39:02.807Z,CUST001854,credit
TX00001884,SKU00126,STORE001,6,82.09,492.54,2025-07-19T05:44:45.506Z,CUST001261,debit
TX00001885,SKU00022,STORE002,2,471.19,942.38,2026-01-11T16:20:26.355Z,CUST001680,cash
TX00001886,SKU00143,STORE004,10,107.40,1074.00,2025-07-15T18:29:25.495Z,CUST001178,cash
TX00001887,SKU00130,STORE001,3,480.99,1442.97,2025-10-12T12:18:23.466Z,CUST001525,cash
TX00001888,SKU00003,STORE004,8,86.79,694.32,2025-07-26T14:50:08.284Z,CUST000916,credit
TX00001889,SKU00121,STORE002,4,414.35,1657.40,2026-01-15T05:36:21.101Z,CUST001143,mobile
TX00001890,SKU00118,STORE001,1,442.19,442.19,2025-06-29T22:26:58.832Z,CUST001237,debit
TX00001891,SKU00194,STORE005,10,433.99,4339.90,2025-08-22T22:51:14.533Z,CUST001663,cash
TX00001892,SKU00193,STORE003,1,300.79,300.79,2025-06-21T08:20:38.422Z,CUST000789,cash
TX00001893,SKU00075,STORE002,2,470.69,941.38,2025-11-19T04:45:40.346Z,CUST001532,cash
TX00001894,SKU00002,STORE002,7,229.19,1604.33,2026-02-10T09:54:27.421Z,CUST000308,mobile
TX00001895,SKU00049,STORE004,2,167.89,335.78,2025-08-18T20:33:44.231Z,CUST000900,credit
TX00001896,SKU00112,STORE004,1,436.29,436.29,2025-11-25T01:47:24.499Z,CUST001323,debit
TX00001897,SKU00100,STORE001,9,310.49,2794.41,2025-09-29T04:20:37.132Z,CUST001621,cash
TX00001898,SKU00022,STORE002,3,261.19,783.57,2025-11-19T14:02:54.970Z,CUST000867,mobile
TX00001899,SKU00116,STORE003,3,305.89,917.67,2026-01-31T05:41:21.699Z,CUST001982,mobile
TX00001900,SKU00150,STORE003,5,96.55,482.75,2025-12-27T13:17:10.352Z,CUST000908,mobile
TX00001901,SKU00030,STORE003,7,260.88,1826.16,2025-07-02T00:55:21.835Z,CUST000232,credit
TX00001902,SKU00027,STORE004,4,367.95,1471.80,2026-02-11T08:26:13.418Z,CUST001540,cash
TX00001903,SKU00108,STORE001,5,275.14,1375.70,2025-11-03T15:46:31.075Z,CUST001814,mobile
TX00001904,SKU00076,STORE004,4,120.19,480.76,2025-11-30T08:08:37.932Z,CUST000664,debit
TX00001905,SKU00192,STORE002,10,118.25,1182.50,2025-08-03T20:15:32.291Z,CUST001346,credit
TX00001906,SKU00045,STORE003,4,357.79,1431.16,2025-06-06T17:38:58.167Z,CUST001789,debit
TX00001907,SKU00147,STORE004,10,251.79,2517.90,2025-09-13T11:20:54.000Z,CUST001357,debit
TX00001908,SKU00088,STORE005,1,441.55,441.55,2025-11-14T19:07:16.348Z,CUST000981,debit
TX00001909,SKU00199,STORE001,6,342.45,2054.70,2025-10-22T04:41:00.034Z,CUST001288,credit
TX00001910,SKU00075,STORE001,9,376.05,3384.45,2025-12-25T03:17:08.717Z,CUST001015,credit
TX00001911,SKU00066,STORE001,8,84.35,674.80,2025-07-17T10:00:47.046Z,CUST000919,credit
TX00001912,SKU00063,STORE002,8,61.35,490.80,2026-01-02T22:20:28.437Z,CUST000373,cash
TX00001913,SKU00134,STORE004,2,83.09,166.18,2025-12-16T08:38:09.903Z,CUST001588,cash
TX00001914,SKU00186,STORE001,1,351.09,351.09,2025-07-02T07:05:13.567Z,CUST001094,credit
TX00001915,SKU00129,STORE002,7,417.81,2924.67,2025-11-19T03:26:38.728Z,CUST001062,mobile
TX00001916,SKU00042,STORE004,5,388.29,1941.45,2025-12-04T11:46:17.124Z,CUST001826,debit
TX00001917,SKU00044,STORE004,7,222.34,1556.38,2025-09-07T08:20:28.164Z,CUST001466,credit
TX00001918,SKU00043,STORE005,8,457.95,3663.60,2025-08-15T12:52:37.826Z,CUST001429,debit
TX00001919,SKU00111,STORE004,5,414.40,2072.00,2025-09-02T12:44:13.191Z,CUST001607,debit
TX00001920,SKU00077,STORE005,5,126.99,634.95,2025-10-28T20:25:26.955Z,CUST001384,debit
TX00001921,SKU00053,STORE005,8,394.60,3156.80,2025-12-05T04:24:07.490Z,CUST001519,cash
TX00001922,SKU00193,STORE001,10,203.79,2037.90,2025-10-28T14:25:38.549Z,CUST001081,cash
TX00001923,SKU00200,STORE005,10,177.49,1774.90,2026-01-23T15:20:35.864Z,CUST001704,credit
TX00001924,SKU00102,STORE005,10,343.49,3434.90,2025-12-29T13:54:36.965Z,CUST001444,cash
TX00001925,SKU00019,STORE001,2,363.59,727.18,2025-10-27T16:42:41.128Z,CUST000714,cash
TX00001926,SKU00142,STORE004,6,234.80,1408.80,2025-06-26T15:49:16.725Z,CUST000662,debit
TX00001927,SKU00149,STORE002,9,167.39,1506.51,2025-11-29T16:38:35.106Z,CUST000772,debit
TX00001928,SKU00164,STORE005,5,413.36,2066.80,2025-08-09T02:41:58.207Z,CUST001623,credit
TX00001929,SKU00143,STORE003,1,129.49,129.49,2025-09-23T21:45:17.168Z,CUST001598,mobile
TX00001930,SKU00162,STORE001,3,20.19,60.57,2026-01-18T01:27:22.828Z,CUST001008,mobile
TX00001931,SKU00173,STORE004,10,252.59,2525.90,2025-11-15T13:29:23.615Z,CUST000555,mobile
TX00001932,SKU00078,STORE003,4,333.19,1332.76,2025-11-02T02:17:28.074Z,CUST001800,credit
TX00001933,SKU00073,STORE001,8,30.09,240.72,2026-01-24T02:17:03.452Z,CUST000268,mobile
TX00001934,SKU00044,STORE002,3,295.49,886.47,2025-11-27T16:08:56.978Z,CUST000484,debit
TX00001935,SKU00067,STORE005,8,314.85,2518.80,2026-01-22T17:29:16.977Z,CUST001688,cash
TX00001936,SKU00157,STORE004,6,159.59,957.54,2025-06-22T09:59:59.215Z,CUST001559,mobile
TX00001937,SKU00165,STORE003,2,54.30,108.60,2026-02-12T22:59:18.425Z,CUST001302,credit
TX00001938,SKU00187,STORE005,5,299.45,1497.25,2025-12-21T17:02:14.434Z,CUST001936,credit
TX00001939,SKU00117,STORE004,9,437.65,3938.85,2025-06-03T11:40:21.165Z,CUST001662,debit
TX00001940,SKU00085,STORE002,9,492.99,4436.91,2025-09-01T21:03:50.667Z,CUST001632,cash
TX00001941,SKU00192,STORE002,1,248.79,248.79,2025-08-26T17:29:57.206Z,CUST000252,credit
TX00001942,SKU00022,STORE005,3,224.75,674.25,2025-10-25T18:59:28.997Z,CUST001237,cash
TX00001943,SKU00166,STORE005,7,445.59,3119.13,2025-08-24T22:01:42.859Z,CUST001761,cash
TX00001944,SKU00182,STORE001,4,474.12,1896.48,2025-09-24T18:20:58.710Z,CUST001908,mobile
TX00001945,SKU00113,STORE004,9,389.06,3501.54,2025-09-03T09:31:27.924Z,CUST001372,mobile
TX00001946,SKU00012,STORE001,5,195.59,977.95,2025-06-23T18:17:49.807Z,CUST001953,debit
TX00001947,SKU00086,STORE002,6,34.05,204.30,2026-01-31T01:10:21.358Z,CUST000374,credit
TX00001948,SKU00159,STORE001,5,16.45,82.25,2026-02-06T18:36:34.808Z,CUST000181,mobile
TX00001949,SKU00182,STORE001,10,152.29,1522.90,2025-09-03T22:18:29.316Z,CUST000818,cash
TX00001950,SKU00067,STORE005,8,178.37,1426.96,2025-11-10T21:38:15.739Z,CUST000187,debit
TX00001951,SKU00093,STORE003,6,153.85,923.10,2025-08-14T02:40:34.279Z,CUST001156,credit
TX00001952,SKU00096,STORE002,5,461.39,2306.95,2025-06-15T09:38:51.397Z,CUST000878,mobile
TX00001953,SKU00157,STORE003,3,235.25,705.75,2025-07-25T06:12:32.672Z,CUST001289,cash
TX00001954,SKU00099,STORE002,9,249.99,2249.91,2025-12-24T19:16:45.295Z,CUST000137,cash
TX00001955,SKU00010,STORE002,4,371.09,1484.36,2025-09-15T23:58:12.334Z,CUST001234,debit
TX00001956,SKU00185,STORE003,8,113.35,906.80,2025-08-04T12:39:20.082Z,CUST001809,credit
TX00001957,SKU00090,STORE004,1,208.29,208.29,2025-09-26T16:41:22.042Z,CUST001971,credit
TX00001958,SKU00144,STORE003,6,485.50,2913.00,2025-12-25T06:44:56.179Z,CUST001383,debit
TX00001959,SKU00181,STORE003,9,197.45,1777.05,2025-11-23T18:52:23.439Z,CUST000283,cash
TX00001960,SKU00039,STORE003,2,15.85,31.70,2025-06-06T17:32:14.919Z,CUST000964,cash
TX00001961,SKU00050,STORE004,8,182.15,1457.20,2025-07-27T01:10:34.950Z,CUST001427,debit
TX00001962,SKU00001,STORE005,9,65.95,593.55,2025-07-18T17:09:52.876Z,CUST001305,mobile
TX00001963,SKU00029,STORE003,1,197.80,197.80,2025-12-03T16:37:24.882Z,CUST001055,mobile
TX00001964,SKU00012,STORE002,3,196.49,589.47,2025-09-18T05:52:39.896Z,CUST000410,credit
TX00001965,SKU00016,STORE004,5,364.49,1822.45,2025-11-28T16:59:54.660Z,CUST000286,mobile
TX00001966,SKU00145,STORE002,1,10.99,10.99,2025-09-04T13:09:44.840Z,CUST000461,debit
TX00001967,SKU00025,STORE001,9,294.89,2654.01,2025-08-04T06:49:37.194Z,CUST001355,credit
TX00001968,SKU00124,STORE001,1,466.15,466.15,2025-10-01T08:10:22.376Z,CUST000668,debit
TX00001969,SKU00081,STORE004,6,463.05,2778.30,2026-01-07T13:48:12.603Z,CUST000661,credit
TX00001970,SKU00103,STORE003,2,104.99,209.98,2025-12-09T18:54:52.487Z,CUST000636,credit
TX00001971,SKU00001,STORE005,10,244.45,2444.50,2025-09-10T06:45:33.418Z,CUST000138,credit
TX00001972,SKU00184,STORE004,9,449.69,4047.21,2025-07-25T01:24:09.106Z,CUST000377,credit
TX00001973,SKU00038,STORE003,2,87.59,175.18,2025-11-26T15:09:55.893Z,CUST000936,debit
TX00001974,SKU00129,STORE005,2,54.15,108.30,2025-08-02T05:08:14.467Z,CUST001533,credit
TX00001975,SKU00166,STORE005,7,57.45,402.15,2025-09-10T07:27:26.045Z,CUST001502,credit
TX00001976,SKU00160,STORE001,3,290.65,871.95,2026-02-08T20:17:29.413Z,CUST001217,credit
TX00001977,SKU00132,STORE005,2,300.59,601.18,2025-12-19T14:19:49.942Z,CUST000575,debit
TX00001978,SKU00006,STORE005,7,252.85,1769.95,2025-11-17T05:51:19.275Z,CUST000761,debit
TX00001979,SKU00093,STORE002,2,280.59,561.18,2026-02-01T11:03:52.449Z,CUST000066,credit
TX00001980,SKU00196,STORE005,6,464.94,2789.64,2025-07-21T10:13:51.790Z,CUST000593,credit
TX00001981,SKU00128,STORE002,7,155.99,1091.93,2025-12-05T03:07:07.284Z,CUST000102,mobile
TX00001982,SKU00177,STORE005,8,342.99,2743.92,2025-11-18T12:29:38.683Z,CUST000379,debit
TX00001983,SKU00179,STORE001,10,263.79,2637.90,2025-08-06T09:44:22.528Z,CUST000539,mobile
TX00001984,SKU00054,STORE002,2,68.85,137.70,2025-10-28T00:47:31.001Z,CUST000911,cash
TX00001985,SKU00025,STORE005,8,15.69,125.52,2025-12-15T23:47:07.426Z,CUST001585,cash
TX00001986,SKU00181,STORE002,5,96.35,481.75,2025-07-25T06:44:09.207Z,CUST000107,cash
TX00001987,SKU00109,STORE005,3,452.19,1356.57,2025-06-28T23:01:41.120Z,CUST001556,mobile
TX00001988,SKU00115,STORE001,7,357.85,2504.95,2025-07-12T00:11:32.680Z,CUST000543,cash
TX00001989,SKU00196,STORE001,4,273.29,1093.16,2025-09-12T23:14:09.036Z,CUST000674,mobile
TX00001990,SKU00009,STORE003,8,476.89,3815.12,2025-08-11T03:23:14.300Z,CUST001901,credit
TX00001991,SKU00150,STORE004,3,256.10,768.30,2025-09-07T10:40:52.017Z,CUST000716,cash
TX00001992,SKU00032,STORE002,10,377.79,3777.90,2025-10-25T02:53:08.575Z,CUST000330,cash
TX00001993,SKU00099,STORE001,8,184.09,1472.72,2025-12-02T11:23:42.279Z,CUST001128,cash
TX00001994,SKU00097,STORE003,2,457.75,915.50,2025-06-22T22:29:08.318Z,CUST000036,cash
TX00001995,SKU00126,STORE005,10,429.50,4295.00,2025-12-16T01:54:13.091Z,CUST001226,mobile
TX00001996,SKU00082,STORE002,5,77.70,388.50,2026-01-11T20:11:07.583Z,CUST000076,credit
TX00001997,SKU00026,STORE003,10,90.81,908.10,2025-09-05T15:17:05.654Z,CUST001765,credit
TX00001998,SKU00151,STORE004,8,249.79,1998.32,2026-02-12T16:16:25.763Z,CUST000469,debit
TX00001999,SKU00090,STORE005,6,27.39,164.34,2025-07-07T22:55:58.509Z,CUST001931,cash
TX00002000,SKU00128,STORE004,8,319.30,2554.40,2025-12-15T18:31:24.765Z,CUST001465,cash
TX00002001,SKU00200,STORE005,9,475.99,4283.91,2025-12-09T06:49:44.260Z,CUST001162,debit
TX00002002,SKU00168,STORE004,8,498.55,3988.40,2025-10-03T15:38:16.030Z,CUST001103,debit
TX00002003,SKU00033,STORE005,6,413.39,2480.34,2025-09-19T11:39:52.043Z,CUST000676,debit
TX00002004,SKU00195,STORE001,10,490.39,4903.90,2025-12-10T10:36:52.730Z,CUST001928,debit
TX00002005,SKU00006,STORE002,10,11.89,118.90,2025-11-26T08:40:10.236Z,CUST000573,credit
TX00002006,SKU00172,STORE003,10,345.75,3457.50,2025-10-25T16:51:26.258Z,CUST001278,cash
TX00002007,SKU00097,STORE005,7,401.69,2811.83,2025-06-22T21:45:31.399Z,CUST001301,credit
