account_id,customer_id,account_type,balance,credit_limit,opened_at,status,risk_score
ACC00000389,CUST0000197,checking,63222.64,0,2025-08-10,active,33
ACC00000390,CUST0000613,savings,45154.96,0,2025-04-04,active,52
ACC00000391,CUST0000360,credit,53014.7,29234,2024-01-05,active,3
ACC00000392,CUST0000903,credit,92297.8,24474,2020-10-30,active,90
ACC00000393,CUST0000628,savings,1747.56,0,2022-03-07,suspended,39
ACC00000394,CUST0000109,checking,25322.66,0,2023-07-08,active,18
ACC00000395,CUST0001034,checking,22285.64,0,2020-12-21,closed,51
ACC00000396,CUST0000077,savings,20595.45,0,2024-06-16,active,82
ACC00000397,CUST0000365,checking,30634.79,0,2021-08-15,closed,52
ACC00000398,CUST0001359,credit,7509.01,6470,2020-05-05,suspended,99
ACC00000399,CUST0000945,credit,8321.98,29826,2021-05-09,suspended,43
ACC00000400,CUST0000749,savings,20243.41,0,2024-10-22,active,89
ACC00000401,CUST0000888,credit,37154.41,6121,2022-03-04,active,19
ACC00000402,CUST0000506,savings,83221.35,0,2023-12-29,suspended,55
ACC00000403,CUST0000897,savings,83477.41,0,2024-10-27,active,52
ACC00000404,CUST0000378,credit,40254.59,44459,2024-10-31,active,96
ACC00000405,CUST0001361,savings,34120.01,0,2020-03-20,closed,6
ACC00000406,CUST0000310,checking,48664.34,0,2025-06-28,active,25
ACC00000407,CUST0000381,savings,87780.81,0,2022-12-12,active,51
ACC00000408,CUST0000341,credit,84758.11,13177,2022-07-30,suspended,56
ACC00000409,CUST0000114,credit,43131.24,11847,2023-12-08,active,31
ACC00000410,CUST0001157,credit,16506.92,49230,2025-07-02,active,41
ACC00000411,CUST0001390,savings,78013.99,0,2020-06-14,active,13
ACC00000412,CUST0001027,savings,71090.42,0,2021-12-19,suspended,74
ACC00000413,CUST0000869,checking,68402.56,0,2020-11-18,suspended,97
ACC00000414,CUST0001411,checking,78819.51,0,2021-07-17,suspended,21
ACC00000415,CUST0000613,savings,65849.29,0,2023-10-18,active,55
ACC00000416,CUST0000094,checking,50609.66,0,2024-08-17,closed,25
ACC00000417,CUST0001009,savings,71612.2,0,2023-11-20,suspended,95
ACC00000418,CUST0000512,credit,93206.62,24919,2022-03-11,active,52
ACC00000419,CUST0001061,credit,35724.26,47704,2025-10-23,suspended,75
ACC00000420,CUST0000761,checking,27909.59,0,2024-06-11,active,12
ACC00000421,CUST0000480,savings,8105.45,0,2021-10-03,closed,58
ACC00000422,CUST0001069,savings,47688.14,0,2021-10-13,closed,98
ACC00000423,CUST0000633,checking,52214.47,0,2024-03-16,active,40
ACC00000424,CUST0000323,credit,57131.73,16189,2025-04-15,active,26
ACC00000425,CUST0000105,savings,85682.15,0,2025-06-30,closed,51
ACC00000426,CUST0000154,checking,35762.76,0,2022-07-05,active,37
ACC00000427,CUST0000610,checking,27944.74,0,2020-02-11,active,71
ACC00000428,CUST0001058,savings,65572.27,0,2025-01-19,suspended,51
ACC00000429,CUST0001413,credit,72408.18,1881,2023-12-21,closed,17
ACC00000430,CUST0000230,checking,75398.69,0,2020-10-14,closed,57
ACC00000431,CUST0000072,checking,27787.69,0,2020-03-13,active,79
ACC00000432,CUST0000320,savings,17391.4,0,2020-08-31,active,80
ACC00000433,CUST0000917,credit,46649.92,10429,2021-10-16,suspended,100
ACC00000434,CUST0000778,credit,26138.29,47383,2022-03-26,active,73
ACC00000435,CUST0001268,checking,25593.01,0,2024-02-22,active,61
ACC00000436,CUST0001134,savings,4746.8,0,2024-05-25,closed,38
ACC00000437,CUST0000940,savings,19937.45,0,2024-02-22,active,38
ACC00000438,CUST0000175,checking,28508.07,0,2024-06-14,active,17
ACC00000439,CUST0000433,savings,80416.05,0,2024-04-08,active,18
ACC00000440,CUST0001397,checking,32671.12,0,2024-02-23,active,81
ACC00000441,CUST0000684,savings,3071.72,0,2023-09-24,closed,81
ACC00000442,CUST0001326,credit,74068.67,34966,2021-09-08,active,81
ACC00000443,CUST0000590,credit,83938.16,17370,2023-03-17,active,59
ACC00000444,CUST0001036,credit,-3817.79,47805,2025-02-10,active,2
ACC00000445,CUST0001388,credit,49450.91,10910,2020-05-14,active,6
ACC00000446,CUST0000399,credit,5414.81,18827,2023-10-05,active,32
ACC00000447,CUST0001315,checking,-4319.53,0,2023-02-25,suspended,29
ACC00000448,CUST0001016,checking,9549.06,0,2021-07-07,active,43
ACC00000449,CUST0000083,checking,47559.58,0,2020-10-18,suspended,36
ACC00000450,CUST0000144,credit,75153.15,11253,2023-10-31,suspended,73
ACC00000451,CUST0000955,checking,68698.72,0,2021-08-24,suspended,61
ACC00000452,CUST0001117,credit,43138.91,7499,2023-08-12,active,46
ACC00000453,CUST0000770,savings,77567.9,0,2020-03-23,active,53
ACC00000454,CUST0000465,credit,22529.94,1065,2021-10-08,active,25
ACC00000455,CUST0000892,credit,-3643.9,35078,2022-11-07,active,59
ACC00000456,CUST0001331,credit,-4928.85,11515,2022-11-28,active,90
ACC00000457,CUST0001086,savings,18473.68,0,2020-07-31,suspended,17
ACC00000458,CUST0000705,checking,26694.17,0,2023-09-23,active,100
ACC00000459,CUST0001188,checking,58101.23,0,2022-05-06,active,45
ACC00000460,CUST0000963,savings,28552.29,0,2020-06-30,active,50
ACC00000461,CUST0000117,checking,66440.83,0,2025-08-02,active,33
ACC00000462,CUST0000802,checking,3874.79,0,2022-07-29,active,16
ACC00000463,CUST0000661,checking,51871.24,0,2020-11-04,active,57
ACC00000464,CUST0001189,checking,42036.67,0,2021-06-13,active,79
ACC00000465,CUST0000787,credit,-3797.87,37252,2020-05-08,active,63
ACC00000466,CUST0000216,credit,21904.41,40123,2021-06-14,closed,52
ACC00000467,CUST0000442,credit,78984.84,39129,2021-04-08,suspended,30
ACC00000468,CUST0000077,checking,64509.85,0,2021-04-10,closed,67
ACC00000469,CUST0000892,checking,37438.55,0,2024-04-06,active,11
ACC00000470,CUST0001395,savings,67862.26,0,2020-03-04,active,30
ACC00000471,CUST0000349,savings,28564.44,0,2020-04-06,suspended,72
ACC00000472,CUST0001134,savings,71886.81,0,2025-11-28,active,7
ACC00000473,CUST0000882,savings,87207.89,0,2023-02-27,active,70
ACC00000474,CUST0001280,credit,73880.59,10103,2020-04-10,closed,62
ACC00000475,CUST0000538,credit,75546.68,37405,2021-07-07,active,11
ACC00000476,CUST0000647,savings,95895.67,0,2020-01-27,active,30
ACC00000477,CUST0000739,checking,24702.15,0,2020-11-12,suspended,34
ACC00000478,CUST0000011,savings,246.88,0,2021-09-19,active,99
ACC00000479,CUST0000274,checking,83388.02,0,2023-01-03,active,50
ACC00000480,CUST0000109,credit,15088.67,3775,2021-04-02,active,14
ACC00000481,CUST0000763,checking,154,0,2024-07-30,active,76
ACC00000482,CUST0000231,checking,78201.17,0,2021-10-15,active,5
ACC00000483,CUST0001257,savings,60422.61,0,2025-09-01,active,34
ACC00000484,CUST0000203,savings,38835.98,0,2020-09-15,active,44
ACC00000485,CUST0000278,savings,28627.19,0,2021-04-20,suspended,28
ACC00000486,CUST0000869,checking,10508.9,0,2024-05-24,closed,94
ACC00000487,CUST0001179,savings,27811.18,0,2021-02-03,closed,22
ACC00000488,CUST0001468,savings,69113.21,0,2024-07-15,suspended,28
ACC00000489,CUST0000841,checking,16809.07,0,2025-07-28,active,32
ACC00000490,CUST0001364,savings,99061.03,0,2023-07-19,closed,58
ACC00000491,CUST0000598,savings,91590.58,0,2022-06-29,closed,40
ACC00000492,CUST0001093,savings,47612.12,0,2024-08-06,suspended,33
ACC00000493,CUST0001084,credit,50311.91,11334,2023-12-02,active,8
ACC00000494,CUST0001171,credit,78732.53,39023,2020-05-01,active,10
ACC00000495,CUST0001084,savings,52504.63,0,2020-02-01,active,67
ACC00000496,CUST0001031,savings,67698.9,0,2024-02-06,closed,100
ACC00000497,CUST0000206,checking,71592.44,0,2022-08-19,suspended,47
ACC00000498,CUST0000486,credit,5123.21,4577,2022-05-09,active,47
ACC00000499,CUST0000965,credit,22977.3,5665,2025-01-15,active,29
ACC00000500,CUST0001086,credit,22729.33,36809,2025-08-06,closed,39
ACC00000501,CUST0001435,checking,75285.76,0,2023-04-10,active,41
ACC00000502,CUST0000142,checking,67735.82,0,2022-08-11,closed,55
ACC00000503,CUST0000506,checking,33984.33,0,2023-11-18,closed,10
ACC00000504,CUST0000826,checking,47787.97,0,2023-03-14,closed,10
ACC00000505,CUST0001075,savings,90736.26,0,2023-11-02,active,80
ACC00000506,CUST0001098,checking,8334.43,0,2020-12-17,suspended,81
ACC00000507,CUST0000233,credit,69345.28,35401,2023-11-19,active,91
ACC00000508,CUST0001206,credit,43243.37,18019,2025-09-10,closed,7
ACC00000509,CUST0000263,checking,89787.84,0,2025-08-07,active,7
ACC00000510,CUST0000950,savings,18702.65,0,2020-05-21,closed,76
ACC00000511,CUST0000433,savings,12892.21,0,2022-03-11,active,71
ACC00000512,CUST0000163,checking,43224.2,0,2020-02-17,active,96
ACC00000513,CUST0000564,savings,97863.03,0,2022-12-01,closed,64
ACC00000514,CUST0000877,credit,12199.97,8813,2022-01-10,active,45
ACC00000515,CUST0001191,checking,73006.35,0,2021-07-27,active,17
ACC00000516,CUST0000221,credit,51266.06,2589,2021-05-14,active,39
ACC00000517,CUST0000345,savings,38828.63,0,2023-08-17,closed,23
ACC00000518,CUST0001282,credit,32790.88,32933,2024-03-06,active,5
ACC00000519,CUST0000911,credit,8636.73,31209,2023-04-15,active,47
ACC00000520,CUST0001374,credit,23588.82,4824,2022-11-23,suspended,80
ACC00000521,CUST0001247,savings,45656.91,0,2023-02-24,closed,43
ACC00000522,CUST0000526,checking,13659.99,0,2022-06-25,active,8
ACC00000523,CUST0000554,checking,25561.46,0,2025-10-17,active,68
ACC00000524,CUST0000810,credit,75929.51,14181,2021-06-27,active,37
ACC00000525,CUST0000396,savings,46412,0,2023-06-22,suspended,36
ACC00000526,CUST0001186,credit,41891.77,22777,2022-11-20,active,58
ACC00000527,CUST0000481,checking,5927.64,0,2025-07-06,suspended,92
ACC00000528,CUST0000259,savings,95371.56,0,2025-10-25,active,37
ACC00000529,CUST0000568,checking,67121.23,0,2021-05-23,active,97
ACC00000530,CUST0001460,credit,30576.61,47697,2022-03-22,closed,33
ACC00000531,CUST0000664,credit,43080.51,45045,2022-03-09,active,50
ACC00000532,CUST0000101,credit,17183.42,49186,2020-03-14,closed,54
ACC00000533,CUST0000910,checking,8056.15,0,2023-11-13,active,27
ACC00000534,CUST0001297,credit,1706.64,9942,2020-05-09,active,14
ACC00000535,CUST0001027,credit,24834.05,29895,2025-04-05,active,18
ACC00000536,CUST0000834,checking,3226.08,0,2024-01-05,active,95
ACC00000537,CUST0001225,credit,-243.48,39538,2024-11-04,suspended,43
ACC00000538,CUST0000642,credit,58301.87,10628,2021-04-30,suspended,74
ACC00000539,CUST0000522,checking,31762.99,0,2023-09-17,suspended,41
ACC00000540,CUST0000551,credit,14403.64,38738,2024-07-28,closed,76
ACC00000541,CUST0000004,credit,85229.48,40583,2022-11-15,suspended,27
ACC00000542,CUST0001166,credit,-90.87,36590,2024-04-06,closed,61
ACC00000543,CUST0001340,credit,48395.35,17135,2022-11-08,active,55
ACC00000544,CUST0000573,checking,42219.05,0,2021-12-08,active,62
ACC00000545,CUST0000884,checking,56341.29,0,2022-11-12,closed,4
ACC00000546,CUST0001151,savings,93729.92,0,2024-03-28,closed,4
ACC00000547,CUST0000162,savings,55609.33,0,2020-05-21,active,77
ACC00000548,CUST0000977,credit,14565.69,45497,2021-09-03,closed,53
ACC00000549,CUST0000582,checking,12852.73,0,2025-03-02,suspended,98
ACC00000550,CUST0001231,credit,48441.03,31001,2023-03-28,suspended,12
ACC00000551,CUST0000802,checking,50302.66,0,2021-01-30,closed,60
ACC00000552,CUST0001134,credit,42472.29,22231,2025-10-17,active,79
ACC00000553,CUST0000958,savings,18195.24,0,2023-06-14,closed,94
ACC00000554,CUST0000592,credit,36904.57,14717,2020-12-14,active,79
ACC00000555,CUST0000140,credit,87388.38,33953,2024-02-06,active,85
ACC00000556,CUST0000549,savings,65339.84,0,2025-08-13,closed,66
ACC00000557,CUST0001349,checking,40998.1,0,2022-08-14,active,8
ACC00000558,CUST0000671,savings,40007.13,0,2025-10-12,active,36
ACC00000559,CUST0000141,savings,94109.35,0,2025-03-08,closed,17
ACC00000560,CUST0000043,checking,34023.32,0,2020-08-01,closed,59
ACC00000561,CUST0000387,savings,87010.75,0,2025-03-20,active,67
ACC00000562,CUST0000247,checking,79829.86,0,2020-03-15,active,54
ACC00000563,CUST0000035,credit,45504.28,43773,2022-09-20,active,40
ACC00000564,CUST0000579,savings,65522.99,0,2020-08-12,active,73
ACC00000565,CUST0000688,savings,8730.41,0,2023-01-28,active,54
ACC00000566,CUST0001095,checking,66630.71,0,2021-08-28,active,65
ACC00000567,CUST0000592,savings,72267.43,0,2022-02-20,active,57
ACC00000568,CUST0000977,savings,11084.11,0,2023-10-25,suspended,8
ACC00000569,CUST0000658,credit,36753.56,32082,2024-07-03,active,60
ACC00000570,CUST0001460,credit,33205.21,40075,2020-12-22,active,100
ACC00000571,CUST0001268,checking,15132.18,0,2023-06-02,active,88
ACC00000572,CUST0000180,checking,52495.29,0,2024-12-04,active,92
ACC00000573,CUST0001163,checking,70580.82,0,2023-10-15,active,8
ACC00000574,CUST0000168,savings,67815.49,0,2023-08-03,active,70
ACC00000575,CUST0001109,checking,84103.65,0,2020-11-18,active,40
ACC00000576,CUST0000433,credit,29638.39,44005,2021-04-11,active,96
ACC00000577,CUST0000111,checking,-385.62,0,2024-10-01,active,21
ACC00000578,CUST0000326,credit,51235.11,8237,2021-06-20,suspended,8
ACC00000579,CUST0001196,checking,8272.74,0,2023-09-09,active,31
ACC00000580,CUST0001181,credit,6049.31,37160,2025-11-29,suspended,28
ACC00000581,CUST0000784,credit,43966.5,16471,2020-10-25,active,78
ACC00000582,CUST0000088,credit,70392.06,10328,2021-05-13,suspended,82
ACC00000583,CUST0000784,checking,93214.84,0,2024-08-16,active,26
ACC00000584,CUST0001353,checking,17981.91,0,2023-06-08,active,38
ACC00000585,CUST0000627,checking,7766.34,0,2020-06-30,closed,1
ACC00000586,CUST0000872,credit,47155.98,12356,2022-03-02,active,14
ACC00000587,CUST0001178,savings,33558.34,0,2021-05-14,active,96
ACC00000588,CUST0000712,credit,27200.8,34168,2023-06-05,closed,12
ACC00000589,CUST0000078,checking,89281.75,0,2023-05-03,closed,79
ACC00000590,CUST0001483,savings,63442.96,0,2024-01-27,active,92
ACC00000591,CUST0000517,credit,83406.08,25350,2023-06-08,active,27
ACC00000592,CUST0000530,checking,36465.2,0,2020-05-12,suspended,40
ACC00000593,CUST0000952,credit,8798.72,46330,2023-12-28,suspended,14
ACC00000594,CUST0000009,savings,28427.51,0,2020-03-01,closed,65
ACC00000595,CUST0000138,credit,63993.57,40601,2025-07-16,active,39
ACC00000596,CUST0000233,credit,39441.37,27590,2025-08-20,active,12
ACC00000597,CUST0000488,savings,55618.48,0,2021-03-25,active,32
ACC00000598,CUST0001057,credit,4373.4,20568,2022-06-02,active,28
ACC00000599,CUST0001397,checking,94422.25,0,2020-06-06,closed,10
ACC00000600,CUST0000701,savings,63603.89,0,2021-10-16,active,98
ACC00000601,CUST0000229,checking,-4177,0,2021-03-12,active,56
ACC00000602,CUST0000718,credit,20832.34,19942,2021-04-17,closed,61
ACC00000603,CUST0001459,checking,4393.46,0,2023-02-20,active,54
ACC00000604,CUST0000998,credit,72937.03,21797,2022-01-21,active,76
ACC00000605,CUST0001279,checking,70955.61,0,2021-10-20,active,89
ACC00000606,CUST0000028,checking,46082.46,0,2021-01-29,suspended,7
ACC00000607,CUST0001059,savings,88108.51,0,2021-12-30,active,21
ACC00000608,CUST0000019,checking,45779.35,0,2022-01-09,closed,17
ACC00000609,CUST0001500,credit,66782.5,31719,2021-12-18,active,29
ACC00000610,CUST0001096,credit,34859.52,20466,2022-09-22,active,54
ACC00000611,CUST0001256,credit,98198.14,21644,2022-03-21,active,15
ACC00000612,CUST0000468,savings,67608.45,0,2024-10-05,active,69
ACC00000613,CUST0000337,savings,97088.78,0,2023-01-31,closed,55
ACC00000614,CUST0000658,savings,85859.22,0,2021-08-06,active,78
ACC00000615,CUST0001429,checking,82790.84,0,2023-11-09,suspended,51
ACC00000616,CUST0000152,credit,89465.99,13665,2021-09-11,active,77
ACC00000617,CUST0000670,credit,384.29,37058,2021-08-05,active,64
ACC00000618,CUST0001040,checking,88170.87,0,2021-11-26,closed,95
ACC00000619,CUST0000511,checking,-3767.87,0,2024-03-30,active,90
ACC00000620,CUST0000585,checking,18112.23,0,2025-07-30,active,29
ACC00000621,CUST0000454,checking,99445.71,0,2023-05-05,active,71
ACC00000622,CUST0000795,checking,66790.97,0,2022-12-08,suspended,24
ACC00000623,CUST0000702,checking,55335.45,0,2025-02-08,active,24
ACC00000624,CUST0001380,checking,59719.45,0,2020-04-12,suspended,30
ACC00000625,CUST0001197,credit,97224.42,40645,2023-11-21,active,24
ACC00000626,CUST0000230,savings,52858.97,0,2020-06-15,suspended,80
ACC00000627,CUST0001476,credit,98754.25,20036,2022-12-30,active,99
ACC00000628,CUST0000434,credit,32831.47,8916,2023-01-18,active,84
ACC00000629,CUST0000240,checking,61505.32,0,2022-05-23,closed,7
ACC00000630,CUST0001250,savings,24925.1,0,2022-03-24,closed,92
ACC00000631,CUST0001061,credit,16174.39,48977,2024-06-15,closed,95
ACC00000632,CUST0000737,credit,47389.06,41518,2020-11-07,active,47
ACC00000633,CUST0000273,checking,57734.7,0,2021-08-11,suspended,89
ACC00000634,CUST0000647,checking,51521.43,0,2024-10-06,active,69
ACC00000635,CUST0000785,savings,2957.56,0,2020-12-22,active,58
ACC00000636,CUST0000072,checking,61097.76,0,2023-04-20,suspended,3
ACC00000637,CUST0000394,savings,-4562.35,0,2021-03-06,active,88
ACC00000638,CUST0001328,credit,70542.48,33216,2025-03-02,suspended,47
ACC00000639,CUST0000598,checking,38048.93,0,2020-12-11,active,39
ACC00000640,CUST0001007,checking,78839.74,0,2023-08-25,closed,54
ACC00000641,CUST0000647,checking,83720.29,0,2022-06-03,closed,25
ACC00000642,CUST0001201,credit,5538.18,30522,2023-01-10,active,34
ACC00000643,CUST0000473,credit,85878.71,40401,2022-03-22,active,20
ACC00000644,CUST0000409,credit,75369.1,41664,2024-11-22,active,44
ACC00000645,CUST0000726,checking,60311.09,0,2022-04-18,active,32
ACC00000646,CUST0001176,savings,55929.57,0,2023-03-04,active,6
ACC00000647,CUST0001050,savings,7315.64,0,2025-03-25,active,41
ACC00000648,CUST0000573,checking,44660.68,0,2024-02-12,active,32
ACC00000649,CUST0001298,savings,84155.09,0,2023-05-03,active,30
ACC00000650,CUST0000272,checking,1088.67,0,2020-08-14,active,55
ACC00000651,CUST0001313,savings,85117.31,0,2023-07-27,closed,5
ACC00000652,CUST0001071,savings,39416.51,0,2022-03-23,active,58
ACC00000653,CUST0000516,savings,1673.39,0,2021-02-16,active,32
ACC00000654,CUST0000021,checking,34523.41,0,2024-08-08,suspended,31
ACC00000655,CUST0000156,checking,97062.54,0,2025-07-29,active,60
ACC00000656,CUST0000828,checking,85652.28,0,2025-01-02,active,52
ACC00000657,CUST0001390,savings,93774.76,0,2023-12-23,suspended,97
ACC00000658,CUST0000403,checking,84954.19,0,2024-08-12,active,83
ACC00000659,CUST0001146,savings,13363.17,0,2023-07-10,suspended,72
ACC00000660,CUST0000739,checking,72723.34,0,2025-09-24,active,29
ACC00000661,CUST0000115,credit,23641.29,26872,2021-02-13,suspended,7
ACC00000662,CUST0000170,savings,20761.99,0,2023-05-13,active,68
ACC00000663,CUST0000319,credit,83359.01,35837,2020-01-06,active,13
ACC00000664,CUST0001052,savings,-1712.5,0,2025-11-03,active,90
ACC00000665,CUST0000601,savings,63123.55,0,2022-08-04,closed,90
ACC00000666,CUST0001368,credit,38865.6,8203,2025-08-09,closed,85
ACC00000667,CUST0001191,savings,95473.54,0,2020-01-09,active,98
ACC00000668,CUST0001235,checking,42862.11,0,2025-10-11,active,68
ACC00000669,CUST0001317,credit,71589.09,10583,2023-08-25,suspended,23
ACC00000670,CUST0001244,credit,39311.36,36153,2023-03-14,suspended,97
ACC00000671,CUST0000471,savings,93301.43,0,2020-01-19,active,72
ACC00000672,CUST0000419,checking,41029.88,0,2024-05-03,active,17
ACC00000673,CUST0000768,savings,69990.75,0,2020-06-18,active,13
ACC00000674,CUST0000304,savings,6951.06,0,2020-07-11,suspended,56
ACC00000675,CUST0000284,savings,-1507.03,0,2021-03-25,active,32
ACC00000676,CUST0000740,checking,24975.23,0,2025-03-01,active,53
ACC00000677,CUST0001243,checking,90108.34,0,2023-02-09,active,33
ACC00000678,CUST0000551,savings,54294.13,0,2021-05-22,closed,2
ACC00000679,CUST0000755,savings,36516.74,0,2022-12-07,active,44
ACC00000680,CUST0000595,checking,66902.98,0,2021-01-04,active,18
ACC00000681,CUST0001024,savings,24686.2,0,2020-01-19,active,32
ACC00000682,CUST0001038,savings,44322.29,0,2023-06-28,active,14
ACC00000683,CUST0001287,checking,94805.32,0,2023-02-12,suspended,48
ACC00000684,CUST0001036,savings,20789.71,0,2020-05-08,active,55
ACC00000685,CUST0000011,credit,87152.8,7973,2022-12-26,suspended,52
ACC00000686,CUST0001206,credit,76982.71,18385,2024-02-23,active,38
ACC00000687,CUST0000722,credit,97852.49,9393,2024-09-30,active,20
ACC00000688,CUST0001032,credit,8921.62,12161,2021-01-26,active,28
ACC00000689,CUST0000296,checking,-1178.82,0,2021-06-07,closed,33
ACC00000690,CUST0000005,credit,70656.47,35237,2023-03-07,closed,59
ACC00000691,CUST0000412,checking,43992.34,0,2022-04-06,active,83
ACC00000692,CUST0001426,checking,78847.9,0,2024-06-27,closed,55
ACC00000693,CUST0001083,credit,68013.61,40186,2022-05-03,active,82
ACC00000694,CUST0000780,savings,27125.96,0,2025-10-20,closed,57
ACC00000695,CUST0001063,credit,72123.9,46549,2020-08-30,suspended,44
ACC00000696,CUST0000665,savings,9047.38,0,2024-06-12,active,50
ACC00000697,CUST0000834,credit,10577.47,42773,2025-02-05,suspended,31
ACC00000698,CUST0000212,savings,78891.24,0,2022-03-10,active,72
ACC00000699,CUST0000194,checking,6805.32,0,2021-10-24,active,43
ACC00000700,CUST0000810,savings,57816.37,0,2025-07-25,active,47
ACC00000701,CUST0001475,credit,92203.27,45550,2024-06-17,active,48
ACC00000702,CUST0000219,credit,43925.26,8927,2021-10-19,closed,67
ACC00000703,CUST0000939,savings,75821.58,0,2020-04-09,active,66
ACC00000704,CUST0001059,savings,10316.21,0,2024-02-09,active,31
ACC00000705,CUST0001290,savings,3076.55,0,2022-05-01,active,87
ACC00000706,CUST0001380,savings,23072.31,0,2020-05-09,active,66
ACC00000707,CUST0001255,checking,45022.57,0,2024-03-01,closed,50
ACC00000708,CUST0000742,credit,-2321.24,29759,2020-11-23,closed,72
ACC00000709,CUST0000815,checking,53306.15,0,2021-03-20,active,7
ACC00000710,CUST0001148,checking,63990.01,0,2021-03-21,active,25
ACC00000711,CUST0001231,credit,31367.42,39161,2023-04-25,active,21
ACC00000712,CUST0001060,checking,82645.59,0,2021-01-09,active,28
ACC00000713,CUST0000300,credit,3387.24,21708,2022-07-23,active,2
ACC00000714,CUST0000247,credit,88639.47,31860,2023-01-11,active,61
ACC00000715,CUST0001322,checking,1940.05,0,2024-04-28,active,78
ACC00000716,CUST0000744,credit,67214.97,41130,2024-07-06,suspended,75
ACC00000717,CUST0000632,credit,26061.22,18183,2025-10-26,active,20
ACC00000718,CUST0001229,credit,93128.3,22517,2020-11-26,closed,3
ACC00000719,CUST0000858,credit,53966.51,9678,2024-06-02,active,73
ACC00000720,CUST0001323,savings,77230.07,0,2023-05-21,active,84
ACC00000721,CUST0000688,checking,42374.74,0,2020-09-29,active,89
ACC00000722,CUST0000891,checking,74226.67,0,2022-07-25,active,57
ACC00000723,CUST0001383,credit,49897.64,30320,2020-12-28,active,91
ACC00000724,CUST0001071,credit,11755.02,33528,2021-11-23,active,9
ACC00000725,CUST0000898,savings,23443.9,0,2020-09-07,closed,36
ACC00000726,CUST0001087,savings,-423.2,0,2020-01-01,active,7
ACC00000727,CUST0000687,savings,21106.08,0,2023-07-07,closed,76
ACC00000728,CUST0000198,savings,9808.97,0,2023-04-15,active,94
ACC00000729,CUST0000440,credit,-1372.02,5943,2020-03-21,active,97
ACC00000730,CUST0000868,credit,79311.3,39030,2022-10-24,active,52
ACC00000731,CUST0000735,credit,3353.44,24598,2025-11-24,active,46
ACC00000732,CUST0001339,savings,51071.11,0,2022-06-03,active,39
ACC00000733,CUST0001177,checking,66688.97,0,2020-07-10,active,72
ACC00000734,CUST0001268,credit,78843.96,37247,2021-06-17,active,42
ACC00000735,CUST0000343,savings,16786.98,0,2025-03-07,closed,52
ACC00000736,CUST0001473,credit,16636.33,3774,2021-06-19,active,67
ACC00000737,CUST0000914,credit,9959.37,48321,2020-01-24,active,90
ACC00000738,CUST0000923,credit,4962.42,29741,2022-04-07,suspended,95
ACC00000739,CUST0000177,checking,66418.93,0,2021-07-02,active,87
ACC00000740,CUST0000907,credit,61167.81,41828,2024-12-20,active,69
ACC00000741,CUST0000056,credit,85261.03,12975,2023-05-04,suspended,27
ACC00000742,CUST0000460,credit,25490.42,34771,2020-03-14,closed,61
ACC00000743,CUST0000795,credit,12776.71,35874,2024-09-04,suspended,95
ACC00000744,CUST0001024,savings,33207.9,0,2024-07-12,active,87
ACC00000745,CUST0001189,checking,91889.21,0,2021-11-07,closed,84
ACC00000746,CUST0001192,savings,52375.39,0,2022-07-07,suspended,5
ACC00000747,CUST0001027,checking,82119.53,0,2021-03-06,active,9
ACC00000748,CUST0000341,savings,73276.7,0,2020-11-03,suspended,53
ACC00000749,CUST0000331,credit,96394.46,1136,2023-05-03,closed,30
ACC00000750,CUST0001440,savings,59618.11,0,2022-05-19,active,72
ACC00000751,CUST0001150,savings,48477.29,0,2023-02-02,active,1
ACC00000752,CUST0000436,savings,67225.58,0,2021-05-16,suspended,75
ACC00000753,CUST0000954,checking,74700.44,0,2024-05-26,suspended,6
ACC00000754,CUST0000049,savings,68235.66,0,2020-09-27,active,7
ACC00000755,CUST0000620,savings,83328.13,0,2021-05-12,active,97
ACC00000756,CUST0000477,credit,45124.02,13598,2021-03-14,active,97
ACC00000757,CUST0000656,savings,77188.22,0,2024-05-12,suspended,9
ACC00000758,CUST0000979,checking,89143.46,0,2023-05-19,closed,82
ACC00000759,CUST0000223,credit,51771.18,40944,2022-08-25,closed,41
ACC00000760,CUST0001111,credit,50803.19,25765,2023-07-29,closed,13
ACC00000761,CUST0000173,savings,9536.14,0,2021-05-14,active,92
ACC00000762,CUST0000187,savings,3585.56,0,2021-03-14,active,49
ACC00000763,CUST0000246,savings,82690.7,0,2020-10-28,closed,78
ACC00000764,CUST0000223,credit,80272.39,21084,2022-01-11,active,6
ACC00000765,CUST0000936,credit,15861.18,41320,2025-09-03,active,10
ACC00000766,CUST0000948,savings,43980.46,0,2020-11-22,active,14
ACC00000767,CUST0001418,credit,62399.39,41225,2024-09-13,active,83
ACC00000768,CUST0000882,credit,-3498.11,38737,2025-03-16,active,59
ACC00000769,CUST0000180,savings,74807.82,0,2024-12-02,active,96
ACC00000770,CUST0000553,savings,4967.05,0,2023-10-28,suspended,83
ACC00000771,CUST0001226,savings,41880.71,0,2025-04-25,suspended,58
ACC00000772,CUST0000421,credit,60501.27,2685,2024-08-10,active,83
ACC00000773,CUST0000400,credit,30237.41,23527,2023-09-07,active,17
ACC00000774,CUST0000006,checking,36833.62,0,2020-09-15,suspended,99
ACC00000775,CUST0000007,savings,98704.39,0,2025-03-02,closed,77
ACC00000776,CUST0000706,credit,3011.52,27581,2024-06-30,closed,26
